
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
61.0519,°,Segment,13,8,1,100000003,510000000039,
30.6656,°,Segment,12,7,1,100000003,510000000047,
73.3376,°,Segment,9,5,1,100000003,510000000075,
42.4017,°,Segment,8,4,1,100000003,510000000086,
23.7873,°,Segment,7,4,1,100000003,510000000091,
21.3247,°,Segment,6,4,1,100000003,510000000106,
35.7299,°,Segment,5,3,1,100000003,510000000108,
60.13,°,Segment,4,3,1,100000003,510000000135,
57.8815,°,Segment,3,3,1,100000003,510000000183,
7.37243,°,Segment,2,3,1,100000003,510000000193,
6.94489,°,Segment,1,2,1,100000003,510000000195,
0,°,Segment,0,1,1,100000003,510000000227,
48.7982,°,Segment,13,7,1,100000003,510000000251,
80.9023,°,Segment,10,6,1,100000003,510000000275,
115.876,°,Segment,11,5,1,100000003,510000000291,
81.6997,°,Segment,12,6,1,100000003,510000000293,
88.73,°,Segment,18,7,1,100000001,510000000305,
69.0728,°,Segment,17,6,1,100000001,510000000323,
70.5605,°,Segment,16,5,1,100000001,510000000341,
18.1833,°,Segment,15,5,1,100000001,510000000359,
26.3347,°,Segment,14,5,1,100000001,510000000364,
123.728,°,Segment,13,4,1,100000001,510000000383,
50.7364,°,Segment,12,4,1,100000001,510000000404,
49.5847,°,Segment,11,4,1,100000001,510000000415,
73.075,°,Segment,9,3,1,100000001,510000000444,
34.3897,°,Segment,7,2,1,100000001,510000000452,
14.8733,°,Segment,6,1,1,100000001,510000000477,
33.9132,°,Segment,5,1,1,100000001,510000000487,
41.7121,°,Segment,4,1,1,100000001,510000000494,
20.2134,°,Segment,3,1,1,100000001,510000000497,
13.1391,°,Segment,2,1,1,100000001,510000000507,
12.9292,°,Segment,1,1,1,100000001,510000000509,
0,°,Segment,0,1,1,100000001,510000000520,
92.7086,°,Segment,20,8,1,100000001,510000000562,
18.7982,°,Segment,19,7,1,100000001,510000000572,
27.5432,°,Segment,18,6,1,100000001,510000000576,
21.9536,°,Segment,21,7,1,100000001,510000000578,
67.2031,°,Segment,20,7,1,100000001,510000000608,
67.8686,°,Segment,19,6,1,100000001,510000000613,
100.591,°,Segment,17,5,1,100000001,510000000628,
70.0198,°,Segment,17,6,1,100000001,510000000631,
29.9939,°,Segment,18,7,1,100000001,510000000637,
77.5575,°,Segment,17,6,1,100000001,510000000668,
51.4718,°,Segment,16,6,1,100000001,510000000675,
11.6658,°,Segment,19,6,1,100000001,510000000704,
86.5658,°,Segment,19,7,1,100000001,510000000708,
54.5654,°,Segment,18,7,1,100000001,510000000722,
72.7601,°,Segment,17,7,1,100000001,510000000729,
79.1298,°,Segment,7,3,1,100000001,510000000735,
7.65463,°,Segment,6,2,1,100000001,510000000764,
26.0547,°,Segment,5,2,1,100000001,510000000778,
42.855,°,Segment,4,2,1,100000001,510000000794,
45.889,°,Segment,3,2,1,100000001,510000000811,
15.6408,°,Segment,2,2,1,100000001,510000000838,
110.142,°,Segment,1,2,1,100000001,510000000867,
0,°,Segment,0,1,1,100000001,510000000934,
61.1176,°,Segment,7,2,1,100000001,510000000936,
99.0199,°,Segment,6,3,1,100000001,510000000940,
71.8574,°,Segment,5,3,1,100000001,510000000943,
66.9887,°,Segment,4,3,1,100000001,510000000947,
69.5408,°,Segment,6,3,1,100000002,510000000958,
28.3836,°,Segment,5,3,1,100000002,510000000961,
31.2678,°,Segment,4,3,1,100000002,510000000968,
48.5119,°,Segment,3,3,1,100000002,510000000991,
53.3603,°,Segment,2,3,1,100000002,510000001028,
43.1876,°,Segment,1,2,1,100000002,510000001032,
0,°,Segment,0,1,1,100000002,510000001059,
125.463,°,Segment,5,4,1,100000002,510000001122,
95.5029,°,Segment,7,4,1,100000002,510000001130,
49.8035,°,Segment,6,4,1,100000002,510000001133,
26.8401,°,Segment,7,5,1,100000002,510000001135,
93.6917,°,Segment,5,5,1,100000002,510000001138,
137.83,°,Segment,4,4,1,100000002,510000001145,
90.0035,°,Segment,4,4,1,100000002,510000001148,
56.7308,°,Segment,3,4,1,100000002,510000001152,
11.6312,°,Segment,4,3,1,100000002,510000001195,
32.4539,°,Segment,3,3,1,100000002,510000001205,
34.2751,°,Segment,2,3,1,100000002,510000001219,
99.6801,°,Segment,5,5,1,100000002,510000001225,
61.0186,°,Segment,4,4,1,100000002,510000001235,
56.8089,°,Segment,5,4,1,100000002,510000001239,
48.2341,°,Segment,3,4,1,100000002,510000001241,
69.4899,°,Segment,1,1,1,100000002,510000001246,
89.9608,°,Segment,2,2,1,100000002,510000001248,
81.0523,°,Segment,12,5,1,100000002,510000001260,
38.6222,°,Segment,11,4,1,100000002,510000001267,
18.837,°,Segment,10,4,1,100000002,510000001273,
34.3584,°,Segment,9,3,1,100000002,510000001283,
45.1618,°,Segment,8,3,1,100000002,510000001286,
5.06218,°,Segment,7,3,1,100000002,510000001290,
15.0743,°,Segment,6,3,1,100000002,510000001306,
18.9943,°,Segment,5,3,1,100000002,510000001321,
26.3263,°,Segment,4,3,1,100000002,510000001323,
18.4369,°,Segment,3,3,1,100000002,510000001356,
84.024,°,Segment,2,3,1,100000002,510000001377,
41.3315,°,Segment,1,2,1,100000002,510000001410,
0,°,Segment,0,1,1,100000002,510000001425,
37.5182,°,Segment,12,4,1,100000002,510000001442,
62.3418,°,Segment,11,5,1,100000002,510000001449,
111.401,°,Segment,10,3,1,100000002,510000001453,
57.3617,°,Segment,6,4,1,100000002,510000001493,
46.8059,°,Segment,8,4,1,100000002,510000001506,
121.645,°,Segment,7,4,1,100000002,510000001519,
92.8657,°,Segment,5,4,1,100000002,510000001522,
122.505,°,Segment,4,4,1,100000002,510000001524,
