
Soma Ellipsoid Axis C
 ==================== 
Soma Ellipsoid Axis C X,Soma Ellipsoid Axis C Y,Soma Ellipsoid Axis C Z,Unit,Category,Collection,Time,FilamentID,ID,
0.992894,-0.0962349,0.0700069,µm,Soma,Soma Ellipsoid Axis C,1,100000000,800000000,
-0.973838,0.219791,-0.0577265,µm,Soma,Soma Ellipsoid Axis C,1,100000001,800000001,
-0.91793,-0.389285,0.0765586,µm,Soma,Soma Ellipsoid Axis C,1,100000002,800000002,
0.0354071,0.999367,-0.00338114,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000003,
