
Spine Number of Voxel Ch=3 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
56,,Spine,3,12,Image 1,4,1,100000001,610000004735,
512,,Spine,3,4,Image 1,3,1,100000003,610000004742,
512,,Spine,3,4,Image 1,3,1,100000003,610000004748,
60,,Spine,3,6,Image 1,2,1,100000001,610000004751,
577,,Spine,3,0,Image 1,1,1,100000001,610000004765,
62,,Spine,3,12,Image 1,4,1,100000001,610000004767,
174,,Spine,3,6,Image 1,2,1,100000001,610000004771,
530,,Spine,3,4,Image 1,3,1,100000003,610000004775,
43,,Spine,3,4,Image 1,3,1,100000001,610000004777,
74,,Spine,3,5,Image 1,4,1,100000002,610000004780,
183,,Spine,3,0,Image 1,1,1,100000001,610000004783,
437,,Spine,3,2,Image 1,1,1,100000001,610000004788,
142,,Spine,3,2,Image 1,2,1,100000000,610000004791,
177,,Spine,3,5,Image 1,2,1,100000000,610000004793,
102,,Spine,3,2,Image 1,3,1,100000002,610000004796,
109,,Spine,3,6,Image 1,1,1,100000001,610000004799,
159,,Spine,3,3,Image 1,3,1,100000002,610000004802,
124,,Spine,3,20,Image 1,7,1,100000001,610000004805,
60,,Spine,3,7,Image 1,3,1,100000003,610000004807,
78,,Spine,3,1,Image 1,2,1,100000002,610000004809,
162,,Spine,3,7,Image 1,2,1,100000001,610000004815,
100,,Spine,3,8,Image 1,1,1,100000000,610000004818,
98,,Spine,3,4,Image 1,3,1,100000002,610000004820,
160,,Spine,3,0,Image 1,1,1,100000000,610000004824,
66,,Spine,3,6,Image 1,2,1,100000002,610000004827,
309,,Spine,3,2,Image 1,1,1,100000001,610000004830,
66,,Spine,3,3,Image 1,2,1,100000002,610000004832,
88,,Spine,3,1,Image 1,2,1,100000002,610000004834,
166,,Spine,3,1,Image 1,1,1,100000002,610000004837,
146,,Spine,3,3,Image 1,3,1,100000002,610000004839,
180,,Spine,3,8,Image 1,4,1,100000002,610000004842,
60,,Spine,3,0,Image 1,1,1,100000002,610000004846,
172,,Spine,3,5,Image 1,1,1,100000001,610000004849,
101,,Spine,3,10,Image 1,5,1,100000003,610000004851,
205,,Spine,3,6,Image 1,5,1,100000003,610000004853,
111,,Spine,3,6,Image 1,3,1,100000003,610000004856,
401,,Spine,3,0,Image 1,1,1,100000000,610000004862,
180,,Spine,3,6,Image 1,3,1,100000002,610000004864,
138,,Spine,3,8,Image 1,3,1,100000002,610000004868,
303,,Spine,3,2,Image 1,1,1,100000001,610000004871,
180,,Spine,3,5,Image 1,4,1,100000003,610000004874,
330,,Spine,3,0,Image 1,1,1,100000002,610000004877,
156,,Spine,3,3,Image 1,3,1,100000002,610000004880,
142,,Spine,3,9,Image 1,3,1,100000002,610000004884,
305,,Spine,3,0,Image 1,1,1,100000002,610000004887,
91,,Spine,3,19,Image 1,6,1,100000001,610000004890,
92,,Spine,3,5,Image 1,4,1,100000002,610000004894,
79,,Spine,3,0,Image 1,1,1,100000002,610000004897,
100,,Spine,3,2,Image 1,2,1,100000002,610000004900,
648,,Spine,3,0,Image 1,1,1,100000002,610000004905,
165,,Spine,3,9,Image 1,6,1,100000003,610000004909,
303,,Spine,3,0,Image 1,1,1,100000000,610000004913,
482,,Spine,3,0,Image 1,1,1,100000001,610000004916,
142,,Spine,3,0,Image 1,1,1,100000000,610000004919,
127,,Spine,3,0,Image 1,1,1,100000002,610000004923,
337,,Spine,3,0,Image 1,1,1,100000000,610000004927,
36,,Spine,3,0,Image 1,1,1,100000002,610000004931,
107,,Spine,3,4,Image 1,2,1,100000002,610000004933,
147,,Spine,3,6,Image 1,3,1,100000003,610000004936,
77,,Spine,3,7,Image 1,4,1,100000002,610000004938,
78,,Spine,3,0,Image 1,1,1,100000002,610000004941,
22,,Spine,3,0,Image 1,1,1,100000002,610000004946,
213,,Spine,3,18,Image 1,6,1,100000001,610000004949,
24,,Spine,3,0,Image 1,1,1,100000002,610000004951,
259,,Spine,3,5,Image 1,1,1,100000000,610000004953,
33,,Spine,3,0,Image 1,1,1,100000002,610000004959,
268,,Spine,3,0,Image 1,1,1,100000000,610000004962,
274,,Spine,3,0,Image 1,1,1,100000002,610000004966,
230,,Spine,3,0,Image 1,1,1,100000002,610000004970,
177,,Spine,3,6,Image 1,3,1,100000003,610000004972,
90,,Spine,3,0,Image 1,1,1,100000002,610000004974,
148,,Spine,3,4,Image 1,3,1,100000000,610000004976,
165,,Spine,3,13,Image 1,4,1,100000001,610000004978,
258,,Spine,3,4,Image 1,3,1,100000003,610000004981,
215,,Spine,3,8,Image 1,5,1,100000003,610000004984,
122,,Spine,3,0,Image 1,1,1,100000002,610000004989,
75,,Spine,3,0,Image 1,1,1,100000002,610000004991,
286,,Spine,3,0,Image 1,1,1,100000002,610000004997,
636,,Spine,3,0,Image 1,1,1,100000002,610000005000,
124,,Spine,3,4,Image 1,3,1,100000002,610000005002,
270,,Spine,3,2,Image 1,1,1,100000001,610000005005,
176,,Spine,3,6,Image 1,5,1,100000003,610000005007,
267,,Spine,3,0,Image 1,1,1,100000002,610000005010,
277,,Spine,3,0,Image 1,1,1,100000002,610000005015,
136,,Spine,3,5,Image 1,1,1,100000001,610000005017,
831,,Spine,3,0,Image 1,1,1,100000002,610000005019,
68,,Spine,3,0,Image 1,1,1,100000002,610000005028,
56,,Spine,3,0,Image 1,1,1,100000002,610000005032,
114,,Spine,3,2,Image 1,2,1,100000002,610000005038,
383,,Spine,3,0,Image 1,1,1,100000002,610000005043,
119,,Spine,3,6,Image 1,3,1,100000003,610000005045,
71,,Spine,3,0,Image 1,1,1,100000002,610000005050,
422,,Spine,3,0,Image 1,1,1,100000000,610000005054,
181,,Spine,3,0,Image 1,1,1,100000002,610000005056,
73,,Spine,3,5,Image 1,4,1,100000002,610000005062,
500,,Spine,3,0,Image 1,1,1,100000002,610000005064,
292,,Spine,3,0,Image 1,1,1,100000000,610000005068,
199,,Spine,3,0,Image 1,1,1,100000002,610000005073,
917,,Spine,3,0,Image 1,1,1,100000000,610000005079,
123,,Spine,3,6,Image 1,3,1,100000003,610000005081,
11,,Spine,3,0,Image 1,1,1,100000002,610000005086,
240,,Spine,3,7,Image 1,3,1,100000003,610000005093,
100,,Spine,3,0,Image 1,1,1,100000002,610000005095,
460,,Spine,3,0,Image 1,1,1,100000000,610000005097,
77,,Spine,3,0,Image 1,1,1,100000000,610000005100,
154,,Spine,3,0,Image 1,1,1,100000001,610000005102,
53,,Spine,3,0,Image 1,1,1,100000002,610000005107,
69,,Spine,3,0,Image 1,1,1,100000002,610000005112,
