
Spine Terminal Pt Time
 ==================== 
Spine Terminal Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,12,4,1,100000001,610000004735,
0,s,Spine,4,3,1,100000003,610000004742,
0,s,Spine,4,3,1,100000003,610000004748,
0,s,Spine,6,2,1,100000001,610000004751,
0,s,Spine,,,1,,610000004753,
0,s,Spine,12,4,1,100000001,610000004767,
0,s,Spine,6,2,1,100000001,610000004771,
0,s,Spine,4,3,1,100000003,610000004775,
0,s,Spine,4,3,1,100000001,610000004777,
0,s,Spine,5,4,1,100000002,610000004780,
0,s,Spine,0,1,1,100000001,610000004783,
0,s,Spine,2,1,1,100000001,610000004788,
0,s,Spine,2,2,1,100000000,610000004791,
0,s,Spine,5,2,1,100000000,610000004793,
0,s,Spine,2,3,1,100000002,610000004796,
0,s,Spine,6,1,1,100000001,610000004799,
0,s,Spine,3,3,1,100000002,610000004802,
0,s,Spine,20,7,1,100000001,610000004805,
0,s,Spine,7,3,1,100000003,610000004807,
0,s,Spine,1,2,1,100000002,610000004809,
0,s,Spine,7,2,1,100000001,610000004815,
0,s,Spine,8,1,1,100000000,610000004818,
0,s,Spine,4,3,1,100000002,610000004820,
0,s,Spine,0,1,1,100000000,610000004824,
0,s,Spine,6,2,1,100000002,610000004827,
0,s,Spine,2,1,1,100000001,610000004830,
0,s,Spine,3,2,1,100000002,610000004832,
0,s,Spine,1,2,1,100000002,610000004834,
0,s,Spine,1,1,1,100000002,610000004837,
0,s,Spine,3,3,1,100000002,610000004839,
0,s,Spine,8,4,1,100000002,610000004842,
0,s,Spine,,,1,,610000004844,
0,s,Spine,5,1,1,100000001,610000004849,
0,s,Spine,10,5,1,100000003,610000004851,
0,s,Spine,6,5,1,100000003,610000004853,
0,s,Spine,6,3,1,100000003,610000004856,
0,s,Spine,,,1,,610000004858,
0,s,Spine,6,3,1,100000002,610000004864,
0,s,Spine,8,3,1,100000002,610000004868,
0,s,Spine,2,1,1,100000001,610000004871,
0,s,Spine,5,4,1,100000003,610000004874,
0,s,Spine,,,1,,610000004876,
0,s,Spine,3,3,1,100000002,610000004880,
0,s,Spine,9,3,1,100000002,610000004884,
0,s,Spine,0,1,1,100000002,610000004887,
0,s,Spine,19,6,1,100000001,610000004890,
0,s,Spine,5,4,1,100000002,610000004894,
0,s,Spine,0,1,1,100000002,610000004897,
0,s,Spine,2,2,1,100000002,610000004900,
