
Spine Terminal Pt Position X
 ==================== 
Spine Terminal Pt Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-87.4225,µm,Spine,Spine Terminal Pt Position,12,4,1,100000001,610000004735,
-66.1025,µm,Spine,Spine Terminal Pt Position,4,3,1,100000003,610000004742,
-66.2325,µm,Spine,Spine Terminal Pt Position,4,3,1,100000003,610000004748,
-92.0375,µm,Spine,Spine Terminal Pt Position,6,2,1,100000001,610000004751,
-80.1425,µm,Spine,Spine Terminal Pt Position,,,1,,610000004753,
-87.5237,µm,Spine,Spine Terminal Pt Position,12,4,1,100000001,610000004767,
-84.8875,µm,Spine,Spine Terminal Pt Position,6,2,1,100000001,610000004771,
-66.1942,µm,Spine,Spine Terminal Pt Position,4,3,1,100000003,610000004775,
-85.2125,µm,Spine,Spine Terminal Pt Position,4,3,1,100000001,610000004777,
-109.977,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000004780,
-86.3213,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000004783,
-84.0425,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000004788,
-90.5425,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000004791,
-90.0225,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000004793,
-104.712,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000004796,
-86.0575,µm,Spine,Spine Terminal Pt Position,6,1,1,100000001,610000004799,
-105.882,µm,Spine,Spine Terminal Pt Position,3,3,1,100000002,610000004802,
-95.8075,µm,Spine,Spine Terminal Pt Position,20,7,1,100000001,610000004805,
-67.2725,µm,Spine,Spine Terminal Pt Position,7,3,1,100000003,610000004807,
-101.657,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000004809,
-87.1262,µm,Spine,Spine Terminal Pt Position,7,2,1,100000001,610000004815,
-89.3075,µm,Spine,Spine Terminal Pt Position,8,1,1,100000000,610000004818,
-106.532,µm,Spine,Spine Terminal Pt Position,4,3,1,100000002,610000004820,
-88.7875,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004824,
-97.2375,µm,Spine,Spine Terminal Pt Position,6,2,1,100000002,610000004827,
-86.8375,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000004830,
-101.657,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000004832,
-101.983,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000004834,
-102.502,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000004837,
-105.882,µm,Spine,Spine Terminal Pt Position,3,3,1,100000002,610000004839,
-101.749,µm,Spine,Spine Terminal Pt Position,8,4,1,100000002,610000004842,
-107.767,µm,Spine,Spine Terminal Pt Position,,,1,,610000004844,
-83.8475,µm,Spine,Spine Terminal Pt Position,5,1,1,100000001,610000004849,
-72.2125,µm,Spine,Spine Terminal Pt Position,10,5,1,100000003,610000004851,
-63.0475,µm,Spine,Spine Terminal Pt Position,6,5,1,100000003,610000004853,
-67.5325,µm,Spine,Spine Terminal Pt Position,6,3,1,100000003,610000004856,
-86.5775,µm,Spine,Spine Terminal Pt Position,,,1,,610000004858,
-109.267,µm,Spine,Spine Terminal Pt Position,6,3,1,100000002,610000004864,
-110.367,µm,Spine,Spine Terminal Pt Position,8,3,1,100000002,610000004868,
-83.7825,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000004871,
-68.3125,µm,Spine,Spine Terminal Pt Position,5,4,1,100000003,610000004874,
-107.442,µm,Spine,Spine Terminal Pt Position,,,1,,610000004876,
-105.622,µm,Spine,Spine Terminal Pt Position,3,3,1,100000002,610000004880,
-110.107,µm,Spine,Spine Terminal Pt Position,9,3,1,100000002,610000004884,
-107.832,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004887,
-93.5975,µm,Spine,Spine Terminal Pt Position,19,6,1,100000001,610000004890,
-97.5625,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000004894,
-108.872,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004897,
-102.957,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000004900,
-105.8,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004905,
-69.8725,µm,Spine,Spine Terminal Pt Position,9,6,1,100000003,610000004909,
-86.9025,µm,Spine,Spine Terminal Pt Position,,,1,,610000004911,
-83.3925,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000004916,
-88.3975,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004919,
-108.937,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004923,
-89.8925,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004927,
-104.583,µm,Spine,Spine Terminal Pt Position,4,2,1,100000002,610000004933,
-68.3775,µm,Spine,Spine Terminal Pt Position,6,3,1,100000003,610000004936,
-98.1475,µm,Spine,Spine Terminal Pt Position,7,4,1,100000002,610000004938,
-94.1175,µm,Spine,Spine Terminal Pt Position,18,6,1,100000001,610000004949,
-89.3075,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000004953,
-88.8525,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000004962,
-108.742,µm,Spine,Spine Terminal Pt Position,,,1,,610000004964,
-107.572,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004970,
-68.5075,µm,Spine,Spine Terminal Pt Position,6,3,1,100000003,610000004972,
-107.897,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004974,
-94.8325,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000004976,
-88.5925,µm,Spine,Spine Terminal Pt Position,13,4,1,100000001,610000004978,
-66.3625,µm,Spine,Spine Terminal Pt Position,4,3,1,100000003,610000004981,
-69.4175,µm,Spine,Spine Terminal Pt Position,8,5,1,100000003,610000004984,
-108.872,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000004989,
-108.482,µm,Spine,Spine Terminal Pt Position,,,1,,610000004995,
-106.272,µm,Spine,Spine Terminal Pt Position,4,3,1,100000002,610000005002,
-83.5875,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000005005,
-62.3975,µm,Spine,Spine Terminal Pt Position,6,5,1,100000003,610000005007,
-109.327,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000005015,
-83.8475,µm,Spine,Spine Terminal Pt Position,5,1,1,100000001,610000005017,
-103.574,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000005038,
-107.572,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000005043,
-68.3125,µm,Spine,Spine Terminal Pt Position,6,3,1,100000003,610000005045,
-97.5625,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000005062,
-110.367,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000005073,
-68.1275,µm,Spine,Spine Terminal Pt Position,6,3,1,100000003,610000005081,
-68.1825,µm,Spine,Spine Terminal Pt Position,7,3,1,100000003,610000005093,
-82.8228,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000005322,
-102.826,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005322,
-96.0025,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000005322,
-82.8075,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000005323,
-63.3041,µm,Spine,Spine Terminal Pt Position,7,6,1,,610000005323,
-102.177,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000005323,
-95.8725,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000005323,
-101.657,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000005324,
-95.2799,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000005324,
-62.7875,µm,Spine,Spine Terminal Pt Position,7,5,1,,610000005324,
-90.4946,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000005325,
-85.4075,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000005325,
-99.1875,µm,Spine,Spine Terminal Pt Position,4,4,1,,610000005325,
-62.747,µm,Spine,Spine Terminal Pt Position,7,5,1,,610000005325,
-92.6225,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000005326,
-62.3325,µm,Spine,Spine Terminal Pt Position,6,5,1,,610000005326,
-85.8005,µm,Spine,Spine Terminal Pt Position,6,1,1,,610000005326,
-89.2827,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005327,
-100.828,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000005327,
-66.4925,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000005327,
-87.4225,µm,Spine,Spine Terminal Pt Position,9,2,1,,610000005327,
-89.8275,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000005328,
-101.462,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000005328,
-67.8664,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000005328,
-86.1225,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000005328,
-97.9525,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000005329,
-86.1225,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000005329,
-89.1704,µm,Spine,Spine Terminal Pt Position,7,1,1,,610000005329,
-69.6125,µm,Spine,Spine Terminal Pt Position,8,5,1,,610000005329,
-98.1475,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000005330,
-88.1375,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000005330,
-89.3725,µm,Spine,Spine Terminal Pt Position,7,1,1,,610000005330,
-71.1725,µm,Spine,Spine Terminal Pt Position,11,4,1,,610000005330,
-104.597,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000005331,
-89.0442,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000005331,
-88.2025,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000005331,
-71.3025,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000005331,
-88.8961,µm,Spine,Spine Terminal Pt Position,6,1,1,,610000005332,
-101.728,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000005332,
-70.0148,µm,Spine,Spine Terminal Pt Position,9,4,1,,610000005332,
-88.1375,µm,Spine,Spine Terminal Pt Position,13,4,1,,610000005332,
-89.8275,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000005333,
-101.928,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000005333,
-70.7005,µm,Spine,Spine Terminal Pt Position,11,5,1,,610000005333,
