
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
8.23023,,Surface,3,Image 1,1,0,
2.13402,,Surface,3,Image 1,1,1,
2.92955,,Surface,3,Image 1,1,2,
1.85998,,Surface,3,Image 1,1,3,
