
Segment Branching Angle
 ==================== 
Segment Branching Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
11.0684,°,Segment,13,8,1,100000003,510000000039,
17.8788,°,Segment,12,7,1,100000003,510000000047,
16.6313,°,Segment,9,5,1,100000003,510000000075,
14.7986,°,Segment,8,4,1,100000003,510000000086,
8.14647,°,Segment,7,4,1,100000003,510000000091,
13.4724,°,Segment,6,4,1,100000003,510000000106,
13.3293,°,Segment,5,3,1,100000003,510000000108,
6.72683,°,Segment,4,3,1,100000003,510000000135,
50.8465,°,Segment,3,3,1,100000003,510000000183,
4.73268,°,Segment,2,3,1,100000003,510000000193,
1.90536,°,Segment,1,2,1,100000003,510000000195,
0,°,Segment,0,1,1,100000003,510000000227,
79.9209,°,Segment,13,7,1,100000003,510000000251,
100.166,°,Segment,10,6,1,100000003,510000000275,
106.73,°,Segment,11,5,1,100000003,510000000291,
80.1325,°,Segment,12,6,1,100000003,510000000293,
34.9086,°,Segment,18,7,1,100000001,510000000305,
40.3869,°,Segment,17,6,1,100000001,510000000323,
15.3167,°,Segment,16,5,1,100000001,510000000341,
20.861,°,Segment,15,5,1,100000001,510000000359,
9.27553,°,Segment,14,5,1,100000001,510000000364,
48.9724,°,Segment,13,4,1,100000001,510000000383,
7.4523,°,Segment,12,4,1,100000001,510000000404,
27.1271,°,Segment,11,4,1,100000001,510000000415,
30.0787,°,Segment,9,3,1,100000001,510000000444,
24.8814,°,Segment,7,2,1,100000001,510000000452,
12.9746,°,Segment,6,1,1,100000001,510000000477,
5.28242,°,Segment,5,1,1,100000001,510000000487,
23.8418,°,Segment,4,1,1,100000001,510000000494,
14.899,°,Segment,3,1,1,100000001,510000000497,
7.24949,°,Segment,2,1,1,100000001,510000000507,
6.77071,°,Segment,1,1,1,100000001,510000000509,
0,°,Segment,0,1,1,100000001,510000000520,
53.7176,°,Segment,20,8,1,100000001,510000000562,
2.94151,°,Segment,19,7,1,100000001,510000000572,
33.2932,°,Segment,18,6,1,100000001,510000000576,
1.54091,°,Segment,21,7,1,100000001,510000000578,
39.4486,°,Segment,20,7,1,100000001,510000000608,
82.7976,°,Segment,19,6,1,100000001,510000000613,
98.1509,°,Segment,17,5,1,100000001,510000000628,
82.9188,°,Segment,17,6,1,100000001,510000000631,
21.5519,°,Segment,18,7,1,100000001,510000000637,
34.6404,°,Segment,17,6,1,100000001,510000000668,
74.6973,°,Segment,16,6,1,100000001,510000000675,
0.908491,°,Segment,19,6,1,100000001,510000000704,
89.6589,°,Segment,19,7,1,100000001,510000000708,
10.3692,°,Segment,18,7,1,100000001,510000000722,
81.9317,°,Segment,17,7,1,100000001,510000000729,
15.8615,°,Segment,7,3,1,100000001,510000000735,
6.78602,°,Segment,6,2,1,100000001,510000000764,
8.16979,°,Segment,5,2,1,100000001,510000000778,
2.73824,°,Segment,4,2,1,100000001,510000000794,
13.8895,°,Segment,3,2,1,100000001,510000000811,
20.3717,°,Segment,2,2,1,100000001,510000000838,
9.181,°,Segment,1,2,1,100000001,510000000867,
0,°,Segment,0,1,1,100000001,510000000934,
75.4528,°,Segment,7,2,1,100000001,510000000936,
82.6966,°,Segment,6,3,1,100000001,510000000940,
79.9135,°,Segment,5,3,1,100000001,510000000943,
70.1145,°,Segment,4,3,1,100000001,510000000947,
18.5724,°,Segment,6,3,1,100000002,510000000958,
23.2369,°,Segment,5,3,1,100000002,510000000961,
7.34566,°,Segment,4,3,1,100000002,510000000968,
10.0882,°,Segment,3,3,1,100000002,510000000991,
33.1177,°,Segment,2,3,1,100000002,510000001028,
30.8597,°,Segment,1,2,1,100000002,510000001032,
0,°,Segment,0,1,1,100000002,510000001059,
63.6416,°,Segment,5,4,1,100000002,510000001122,
27.7876,°,Segment,7,4,1,100000002,510000001130,
50.2083,°,Segment,6,4,1,100000002,510000001133,
55.1148,°,Segment,7,5,1,100000002,510000001135,
42.8267,°,Segment,5,5,1,100000002,510000001138,
104.286,°,Segment,4,4,1,100000002,510000001145,
84.7824,°,Segment,4,4,1,100000002,510000001148,
73.3665,°,Segment,3,4,1,100000002,510000001152,
9.69911,°,Segment,4,3,1,100000002,510000001195,
3.26908,°,Segment,3,3,1,100000002,510000001205,
60.5104,°,Segment,2,3,1,100000002,510000001219,
45.2362,°,Segment,5,5,1,100000002,510000001225,
71.9331,°,Segment,4,4,1,100000002,510000001235,
63.2461,°,Segment,5,4,1,100000002,510000001239,
68.3589,°,Segment,3,4,1,100000002,510000001241,
71.8218,°,Segment,1,1,1,100000002,510000001246,
85.1662,°,Segment,2,2,1,100000002,510000001248,
12.6554,°,Segment,12,5,1,100000002,510000001260,
16.2876,°,Segment,11,4,1,100000002,510000001267,
5.04127,°,Segment,10,4,1,100000002,510000001273,
9.78978,°,Segment,9,3,1,100000002,510000001283,
21.8271,°,Segment,8,3,1,100000002,510000001286,
1.70088,°,Segment,7,3,1,100000002,510000001290,
11.9085,°,Segment,6,3,1,100000002,510000001306,
5.16547,°,Segment,5,3,1,100000002,510000001321,
5.26894,°,Segment,4,3,1,100000002,510000001323,
14.5806,°,Segment,3,3,1,100000002,510000001356,
30.6179,°,Segment,2,3,1,100000002,510000001377,
8.49288,°,Segment,1,2,1,100000002,510000001410,
0,°,Segment,0,1,1,100000002,510000001425,
67.1302,°,Segment,12,4,1,100000002,510000001442,
64.7073,°,Segment,11,5,1,100000002,510000001449,
89.9478,°,Segment,10,3,1,100000002,510000001453,
98.571,°,Segment,6,4,1,100000002,510000001493,
67.9671,°,Segment,8,4,1,100000002,510000001506,
92.3805,°,Segment,7,4,1,100000002,510000001519,
90.7877,°,Segment,5,4,1,100000002,510000001522,
99.111,°,Segment,4,4,1,100000002,510000001524,
73.5009,°,Segment,3,4,1,100000002,510000001537,
39.7557,°,Segment,13,5,1,100000001,510000001571,
68.0696,°,Segment,14,4,1,100000001,510000001576,
100.41,°,Segment,12,5,1,100000001,510000001616,
44.224,°,Segment,6,5,1,100000002,510000001625,
17.0486,°,Segment,5,4,1,100000002,510000001647,
35.6518,°,Segment,4,3,1,100000002,510000001703,
11.1704,°,Segment,3,2,1,100000002,510000001712,
7.06078,°,Segment,2,2,1,100000002,510000001747,
16.8833,°,Segment,1,1,1,100000002,510000001776,
0,°,Segment,0,1,1,100000002,510000001819,
73.0531,°,Segment,6,4,1,100000002,510000001824,
85.7374,°,Segment,5,3,1,100000002,510000001846,
27.9997,°,Segment,6,2,1,100000002,510000001899,
21.1646,°,Segment,5,1,1,100000002,510000001908,
1.18746,°,Segment,4,1,1,100000002,510000001922,
17.9715,°,Segment,3,1,1,100000002,510000001930,
88.8338,°,Segment,2,1,1,100000002,510000001932,
22.1987,°,Segment,9,4,1,100000002,510000001934,
30.0564,°,Segment,8,4,1,100000002,510000001936,
33.8289,°,Segment,6,3,1,100000002,510000001944,
28.6451,°,Segment,5,2,1,100000002,510000001960,
94.583,°,Segment,4,2,1,100000002,510000001980,
66.3227,°,Segment,8,5,1,100000002,510000001984,
51.0901,°,Segment,7,3,1,100000002,510000001988,
1.25694,°,Segment,8,3,1,100000002,510000001999,
31.8389,°,Segment,7,3,1,100000002,510000002005,
82.8735,°,Segment,7,2,1,100000002,510000002015,
12.3525,°,Segment,6,3,1,100000002,510000002031,
91.9202,°,Segment,4,2,1,100000002,510000002047,
94.1104,°,Segment,5,2,1,100000002,510000002058,
