
Spine Part Max Diameter
 ==================== 
Spine Part Max Diameter Ground,Spine Part Max Diameter Head,Spine Part Max Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.53759,0.1625,0.738107,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004765,
0.451228,0.179377,0.230007,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004783,
0.455681,0.185352,0.191064,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004824,
0.26116,0.1859,0.238277,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004846,
0.306377,0.679225,0.491264,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004862,
0.634597,0.449711,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004877,
0.565879,0.25878,0.307171,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004887,
0.318896,0.217045,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004897,
0.752097,0.318981,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004905,
0.266096,0.608025,0.416959,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004913,
0.606544,0.340593,0.384668,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000004916,
0.335156,0.325,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004919,
0.340352,0.31357,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004923,
0.533104,0.257715,0.406536,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004927,
0.1625,0.210642,0.176876,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004931,
0.268276,0.337308,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004941,
0.1625,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004946,
0.220237,0.209155,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004951,
0.1625,0.210642,0.176876,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004959,
0.522168,0.179758,0.327154,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000004962,
0.236794,0.606758,0.392884,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004966,
0.554829,0.1625,0.184717,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004970,
0.32077,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004974,
0.394137,0.199327,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004989,
0.359171,0.213654,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004991,
0.213281,0.606758,0.392884,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000004997,
0.548437,0.487968,0.861981,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005000,
0.583072,0.419669,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005010,
0.48623,0.557324,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005015,
0.84043,0.84043,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005019,
0.337308,0.337308,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005028,
0.327539,0.244385,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005032,
0.554829,0.491556,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005043,
0.295619,0.295619,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005050,
0.696304,0.696304,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005054,
0.494324,0.494324,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005056,
0.679561,0.674391,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005064,
0.538281,0.507019,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005068,
0.487557,0.24375,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005073,
0.887203,0.654398,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005079,
0.1625,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005086,
0.375781,0.375781,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005095,
0.658569,0.658569,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005097,
0.368164,0.270522,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005100,
0.441755,0.433603,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005102,
0.311146,0.307227,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005107,
0.355469,0.355469,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005112,
0.645001,0.327225,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005118,
0.359336,0.359336,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005122,
0.524824,0.524824,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005135,
0.325,0.325,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005137,
0.481542,0.481542,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005142,
0.335156,0.335156,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005184,
0.455681,0.256126,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005185,
0.426574,0.285911,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000005198,
0.330019,0.25701,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005220,
0.493329,0.493329,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005222,
0.487911,0.182843,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000005223,
0.339869,0.253894,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005232,
0.356726,0.24375,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005244,
0.6099,0.341312,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005245,
0.6099,0.492459,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005246,
0.609355,0.609355,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005247,
0.320112,0.1625,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005282,
0.32077,0.241383,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005283,
0.319291,0.268111,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005284,
0.31784,0.216444,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005285,
0.341183,0.341183,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005286,
0.292994,0.292994,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005287,
0.398636,0.398636,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005288,
0.379858,0.379858,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005289,
0.468746,0.468746,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005290,
0.394137,0.280658,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005291,
0.333537,0.289453,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000002,610000005304,
0.337032,0.241605,0,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000005319,
0.447557,0.220427,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000004837,
0.45816,0.21901,0,µm,Spine,Spine Part Max Diameter,1,1,1,100000002,610000005231,
0.315589,0.232539,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000004809,
0.338066,0.1625,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000004834,
0.40629,0.268862,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000005183,
0.41106,0.236451,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000005197,
0.48629,0.309766,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000005212,
0.550956,0.389479,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000005213,
0.29697,0.187361,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000005216,
0.342382,0.187891,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000005217,
0.324022,0.253151,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000005230,
0.461691,0.36034,0,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000005276,
0.37408,0.267904,0,µm,Spine,Spine Part Max Diameter,10,4,1,100000003,610000005310,
0.322383,0.194403,0,µm,Spine,Spine Part Max Diameter,10,5,1,100000003,610000004851,
0.500443,0.1625,0,µm,Spine,Spine Part Max Diameter,11,4,1,100000003,610000005309,
0.347494,0.257614,0,µm,Spine,Spine Part Max Diameter,11,5,1,100000003,610000005306,
0.276716,0.24375,0,µm,Spine,Spine Part Max Diameter,11,5,1,100000003,610000005307,
0.299651,0.165127,0,µm,Spine,Spine Part Max Diameter,11,5,1,100000003,610000005308,
0.283798,0.1625,0.172656,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000004735,
0.283798,0.172656,0,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000004767,
0.174463,0.1625,0,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000005204,
0.183973,0.183973,0,µm,Spine,Spine Part Max Diameter,12,4,1,100000001,610000005205,
0.289509,0.273545,0,µm,Spine,Spine Part Max Diameter,12,7,1,100000003,610000005305,
0.401289,0.321415,0,µm,Spine,Spine Part Max Diameter,13,4,1,100000001,610000004978,
0.290017,0.25958,0,µm,Spine,Spine Part Max Diameter,13,4,1,100000001,610000005203,
0.442696,0.306317,0,µm,Spine,Spine Part Max Diameter,18,6,1,100000001,610000004949,
0.305815,0.266877,0.24375,µm,Spine,Spine Part Max Diameter,19,6,1,100000001,610000004890,
0.282083,0.264062,0,µm,Spine,Spine Part Max Diameter,19,6,1,100000001,610000005202,
0.588229,0.207953,0.305521,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000004788,
0.520247,0.241211,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000004830,
0.500266,0.305013,0.357772,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000004871,
0.500266,0.357772,0,µm,Spine,Spine Part Max Diameter,2,1,1,100000001,610000005005,
0.356918,0.203752,0.305351,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000004791,
0.374692,0.279001,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000004900,
0.370898,0.223437,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000005038,
0.274036,0.189913,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000005215,
0.318263,0.176334,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000005219,
0.366153,0.310928,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000005239,
0.336013,0.336013,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000002,610000005240,
0.350511,0.238107,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000005320,
0.267041,0.24375,0,µm,Spine,Spine Part Max Diameter,2,2,1,100000003,610000005321,
0.343331,0.1625,0.1625,µm,Spine,Spine Part Max Diameter,2,3,1,100000002,610000004796,
0.330047,0.229094,0,µm,Spine,Spine Part Max Diameter,2,3,1,100000002,610000005228,
0.368699,0.368699,0,µm,Spine,Spine Part Max Diameter,2,3,1,100000002,610000005229,
0.274219,0.274219,0,µm,Spine,Spine Part Max Diameter,2,3,1,100000002,610000005267,
0.21587,0.19043,0,µm,Spine,Spine Part Max Diameter,2,3,1,100000002,610000005268,
0.371008,0.209208,0.219472,µm,Spine,Spine Part Max Diameter,20,7,1,100000001,610000004805,
0.456874,0.456874,0,µm,Spine,Spine Part Max Diameter,3,1,1,100000000,610000005196,
0.320129,0.1625,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000004832,
0.375781,0.375781,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000000,610000005189,
0.261338,0.202687,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000001,610000005214,
0.314544,0.278748,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000005237,
0.347234,0.20032,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000005243,
0.34454,0.218468,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000005279,
0.396094,0.396094,0,µm,Spine,Spine Part Max Diameter,3,2,1,100000002,610000005280,
0.430471,0.1625,0.187891,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000004802,
0.430471,0.187891,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000004839,
0.439702,0.238668,0.242479,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000004880,
0.258685,0.172656,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000000,610000005179,
0.361684,0.240135,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000005225,
0.412153,0.412153,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000005227,
0.26148,0.210282,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000005238,
0.415922,0.360269,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000005265,
0.447683,0.374943,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000005266,
0.246159,0.203125,0,µm,Spine,Spine Part Max Diameter,3,3,1,100000002,610000005281,
