
Filament Segment Length (sum)
 ==================== 
Filament Segment Length (sum),Unit,Category,Time,ID,
54.6212,µm,Filament,1,100000000,
117.877,µm,Filament,1,100000001,
144.937,µm,Filament,1,100000002,
76.7528,µm,Filament,1,100000003,
