
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.27568,,Soma,1,100000000,800000000,
0.500247,,Soma,1,100000001,800000001,
0.417825,,Soma,1,100000002,800000002,
0.114763,,Soma,1,100000003,800000003,
