
Segment Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
30.9713,,Segment,2,13,Image 1,8,1,100000003,510000000039,
36.9375,,Segment,2,12,Image 1,7,1,100000003,510000000047,
47.4931,,Segment,2,9,Image 1,5,1,100000003,510000000075,
40.865,,Segment,2,8,Image 1,4,1,100000003,510000000086,
24.2978,,Segment,2,7,Image 1,4,1,100000003,510000000091,
43.6678,,Segment,2,6,Image 1,4,1,100000003,510000000106,
46.4847,,Segment,2,5,Image 1,3,1,100000003,510000000108,
47.2005,,Segment,2,4,Image 1,3,1,100000003,510000000135,
32.567,,Segment,2,3,Image 1,3,1,100000003,510000000183,
11.7296,,Segment,2,2,Image 1,3,1,100000003,510000000193,
11.9825,,Segment,2,1,Image 1,2,1,100000003,510000000195,
25.3214,,Segment,2,0,Image 1,1,1,100000003,510000000227,
34.6321,,Segment,2,13,Image 1,7,1,100000003,510000000251,
38.6701,,Segment,2,10,Image 1,6,1,100000003,510000000275,
34.2808,,Segment,2,11,Image 1,5,1,100000003,510000000291,
38.2169,,Segment,2,12,Image 1,6,1,100000003,510000000293,
29.6698,,Segment,2,18,Image 1,7,1,100000001,510000000305,
30.2396,,Segment,2,17,Image 1,6,1,100000001,510000000323,
44.234,,Segment,2,16,Image 1,5,1,100000001,510000000341,
40.9713,,Segment,2,15,Image 1,5,1,100000001,510000000359,
44.0644,,Segment,2,14,Image 1,5,1,100000001,510000000364,
38.4115,,Segment,2,13,Image 1,4,1,100000001,510000000383,
31.9214,,Segment,2,12,Image 1,4,1,100000001,510000000404,
32.0602,,Segment,2,11,Image 1,4,1,100000001,510000000415,
35.7221,,Segment,2,9,Image 1,3,1,100000001,510000000444,
40.3995,,Segment,2,7,Image 1,2,1,100000001,510000000452,
34.8225,,Segment,2,6,Image 1,1,1,100000001,510000000477,
33.5555,,Segment,2,5,Image 1,1,1,100000001,510000000487,
55.0609,,Segment,2,4,Image 1,1,1,100000001,510000000494,
43.4519,,Segment,2,3,Image 1,1,1,100000001,510000000497,
41.0251,,Segment,2,2,Image 1,1,1,100000001,510000000507,
40.8144,,Segment,2,1,Image 1,1,1,100000001,510000000509,
42.3653,,Segment,2,0,Image 1,1,1,100000001,510000000520,
44.1276,,Segment,2,20,Image 1,8,1,100000001,510000000562,
37.3507,,Segment,2,19,Image 1,7,1,100000001,510000000572,
32.88,,Segment,2,18,Image 1,6,1,100000001,510000000576,
34.363,,Segment,2,21,Image 1,7,1,100000001,510000000578,
36.0808,,Segment,2,20,Image 1,7,1,100000001,510000000608,
34.2851,,Segment,2,19,Image 1,6,1,100000001,510000000613,
22.0986,,Segment,2,17,Image 1,5,1,100000001,510000000628,
19.9402,,Segment,2,17,Image 1,6,1,100000001,510000000631,
19.7292,,Segment,2,18,Image 1,7,1,100000001,510000000637,
20.865,,Segment,2,17,Image 1,6,1,100000001,510000000668,
47.9178,,Segment,2,16,Image 1,6,1,100000001,510000000675,
25.7892,,Segment,2,19,Image 1,6,1,100000001,510000000704,
25.1096,,Segment,2,19,Image 1,7,1,100000001,510000000708,
22.3186,,Segment,2,18,Image 1,7,1,100000001,510000000722,
19.6555,,Segment,2,17,Image 1,7,1,100000001,510000000729,
33.9084,,Segment,2,7,Image 1,3,1,100000001,510000000735,
21.5846,,Segment,2,6,Image 1,2,1,100000001,510000000764,
46.8842,,Segment,2,5,Image 1,2,1,100000001,510000000778,
40.3954,,Segment,2,4,Image 1,2,1,100000001,510000000794,
30.8601,,Segment,2,3,Image 1,2,1,100000001,510000000811,
26.8077,,Segment,2,2,Image 1,2,1,100000001,510000000838,
36.9022,,Segment,2,1,Image 1,2,1,100000001,510000000867,
36.8805,,Segment,2,0,Image 1,1,1,100000001,510000000934,
12.8199,,Segment,2,7,Image 1,2,1,100000001,510000000936,
22.1207,,Segment,2,6,Image 1,3,1,100000001,510000000940,
53.6669,,Segment,2,5,Image 1,3,1,100000001,510000000943,
27.7663,,Segment,2,4,Image 1,3,1,100000001,510000000947,
29.2736,,Segment,2,6,Image 1,3,1,100000002,510000000958,
31.8097,,Segment,2,5,Image 1,3,1,100000002,510000000961,
29.3226,,Segment,2,4,Image 1,3,1,100000002,510000000968,
25.0596,,Segment,2,3,Image 1,3,1,100000002,510000000991,
37.475,,Segment,2,2,Image 1,3,1,100000002,510000001028,
49.0763,,Segment,2,1,Image 1,2,1,100000002,510000001032,
56.196,,Segment,2,0,Image 1,1,1,100000002,510000001059,
28.6103,,Segment,2,5,Image 1,4,1,100000002,510000001122,
