
Segment Intensity Mean Ch=2 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
36.4435,,Segment,2,13,Image 1,8,1,100000003,510000000039,
84.9879,,Segment,2,12,Image 1,7,1,100000003,510000000047,
48.0654,,Segment,2,9,Image 1,5,1,100000003,510000000075,
82.865,,Segment,2,8,Image 1,4,1,100000003,510000000086,
47.8878,,Segment,2,7,Image 1,4,1,100000003,510000000091,
71.4715,,Segment,2,6,Image 1,4,1,100000003,510000000106,
104.769,,Segment,2,5,Image 1,3,1,100000003,510000000108,
97.9174,,Segment,2,4,Image 1,3,1,100000003,510000000135,
45.2354,,Segment,2,3,Image 1,3,1,100000003,510000000183,
44.5111,,Segment,2,2,Image 1,3,1,100000003,510000000193,
55.4444,,Segment,2,1,Image 1,2,1,100000003,510000000195,
53.3571,,Segment,2,0,Image 1,1,1,100000003,510000000227,
46.7296,,Segment,2,13,Image 1,7,1,100000003,510000000251,
64.6689,,Segment,2,10,Image 1,6,1,100000003,510000000275,
64.9536,,Segment,2,11,Image 1,5,1,100000003,510000000291,
50.0156,,Segment,2,12,Image 1,6,1,100000003,510000000293,
45.6754,,Segment,2,18,Image 1,7,1,100000001,510000000305,
48.4756,,Segment,2,17,Image 1,6,1,100000001,510000000323,
51.3129,,Segment,2,16,Image 1,5,1,100000001,510000000341,
62.2492,,Segment,2,15,Image 1,5,1,100000001,510000000359,
69.854,,Segment,2,14,Image 1,5,1,100000001,510000000364,
59.7277,,Segment,2,13,Image 1,4,1,100000001,510000000383,
61.1308,,Segment,2,12,Image 1,4,1,100000001,510000000404,
29.1122,,Segment,2,11,Image 1,4,1,100000001,510000000415,
59.7869,,Segment,2,9,Image 1,3,1,100000001,510000000444,
62.9545,,Segment,2,7,Image 1,2,1,100000001,510000000452,
72.224,,Segment,2,6,Image 1,1,1,100000001,510000000477,
81.9075,,Segment,2,5,Image 1,1,1,100000001,510000000487,
95.1541,,Segment,2,4,Image 1,1,1,100000001,510000000494,
123.705,,Segment,2,3,Image 1,1,1,100000001,510000000497,
109.572,,Segment,2,2,Image 1,1,1,100000001,510000000507,
108.882,,Segment,2,1,Image 1,1,1,100000001,510000000509,
96.8782,,Segment,2,0,Image 1,1,1,100000001,510000000520,
58.7389,,Segment,2,20,Image 1,8,1,100000001,510000000562,
79.4887,,Segment,2,19,Image 1,7,1,100000001,510000000572,
76.8462,,Segment,2,18,Image 1,6,1,100000001,510000000576,
70.3571,,Segment,2,21,Image 1,7,1,100000001,510000000578,
76.1382,,Segment,2,20,Image 1,7,1,100000001,510000000608,
42.9969,,Segment,2,19,Image 1,6,1,100000001,510000000613,
39.2852,,Segment,2,17,Image 1,5,1,100000001,510000000628,
33.5583,,Segment,2,17,Image 1,6,1,100000001,510000000631,
31.4091,,Segment,2,18,Image 1,7,1,100000001,510000000637,
39.3976,,Segment,2,17,Image 1,6,1,100000001,510000000668,
61.8527,,Segment,2,16,Image 1,6,1,100000001,510000000675,
44.67,,Segment,2,19,Image 1,6,1,100000001,510000000704,
27.6818,,Segment,2,19,Image 1,7,1,100000001,510000000708,
36.716,,Segment,2,18,Image 1,7,1,100000001,510000000722,
40.0796,,Segment,2,17,Image 1,7,1,100000001,510000000729,
34.4815,,Segment,2,7,Image 1,3,1,100000001,510000000735,
33.4889,,Segment,2,6,Image 1,2,1,100000001,510000000764,
72.2959,,Segment,2,5,Image 1,2,1,100000001,510000000778,
76.9184,,Segment,2,4,Image 1,2,1,100000001,510000000794,
61.3571,,Segment,2,3,Image 1,2,1,100000001,510000000811,
40.2068,,Segment,2,2,Image 1,2,1,100000001,510000000838,
51.9536,,Segment,2,1,Image 1,2,1,100000001,510000000867,
71.599,,Segment,2,0,Image 1,1,1,100000001,510000000934,
23.3056,,Segment,2,7,Image 1,2,1,100000001,510000000936,
25.7895,,Segment,2,6,Image 1,3,1,100000001,510000000940,
77.5957,,Segment,2,5,Image 1,3,1,100000001,510000000943,
38.1875,,Segment,2,4,Image 1,3,1,100000001,510000000947,
55.13,,Segment,2,6,Image 1,3,1,100000002,510000000958,
66.995,,Segment,2,5,Image 1,3,1,100000002,510000000961,
54.3529,,Segment,2,4,Image 1,3,1,100000002,510000000968,
48.6865,,Segment,2,3,Image 1,3,1,100000002,510000000991,
60.1431,,Segment,2,2,Image 1,3,1,100000002,510000001028,
65.5294,,Segment,2,1,Image 1,2,1,100000002,510000001032,
90.3582,,Segment,2,0,Image 1,1,1,100000002,510000001059,
49.6643,,Segment,2,5,Image 1,4,1,100000002,510000001122,
52.8151,,Segment,2,7,Image 1,4,1,100000002,510000001130,
66.8583,,Segment,2,6,Image 1,4,1,100000002,510000001133,
53.5323,,Segment,2,7,Image 1,5,1,100000002,510000001135,
57.6098,,Segment,2,5,Image 1,5,1,100000002,510000001138,
40.4834,,Segment,2,4,Image 1,4,1,100000002,510000001145,
41.5876,,Segment,2,4,Image 1,4,1,100000002,510000001148,
37.9067,,Segment,2,3,Image 1,4,1,100000002,510000001152,
93.4112,,Segment,2,4,Image 1,3,1,100000002,510000001195,
95.5611,,Segment,2,3,Image 1,3,1,100000002,510000001205,
71.9635,,Segment,2,2,Image 1,3,1,100000002,510000001219,
69.1702,,Segment,2,5,Image 1,5,1,100000002,510000001225,
79.2488,,Segment,2,4,Image 1,4,1,100000002,510000001235,
74.4538,,Segment,2,5,Image 1,4,1,100000002,510000001239,
66.8936,,Segment,2,3,Image 1,4,1,100000002,510000001241,
40.1482,,Segment,2,1,Image 1,1,1,100000002,510000001246,
68.9588,,Segment,2,2,Image 1,2,1,100000002,510000001248,
23.4634,,Segment,2,12,Image 1,5,1,100000002,510000001260,
46.2432,,Segment,2,11,Image 1,4,1,100000002,510000001267,
46.7974,,Segment,2,10,Image 1,4,1,100000002,510000001273,
56.0446,,Segment,2,9,Image 1,3,1,100000002,510000001283,
73.732,,Segment,2,8,Image 1,3,1,100000002,510000001286,
69.4641,,Segment,2,7,Image 1,3,1,100000002,510000001290,
76.274,,Segment,2,6,Image 1,3,1,100000002,510000001306,
70.3747,,Segment,2,5,Image 1,3,1,100000002,510000001321,
84.5753,,Segment,2,4,Image 1,3,1,100000002,510000001323,
79.1738,,Segment,2,3,Image 1,3,1,100000002,510000001356,
68.4127,,Segment,2,2,Image 1,3,1,100000002,510000001377,
97.834,,Segment,2,1,Image 1,2,1,100000002,510000001410,
121.347,,Segment,2,0,Image 1,1,1,100000002,510000001425,
21.7797,,Segment,2,12,Image 1,4,1,100000002,510000001442,
42.3545,,Segment,2,11,Image 1,5,1,100000002,510000001449,
