
Segment Intensity Min Ch=2 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,2,13,Image 1,8,1,100000003,510000000039,
6,,Segment,2,12,Image 1,7,1,100000003,510000000047,
0,,Segment,2,9,Image 1,5,1,100000003,510000000075,
10,,Segment,2,8,Image 1,4,1,100000003,510000000086,
7,,Segment,2,7,Image 1,4,1,100000003,510000000091,
4,,Segment,2,6,Image 1,4,1,100000003,510000000106,
16,,Segment,2,5,Image 1,3,1,100000003,510000000108,
8,,Segment,2,4,Image 1,3,1,100000003,510000000135,
7,,Segment,2,3,Image 1,3,1,100000003,510000000183,
16,,Segment,2,2,Image 1,3,1,100000003,510000000193,
27,,Segment,2,1,Image 1,2,1,100000003,510000000195,
10,,Segment,2,0,Image 1,1,1,100000003,510000000227,
1,,Segment,2,13,Image 1,7,1,100000003,510000000251,
6,,Segment,2,10,Image 1,6,1,100000003,510000000275,
7,,Segment,2,11,Image 1,5,1,100000003,510000000291,
4,,Segment,2,12,Image 1,6,1,100000003,510000000293,
7,,Segment,2,18,Image 1,7,1,100000001,510000000305,
2,,Segment,2,17,Image 1,6,1,100000001,510000000323,
0,,Segment,2,16,Image 1,5,1,100000001,510000000341,
4,,Segment,2,15,Image 1,5,1,100000001,510000000359,
7,,Segment,2,14,Image 1,5,1,100000001,510000000364,
2,,Segment,2,13,Image 1,4,1,100000001,510000000383,
3,,Segment,2,12,Image 1,4,1,100000001,510000000404,
2,,Segment,2,11,Image 1,4,1,100000001,510000000415,
2,,Segment,2,9,Image 1,3,1,100000001,510000000444,
4,,Segment,2,7,Image 1,2,1,100000001,510000000452,
0,,Segment,2,6,Image 1,1,1,100000001,510000000477,
7,,Segment,2,5,Image 1,1,1,100000001,510000000487,
11,,Segment,2,4,Image 1,1,1,100000001,510000000494,
36,,Segment,2,3,Image 1,1,1,100000001,510000000497,
17,,Segment,2,2,Image 1,1,1,100000001,510000000507,
12,,Segment,2,1,Image 1,1,1,100000001,510000000509,
12,,Segment,2,0,Image 1,1,1,100000001,510000000520,
1,,Segment,2,20,Image 1,8,1,100000001,510000000562,
8,,Segment,2,19,Image 1,7,1,100000001,510000000572,
2,,Segment,2,18,Image 1,6,1,100000001,510000000576,
16,,Segment,2,21,Image 1,7,1,100000001,510000000578,
8,,Segment,2,20,Image 1,7,1,100000001,510000000608,
1,,Segment,2,19,Image 1,6,1,100000001,510000000613,
1,,Segment,2,17,Image 1,5,1,100000001,510000000628,
3,,Segment,2,17,Image 1,6,1,100000001,510000000631,
2,,Segment,2,18,Image 1,7,1,100000001,510000000637,
3,,Segment,2,17,Image 1,6,1,100000001,510000000668,
1,,Segment,2,16,Image 1,6,1,100000001,510000000675,
1,,Segment,2,19,Image 1,6,1,100000001,510000000704,
4,,Segment,2,19,Image 1,7,1,100000001,510000000708,
4,,Segment,2,18,Image 1,7,1,100000001,510000000722,
5,,Segment,2,17,Image 1,7,1,100000001,510000000729,
4,,Segment,2,7,Image 1,3,1,100000001,510000000735,
4,,Segment,2,6,Image 1,2,1,100000001,510000000764,
6,,Segment,2,5,Image 1,2,1,100000001,510000000778,
4,,Segment,2,4,Image 1,2,1,100000001,510000000794,
5,,Segment,2,3,Image 1,2,1,100000001,510000000811,
1,,Segment,2,2,Image 1,2,1,100000001,510000000838,
2,,Segment,2,1,Image 1,2,1,100000001,510000000867,
2,,Segment,2,0,Image 1,1,1,100000001,510000000934,
4,,Segment,2,7,Image 1,2,1,100000001,510000000936,
2,,Segment,2,6,Image 1,3,1,100000001,510000000940,
9,,Segment,2,5,Image 1,3,1,100000001,510000000943,
7,,Segment,2,4,Image 1,3,1,100000001,510000000947,
8,,Segment,2,6,Image 1,3,1,100000002,510000000958,
14,,Segment,2,5,Image 1,3,1,100000002,510000000961,
13,,Segment,2,4,Image 1,3,1,100000002,510000000968,
2,,Segment,2,3,Image 1,3,1,100000002,510000000991,
4,,Segment,2,2,Image 1,3,1,100000002,510000001028,
4,,Segment,2,1,Image 1,2,1,100000002,510000001032,
1,,Segment,2,0,Image 1,1,1,100000002,510000001059,
