
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
3.88658e+06,,Surface,3,Image 1,1,0,
2.84602e+06,,Surface,3,Image 1,1,1,
6.05605e+06,,Surface,3,Image 1,1,2,
1.44742e+06,,Surface,3,Image 1,1,3,
