
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
197,,Surface,1,Image 1,1,0,
195,,Surface,1,Image 1,1,1,
194,,Surface,1,Image 1,1,2,
198,,Surface,1,Image 1,1,3,
