
Segment Position Y
 ==================== 
Segment Position Y,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
22369.1,µm,Segment,Segment Position,9,4,1,100000001,510000000045,
22368.4,µm,Segment,Segment Position,8,4,1,100000001,510000000062,
22367.5,µm,Segment,Segment Position,7,3,1,100000001,510000000071,
22367.3,µm,Segment,Segment Position,6,2,1,100000001,510000000092,
22367.4,µm,Segment,Segment Position,5,1,1,100000001,510000000105,
22366.9,µm,Segment,Segment Position,4,1,1,100000001,510000000112,
22366,µm,Segment,Segment Position,3,1,1,100000001,510000000138,
22364.2,µm,Segment,Segment Position,2,1,1,100000001,510000000171,
22363.4,µm,Segment,Segment Position,1,1,1,100000001,510000000176,
22363.2,µm,Segment,Segment Position,0,1,1,100000001,510000000180,
22369.2,µm,Segment,Segment Position,9,5,1,100000001,510000000201,
22367.4,µm,Segment,Segment Position,8,3,1,100000001,510000000216,
22366.9,µm,Segment,Segment Position,7,2,1,100000001,510000000224,
22339.9,µm,Segment,Segment Position,6,2,1,100000000,510000000296,
22338.2,µm,Segment,Segment Position,5,2,1,100000000,510000000302,
22337.8,µm,Segment,Segment Position,3,2,1,100000000,510000000306,
22337.7,µm,Segment,Segment Position,2,1,1,100000000,510000000313,
22337.7,µm,Segment,Segment Position,1,1,1,100000000,510000000316,
22337.6,µm,Segment,Segment Position,0,1,1,100000000,510000000355,
22336.4,µm,Segment,Segment Position,4,3,1,100000000,510000000431,
22337.9,µm,Segment,Segment Position,5,3,1,100000000,510000000445,
22338.4,µm,Segment,Segment Position,4,2,1,100000000,510000000453,
22338.1,µm,Segment,Segment Position,3,1,1,100000000,510000000461,
22339.1,µm,Segment,Segment Position,6,3,1,100000000,510000000472,
22337.2,µm,Segment,Segment Position,2,3,1,100000000,510000000478,
22337.6,µm,Segment,Segment Position,1,2,1,100000000,510000000482,
22337.3,µm,Segment,Segment Position,2,2,1,100000000,510000000484,
22337.9,µm,Segment,Segment Position,2,2,1,100000000,510000000488,
22373.8,µm,Segment,Segment Position,9,4,1,100000001,510000000500,
22373.3,µm,Segment,Segment Position,7,4,1,100000001,510000000503,
22370.9,µm,Segment,Segment Position,6,3,1,100000001,510000000564,
22368.2,µm,Segment,Segment Position,5,2,1,100000001,510000000581,
22367.4,µm,Segment,Segment Position,4,2,1,100000001,510000000595,
22373.2,µm,Segment,Segment Position,9,5,1,100000001,510000000607,
22373.4,µm,Segment,Segment Position,8,4,1,100000001,510000000610,
22373.3,µm,Segment,Segment Position,7,3,1,100000001,510000000613,
22373,µm,Segment,Segment Position,8,5,1,100000001,510000000630,
22373.9,µm,Segment,Segment Position,10,4,1,100000001,510000000646,
22373.5,µm,Segment,Segment Position,9,4,1,100000001,510000000648,
22373.8,µm,Segment,Segment Position,10,5,1,100000001,510000000653,
22373.7,µm,Segment,Segment Position,9,5,1,100000001,510000000656,
22373.5,µm,Segment,Segment Position,8,3,1,100000001,510000000659,
22364.8,µm,Segment,Segment Position,2,3,1,100000002,510000000667,
22365.3,µm,Segment,Segment Position,1,2,1,100000002,510000000674,
22364.9,µm,Segment,Segment Position,0,1,1,100000002,510000000748,
22365.3,µm,Segment,Segment Position,2,2,1,100000002,510000000785,
22367.5,µm,Segment,Segment Position,6,1,1,100000001,510000000789,
22368.5,µm,Segment,Segment Position,6,3,1,100000001,510000000795,
22368.7,µm,Segment,Segment Position,6,2,1,100000001,510000000797,
22367.2,µm,Segment,Segment Position,6,3,1,100000001,510000000803,
22368.4,µm,Segment,Segment Position,5,3,1,100000001,510000000811,
22367.4,µm,Segment,Segment Position,6,2,1,100000001,510000000814,
22365.1,µm,Segment,Segment Position,4,3,1,100000001,510000000823,
22364.9,µm,Segment,Segment Position,3,2,1,100000001,510000000832,
22364.8,µm,Segment,Segment Position,4,2,1,100000001,510000000836,
22363,µm,Segment,Segment Position,0,1,1,100000001,510000000849,
22363,µm,Segment,Segment Position,0,1,1,100000002,510000000882,
22358.1,µm,Segment,Segment Position,2,1,1,100000001,510000000918,
22359.3,µm,Segment,Segment Position,1,1,1,100000001,510000000924,
22360.1,µm,Segment,Segment Position,0,1,1,100000001,510000000951,
22361.2,µm,Segment,Segment Position,1,2,1,100000001,510000000962,
22361.2,µm,Segment,Segment Position,0,1,1,100000001,510000000968,
22360.9,µm,Segment,Segment Position,1,1,1,100000001,510000001023,
22363.6,µm,Segment,Segment Position,2,2,1,100000001,510000001027,
22367.1,µm,Segment,Segment Position,1,2,1,100000002,510000001037,
22367,µm,Segment,Segment Position,0,1,1,100000002,510000001054,
22359,µm,Segment,Segment Position,2,2,1,100000001,510000001056,
22367.7,µm,Segment,Segment Position,2,1,1,100000002,510000001084,
22367.5,µm,Segment,Segment Position,1,1,1,100000002,510000001089,
22367.7,µm,Segment,Segment Position,2,2,1,100000002,510000001096,
22359.2,µm,Segment,Segment Position,1,2,1,100000001,510000001116,
22363.5,µm,Segment,Segment Position,1,2,1,100000001,510000001174,
22337.9,µm,Segment,Segment Position,4,2,1,100000000,510000001201,
22338.4,µm,Segment,Segment Position,4,1,1,100000000,510000001202,
22367.1,µm,Segment,Segment Position,5,2,1,100000001,510000001203,
22373.4,µm,Segment,Segment Position,8,4,1,100000001,510000001204,
22365.4,µm,Segment,Segment Position,1,1,1,100000002,510000001206,
