
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1439.56,µm,Spine,Spine Position,2,3,1,100000002,610000001343,
1439.53,µm,Spine,Spine Position,2,3,1,100000002,610000001354,
1442.84,µm,Spine,Spine Position,1,1,1,100000002,610000001363,
1439.64,µm,Spine,Spine Position,2,3,1,100000002,610000001367,
1441.73,µm,Spine,Spine Position,6,2,1,100000000,610000001371,
1442.23,µm,Spine,Spine Position,6,3,1,100000000,610000001375,
1440.13,µm,Spine,Spine Position,6,2,1,100000000,610000001378,
1442.9,µm,Spine,Spine Position,0,1,1,100000002,610000001381,
1442.83,µm,Spine,Spine Position,1,1,1,100000002,610000001389,
1441,µm,Spine,Spine Position,0,1,1,100000001,610000001391,
1441.12,µm,Spine,Spine Position,2,1,1,100000001,610000001395,
1442.78,µm,Spine,Spine Position,1,1,1,100000002,610000001401,
1440.81,µm,Spine,Spine Position,1,1,1,100000000,610000001407,
1440.1,µm,Spine,Spine Position,0,1,1,100000001,610000001412,
1442.09,µm,Spine,Spine Position,1,1,1,100000002,610000001415,
1440.16,µm,Spine,Spine Position,6,2,1,100000000,610000001419,
1440.61,µm,Spine,Spine Position,0,1,1,100000001,610000001423,
1442.26,µm,Spine,Spine Position,6,2,1,100000000,610000001426,
1441.55,µm,Spine,Spine Position,3,1,1,100000000,610000001429,
1439.99,µm,Spine,Spine Position,6,2,1,100000000,610000001431,
1440.11,µm,Spine,Spine Position,2,1,1,100000001,610000001433,
1440.82,µm,Spine,Spine Position,1,1,1,100000000,610000001437,
1442.35,µm,Spine,Spine Position,6,2,1,100000000,610000001439,
1442.28,µm,Spine,Spine Position,1,1,1,100000002,610000001444,
1440.95,µm,Spine,Spine Position,0,1,1,100000001,610000001448,
1440.11,µm,Spine,Spine Position,2,2,1,100000002,610000001450,
1441.19,µm,Spine,Spine Position,0,1,1,100000001,610000001452,
1440.19,µm,Spine,Spine Position,6,2,1,100000000,610000001454,
1442.33,µm,Spine,Spine Position,6,2,1,100000000,610000001456,
1442.57,µm,Spine,Spine Position,1,1,1,100000002,610000001461,
1439.74,µm,Spine,Spine Position,2,3,1,100000002,610000001463,
1440.55,µm,Spine,Spine Position,0,1,1,100000001,610000001466,
1441.37,µm,Spine,Spine Position,3,1,1,100000000,610000001469,
1441.44,µm,Spine,Spine Position,6,3,1,100000001,610000001471,
1442.65,µm,Spine,Spine Position,1,1,1,100000002,610000001475,
1441.92,µm,Spine,Spine Position,6,2,1,100000000,610000001479,
1440.75,µm,Spine,Spine Position,1,1,1,100000000,610000001482,
1440.39,µm,Spine,Spine Position,0,1,1,100000001,610000001485,
1440.5,µm,Spine,Spine Position,0,1,1,100000000,610000001487,
1441.01,µm,Spine,Spine Position,2,1,1,100000000,610000001490,
1439.99,µm,Spine,Spine Position,0,1,1,100000001,610000001493,
1440.51,µm,Spine,Spine Position,0,1,1,100000000,610000001496,
1440.49,µm,Spine,Spine Position,6,2,1,100000000,610000001500,
1440.75,µm,Spine,Spine Position,1,1,1,100000000,610000001505,
1441.3,µm,Spine,Spine Position,8,5,1,100000001,610000001509,
1440.29,µm,Spine,Spine Position,0,1,1,100000001,610000001514,
1440.59,µm,Spine,Spine Position,0,1,1,100000001,610000001516,
1442.58,µm,Spine,Spine Position,1,1,1,100000002,610000001522,
1442.19,µm,Spine,Spine Position,1,1,1,100000002,610000001525,
1440.89,µm,Spine,Spine Position,2,1,1,100000000,610000001527,
1440.15,µm,Spine,Spine Position,0,1,1,100000001,610000001531,
1442.17,µm,Spine,Spine Position,10,4,1,100000001,610000001536,
1442.29,µm,Spine,Spine Position,1,1,1,100000002,610000001538,
1440.39,µm,Spine,Spine Position,0,1,1,100000001,610000001544,
1442.02,µm,Spine,Spine Position,6,3,1,100000000,610000001547,
1440.78,µm,Spine,Spine Position,5,2,1,100000001,610000001556,
1440.19,µm,Spine,Spine Position,6,2,1,100000000,610000001561,
1442.75,µm,Spine,Spine Position,6,2,1,100000000,610000001581,
1442.61,µm,Spine,Spine Position,6,2,1,100000000,610000001582,
1441.84,µm,Spine,Spine Position,5,2,1,100000000,610000001583,
1441.75,µm,Spine,Spine Position,5,2,1,100000000,610000001584,
1440.89,µm,Spine,Spine Position,4,3,1,100000000,610000001585,
1441.38,µm,Spine,Spine Position,4,3,1,100000000,610000001586,
1441.48,µm,Spine,Spine Position,3,1,1,100000000,610000001587,
1440.4,µm,Spine,Spine Position,2,2,1,100000000,610000001588,
1440.51,µm,Spine,Spine Position,0,1,1,100000000,610000001589,
1440.47,µm,Spine,Spine Position,0,1,1,100000000,610000001590,
1440.38,µm,Spine,Spine Position,0,1,1,100000000,610000001591,
1440.38,µm,Spine,Spine Position,0,1,1,100000000,610000001592,
1440.47,µm,Spine,Spine Position,0,1,1,100000000,610000001593,
1440.49,µm,Spine,Spine Position,0,1,1,100000000,610000001594,
1440.78,µm,Spine,Spine Position,9,4,1,100000001,610000001605,
1440.92,µm,Spine,Spine Position,8,4,1,100000001,610000001606,
1441.11,µm,Spine,Spine Position,4,1,1,100000001,610000001607,
1442,µm,Spine,Spine Position,7,4,1,100000001,610000001608,
1442.21,µm,Spine,Spine Position,10,4,1,100000001,610000001609,
1440.83,µm,Spine,Spine Position,5,2,1,100000001,610000001610,
1440.81,µm,Spine,Spine Position,5,2,1,100000001,610000001611,
1440.61,µm,Spine,Spine Position,5,3,1,100000001,610000001612,
1440.79,µm,Spine,Spine Position,4,2,1,100000001,610000001613,
1441.13,µm,Spine,Spine Position,3,1,1,100000001,610000001614,
1441.2,µm,Spine,Spine Position,3,1,1,100000001,610000001615,
1441.2,µm,Spine,Spine Position,3,1,1,100000001,610000001616,
1441.28,µm,Spine,Spine Position,3,1,1,100000001,610000001617,
1441.17,µm,Spine,Spine Position,2,1,1,100000001,610000001618,
1441.15,µm,Spine,Spine Position,2,1,1,100000001,610000001619,
1440.98,µm,Spine,Spine Position,0,1,1,100000001,610000001620,
1439.73,µm,Spine,Spine Position,2,3,1,100000002,610000001631,
1442.64,µm,Spine,Spine Position,1,1,1,100000002,610000001640,
1442.42,µm,Spine,Spine Position,1,1,1,100000002,610000001641,
