
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
1.83514,µm,Segment,9,4,1,100000001,510000000045,
1.391,µm,Segment,8,4,1,100000001,510000000062,
0.817275,µm,Segment,7,3,1,100000001,510000000071,
1.51533,µm,Segment,6,2,1,100000001,510000000092,
1.35668,µm,Segment,5,1,1,100000001,510000000105,
0.612025,µm,Segment,4,1,1,100000001,510000000112,
2.28342,µm,Segment,3,1,1,100000001,510000000138,
3.13395,µm,Segment,2,1,1,100000001,510000000171,
0.555033,µm,Segment,1,1,1,100000001,510000000176,
0.116884,µm,Segment,0,1,1,100000001,510000000180,
0.424338,µm,Segment,9,5,1,100000001,510000000201,
1.21598,µm,Segment,8,3,1,100000001,510000000216,
0.735658,µm,Segment,7,2,1,100000001,510000000224,
6.19047,µm,Segment,6,2,1,100000000,510000000296,
0.743925,µm,Segment,5,2,1,100000000,510000000302,
0.445726,µm,Segment,3,2,1,100000000,510000000306,
0.799154,µm,Segment,2,1,1,100000000,510000000313,
0.415671,µm,Segment,1,1,1,100000000,510000000316,
3.44566,µm,Segment,0,1,1,100000000,510000000355,
3.80613,µm,Segment,4,3,1,100000000,510000000431,
1.62225,µm,Segment,5,3,1,100000000,510000000445,
0.808419,µm,Segment,4,2,1,100000000,510000000453,
1.26991,µm,Segment,3,1,1,100000000,510000000461,
1.32256,µm,Segment,6,3,1,100000000,510000000472,
0.826017,µm,Segment,2,3,1,100000000,510000000478,
0.736946,µm,Segment,1,2,1,100000000,510000000482,
0.463278,µm,Segment,2,2,1,100000000,510000000484,
0.621083,µm,Segment,2,2,1,100000000,510000000488,
1.41532,µm,Segment,9,4,1,100000001,510000000500,
0.310818,µm,Segment,7,4,1,100000001,510000000503,
6.10571,µm,Segment,6,3,1,100000001,510000000564,
1.45297,µm,Segment,5,2,1,100000001,510000000581,
1.49451,µm,Segment,4,2,1,100000001,510000000595,
1.2141,µm,Segment,9,5,1,100000001,510000000607,
0.328582,µm,Segment,8,4,1,100000001,510000000610,
0.518661,µm,Segment,7,3,1,100000001,510000000613,
1.96638,µm,Segment,8,5,1,100000001,510000000630,
1.24609,µm,Segment,10,4,1,100000001,510000000646,
0.383883,µm,Segment,9,4,1,100000001,510000000648,
0.646704,µm,Segment,10,5,1,100000001,510000000653,
0.60106,µm,Segment,9,5,1,100000001,510000000656,
0.461534,µm,Segment,8,3,1,100000001,510000000659,
0.891328,µm,Segment,2,3,1,100000002,510000000667,
0.882244,µm,Segment,1,2,1,100000002,510000000674,
6.5574,µm,Segment,0,1,1,100000002,510000000748,
1.02211,µm,Segment,2,2,1,100000002,510000000785,
0.559528,µm,Segment,6,1,1,100000001,510000000789,
0.682932,µm,Segment,6,3,1,100000001,510000000795,
0.440313,µm,Segment,6,2,1,100000001,510000000797,
0.436692,µm,Segment,6,3,1,100000001,510000000803,
0.704491,µm,Segment,5,3,1,100000001,510000000811,
0.533752,µm,Segment,6,2,1,100000001,510000000814,
0.957612,µm,Segment,4,3,1,100000001,510000000823,
1.1481,µm,Segment,3,2,1,100000001,510000000832,
0.841748,µm,Segment,4,2,1,100000001,510000000836,
0.950259,µm,Segment,0,1,1,100000001,510000000849,
0.454591,µm,Segment,0,1,1,100000002,510000000882,
2.12089,µm,Segment,2,1,1,100000001,510000000918,
0.561352,µm,Segment,1,1,1,100000001,510000000924,
1.38121,µm,Segment,0,1,1,100000001,510000000951,
1.04009,µm,Segment,1,2,1,100000001,510000000962,
0.411627,µm,Segment,0,1,1,100000001,510000000968,
0.478335,µm,Segment,1,1,1,100000001,510000001023,
0.498268,µm,Segment,2,2,1,100000001,510000001027,
1.03022,µm,Segment,1,2,1,100000002,510000001037,
0.647377,µm,Segment,0,1,1,100000002,510000001054,
0.444228,µm,Segment,2,2,1,100000001,510000001056,
0.417373,µm,Segment,2,1,1,100000002,510000001084,
0.704528,µm,Segment,1,1,1,100000002,510000001089,
0.437294,µm,Segment,2,2,1,100000002,510000001096,
0.851438,µm,Segment,1,2,1,100000001,510000001116,
0.821282,µm,Segment,1,2,1,100000001,510000001174,
0.137484,µm,Segment,4,2,1,100000000,510000001201,
0.260013,µm,Segment,4,1,1,100000000,510000001202,
0.261678,µm,Segment,5,2,1,100000001,510000001203,
0.143981,µm,Segment,8,4,1,100000001,510000001204,
0.263014,µm,Segment,1,1,1,100000002,510000001206,
