
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
27143.3,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,100000002,610000001343,
27143.2,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,100000002,610000001354,
27140.5,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001356,
27143.2,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,100000002,610000001367,
27122.5,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000000,610000001371,
27123.6,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,100000000,610000001375,
27144.4,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000002,610000001381,
27140.7,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001383,
27138.9,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000001391,
27136.6,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000001,610000001395,
27140.5,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001397,
27122.5,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000001407,
27124.6,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001417,
27122.3,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000000,610000001426,
27123,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000000,610000001429,
27132.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000001,610000001433,
27123.2,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000001437,
27122.1,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000000,610000001439,
27140.5,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001442,
27137,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001447,
27144.2,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000002,610000001450,
27122.3,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000000,610000001456,
27144,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000002,610000001461,
27142.8,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,100000002,610000001463,
27122.7,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000000,610000001469,
27141.3,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,100000001,610000001471,
27140.6,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001473,
27122.3,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000000,610000001479,
27123,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000001482,
27123,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000000,610000001487,
27122.2,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000001490,
27123.2,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000000,610000001496,
27122.9,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000001505,
27144.6,µm,Spine,Spine Terminal Pt Distance from Origin,8,5,1,100000001,610000001509,
27122.2,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000001527,
27134.8,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000001531,
27144.2,µm,Spine,Spine Terminal Pt Distance from Origin,10,4,1,100000001,610000001536,
27123.1,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,100000000,610000001547,
27139.6,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000001,610000001556,
27137.5,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,,610000001644,
27123.5,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001644,
27143.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,3,1,,610000001644,
27137,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,,610000001645,
27123.6,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001645,
27143.8,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000001645,
27124,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001646,
27137.6,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000001646,
27143.8,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000001646,
27141.9,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001647,
27123.5,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001647,
27137.4,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000001647,
27123.3,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001648,
27137.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000001648,
27123.3,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001649,
27137.6,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000001649,
27122.6,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000001650,
27145,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,,610000001650,
27122.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000001651,
27144.4,µm,Spine,Spine Terminal Pt Distance from Origin,10,4,1,,610000001651,
27140.2,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,,610000001652,
27121,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,,610000001652,
27139.8,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,,610000001653,
27121.9,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,,610000001653,
27122.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,,610000001654,
27139.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,,610000001654,
27139.1,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,,610000001655,
27122.9,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,,610000001655,
27137.8,µm,Spine,Spine Terminal Pt Distance from Origin,4,1,1,,610000001656,
27122.7,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,,610000001656,
27121.8,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,,610000001657,
27137.2,µm,Spine,Spine Terminal Pt Distance from Origin,8,4,1,,610000001657,
27137.7,µm,Spine,Spine Terminal Pt Distance from Origin,9,4,1,,610000001658,
27139.3,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000001659,
27137.9,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001660,
27138.2,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001661,
27138.4,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001664,
27138.1,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000001665,
