
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1439.89,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000001343,
1439.59,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000001354,
1442.99,µm,Spine,Spine Terminal Pt Position,,,1,,610000001356,
1439.49,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000001367,
1441.32,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000001371,
1442.39,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000001375,
1443.19,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000001381,
1442.99,µm,Spine,Spine Terminal Pt Position,,,1,,610000001383,
1440.99,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001391,
1441.19,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000001395,
1442.89,µm,Spine,Spine Terminal Pt Position,,,1,,610000001397,
1441.09,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000001407,
1440.09,µm,Spine,Spine Terminal Pt Position,,,1,,610000001417,
1442.09,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000001426,
1441.49,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000001429,
1439.79,µm,Spine,Spine Terminal Pt Position,2,1,1,100000001,610000001433,
1441.29,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000001437,
1442.09,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000001439,
1442.29,µm,Spine,Spine Terminal Pt Position,,,1,,610000001442,
1440.99,µm,Spine,Spine Terminal Pt Position,,,1,,610000001447,
1440.2,µm,Spine,Spine Terminal Pt Position,2,2,1,100000002,610000001450,
1442.29,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000001456,
1442.49,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000001461,
1439.89,µm,Spine,Spine Terminal Pt Position,2,3,1,100000002,610000001463,
1441.29,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000001469,
1441.19,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000001471,
1442.69,µm,Spine,Spine Terminal Pt Position,,,1,,610000001473,
1441.79,µm,Spine,Spine Terminal Pt Position,6,2,1,100000000,610000001479,
1441.09,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000001482,
1440.39,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001487,
1440.99,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000001490,
1440.39,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001496,
1441.09,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000001505,
1441.09,µm,Spine,Spine Terminal Pt Position,8,5,1,100000001,610000001509,
1440.79,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000001527,
1440.19,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000001531,
1441.99,µm,Spine,Spine Terminal Pt Position,10,4,1,100000001,610000001536,
1442.09,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000001547,
1440.69,µm,Spine,Spine Terminal Pt Position,5,2,1,100000001,610000001556,
1441.19,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000001644,
1440.37,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001644,
1439.89,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000001644,
1441.29,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000001645,
1440.4,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001645,
1442.49,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001645,
1440.4,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001646,
1441.19,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001646,
1442.49,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000001646,
1442.09,µm,Spine,Spine Terminal Pt Position,,,1,,610000001647,
1440.26,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001647,
