
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1440.89,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001647,
1440.39,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001648,
1441.19,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001648,
1440.79,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001649,
1441.09,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001649,
1440.49,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000001650,
1442.32,µm,Spine,Spine Terminal Pt Position,7,4,1,,610000001650,
1441.59,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000001651,
1442.19,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000001651,
1440.68,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000001652,
1440.89,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000001652,
1441.11,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000001653,
1441.45,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000001653,
1441.89,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000001654,
1440.89,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000001654,
1440.77,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000001655,
1441.99,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000001655,
1441.29,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000001656,
1442.79,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000001656,
1442.69,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000001657,
1440.69,µm,Spine,Spine Terminal Pt Position,8,4,1,,610000001657,
1440.58,µm,Spine,Spine Terminal Pt Position,9,4,1,,610000001658,
1441.19,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000001659,
1441.19,µm,Spine,Spine Terminal Pt Position,,,1,,610000001660,
1440.39,µm,Spine,Spine Terminal Pt Position,,,1,,610000001661,
1440.59,µm,Spine,Spine Terminal Pt Position,,,1,,610000001664,
1440.39,µm,Spine,Spine Terminal Pt Position,,,1,,610000001665,
