
Soma Intensity Sum of Square Ch=2 Img=1
 ==================== 
Soma Intensity Sum of Square,Unit,Category,Channel,Image,Time,FilamentID,ID,
2.06103e+07,,Soma,2,Image 1,1,100000000,800000000,
2.04898e+07,,Soma,2,Image 1,1,100000001,800000001,
2.26412e+07,,Soma,2,Image 1,1,100000002,800000002,
