
Spine Center Intensity Min Ch=2 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
4,,Spine,2,2,Image 1,3,1,100000002,610000001343,
4,,Spine,2,2,Image 1,3,1,100000002,610000001354,
11,,Spine,2,1,Image 1,1,1,100000002,610000001363,
14,,Spine,2,2,Image 1,3,1,100000002,610000001367,
18,,Spine,2,6,Image 1,2,1,100000000,610000001371,
21,,Spine,2,6,Image 1,3,1,100000000,610000001375,
14,,Spine,2,6,Image 1,2,1,100000000,610000001378,
13,,Spine,2,0,Image 1,1,1,100000002,610000001381,
24,,Spine,2,1,Image 1,1,1,100000002,610000001389,
3,,Spine,2,0,Image 1,1,1,100000001,610000001391,
35,,Spine,2,2,Image 1,1,1,100000001,610000001395,
31,,Spine,2,1,Image 1,1,1,100000002,610000001401,
7,,Spine,2,1,Image 1,1,1,100000000,610000001407,
17,,Spine,2,2,Image 1,1,1,100000001,610000001412,
16,,Spine,2,1,Image 1,1,1,100000002,610000001415,
21,,Spine,2,6,Image 1,2,1,100000000,610000001419,
44,,Spine,2,2,Image 1,1,1,100000001,610000001423,
19,,Spine,2,6,Image 1,2,1,100000000,610000001426,
22,,Spine,2,3,Image 1,1,1,100000000,610000001429,
26,,Spine,2,6,Image 1,2,1,100000000,610000001431,
21,,Spine,2,2,Image 1,1,1,100000001,610000001433,
40,,Spine,2,1,Image 1,1,1,100000000,610000001437,
29,,Spine,2,6,Image 1,2,1,100000000,610000001439,
25,,Spine,2,1,Image 1,1,1,100000002,610000001444,
19,,Spine,2,2,Image 1,1,1,100000001,610000001448,
51,,Spine,2,2,Image 1,2,1,100000002,610000001450,
39,,Spine,2,2,Image 1,1,1,100000001,610000001452,
29,,Spine,2,6,Image 1,2,1,100000000,610000001454,
35,,Spine,2,6,Image 1,2,1,100000000,610000001456,
32,,Spine,2,1,Image 1,1,1,100000002,610000001461,
10,,Spine,2,2,Image 1,3,1,100000002,610000001463,
26,,Spine,2,2,Image 1,1,1,100000001,610000001466,
34,,Spine,2,3,Image 1,1,1,100000000,610000001469,
11,,Spine,2,6,Image 1,3,1,100000001,610000001471,
35,,Spine,2,1,Image 1,1,1,100000002,610000001475,
61,,Spine,2,6,Image 1,2,1,100000000,610000001479,
41,,Spine,2,1,Image 1,1,1,100000000,610000001482,
25,,Spine,2,2,Image 1,1,1,100000001,610000001485,
52,,Spine,2,0,Image 1,1,1,100000000,610000001487,
28,,Spine,2,2,Image 1,1,1,100000000,610000001490,
32,,Spine,2,2,Image 1,1,1,100000001,610000001493,
66,,Spine,2,0,Image 1,1,1,100000000,610000001496,
16,,Spine,2,6,Image 1,2,1,100000000,610000001500,
30,,Spine,2,1,Image 1,1,1,100000000,610000001505,
25,,Spine,2,8,Image 1,5,1,100000001,610000001509,
31,,Spine,2,2,Image 1,1,1,100000001,610000001514,
56,,Spine,2,2,Image 1,1,1,100000001,610000001516,
47,,Spine,2,1,Image 1,1,1,100000002,610000001522,
39,,Spine,2,1,Image 1,1,1,100000002,610000001525,
37,,Spine,2,2,Image 1,1,1,100000000,610000001527,
68,,Spine,2,0,Image 1,1,1,100000001,610000001531,
39,,Spine,2,10,Image 1,4,1,100000001,610000001536,
53,,Spine,2,1,Image 1,1,1,100000002,610000001538,
69,,Spine,2,2,Image 1,1,1,100000001,610000001544,
25,,Spine,2,6,Image 1,3,1,100000000,610000001547,
29,,Spine,2,5,Image 1,2,1,100000001,610000001556,
59,,Spine,2,6,Image 1,2,1,100000000,610000001561,
53,,Spine,2,6,Image 1,2,1,100000000,610000001581,
75,,Spine,2,6,Image 1,2,1,100000000,610000001582,
38,,Spine,2,5,Image 1,2,1,100000000,610000001583,
32,,Spine,2,5,Image 1,2,1,100000000,610000001584,
53,,Spine,2,4,Image 1,3,1,100000000,610000001585,
37,,Spine,2,4,Image 1,3,1,100000000,610000001586,
49,,Spine,2,3,Image 1,1,1,100000000,610000001587,
26,,Spine,2,2,Image 1,2,1,100000000,610000001588,
69,,Spine,2,0,Image 1,1,1,100000000,610000001589,
64,,Spine,2,0,Image 1,1,1,100000000,610000001590,
30,,Spine,2,0,Image 1,1,1,100000000,610000001591,
46,,Spine,2,0,Image 1,1,1,100000000,610000001592,
48,,Spine,2,0,Image 1,1,1,100000000,610000001593,
37,,Spine,2,0,Image 1,1,1,100000000,610000001594,
15,,Spine,2,9,Image 1,4,1,100000001,610000001605,
13,,Spine,2,8,Image 1,4,1,100000001,610000001606,
97,,Spine,2,4,Image 1,1,1,100000001,610000001607,
32,,Spine,2,7,Image 1,4,1,100000001,610000001608,
73,,Spine,2,10,Image 1,4,1,100000001,610000001609,
26,,Spine,2,5,Image 1,2,1,100000001,610000001610,
14,,Spine,2,5,Image 1,2,1,100000001,610000001611,
14,,Spine,2,5,Image 1,3,1,100000001,610000001612,
29,,Spine,2,4,Image 1,2,1,100000001,610000001613,
17,,Spine,2,3,Image 1,1,1,100000001,610000001614,
31,,Spine,2,3,Image 1,1,1,100000001,610000001615,
40,,Spine,2,3,Image 1,1,1,100000001,610000001616,
31,,Spine,2,3,Image 1,1,1,100000001,610000001617,
30,,Spine,2,2,Image 1,1,1,100000001,610000001618,
61,,Spine,2,2,Image 1,1,1,100000001,610000001619,
8,,Spine,2,0,Image 1,1,1,100000001,610000001620,
34,,Spine,2,2,Image 1,3,1,100000002,610000001631,
39,,Spine,2,1,Image 1,1,1,100000002,610000001640,
44,,Spine,2,1,Image 1,1,1,100000002,610000001641,
