
Soma Intensity StdDev Ch=4 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
22.2846,,Soma,4,Image 1,1,100000000,800000000,
21.8509,,Soma,4,Image 1,1,100000001,800000001,
19.1061,,Soma,4,Image 1,1,100000002,800000002,
