
Spine Part Volume Head
 ==================== 
Spine Part Volume Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0151771,µm^3,Spine,Spine Part Volume,2,3,1,100000002,610000001343,
0.00490376,µm^3,Spine,Spine Part Volume,2,3,1,100000002,610000001354,
0.0338997,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001363,
0.00425501,µm^3,Spine,Spine Part Volume,2,3,1,100000002,610000001367,
0.00406688,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001371,
0.00949958,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000001375,
0.0806855,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001378,
0.00226197,µm^3,Spine,Spine Part Volume,0,1,1,100000002,610000001381,
0.0239581,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001389,
0.00141972,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001391,
0.00693198,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000001395,
0.0249256,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001401,
0.00892474,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001407,
0.0137226,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001412,
0.0143737,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001415,
0.0797335,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001419,
0.0389355,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001423,
0.00390668,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001426,
0.00373715,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000001429,
0.0783674,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001431,
0.00210548,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000001433,
0.0313445,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001437,
0.00396354,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001439,
0.0471,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001444,
0.00895592,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001448,
0.00218739,µm^3,Spine,Spine Part Volume,2,2,1,100000002,610000001450,
0.119705,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001452,
0.0175777,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001454,
0.0114233,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001456,
0.00816107,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001461,
0.00185666,µm^3,Spine,Spine Part Volume,2,3,1,100000002,610000001463,
0.00973268,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001466,
0.0153014,µm^3,Spine,Spine Part Volume,3,1,1,100000000,610000001469,
0.00111995,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000001471,
0.0122991,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001475,
0.00959079,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001479,
0.0231391,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001482,
0.0027614,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001485,
0.029613,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001487,
0.00330575,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000001490,
0.00564626,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001493,
0.00236324,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000001496,
0.0252309,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001500,
0.0414309,µm^3,Spine,Spine Part Volume,1,1,1,100000000,610000001505,
0.0117231,µm^3,Spine,Spine Part Volume,8,5,1,100000001,610000001509,
0.0055928,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001514,
0.011999,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001516,
0.0122991,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001522,
0.0315959,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001525,
0.011067,µm^3,Spine,Spine Part Volume,2,1,1,100000000,610000001527,
0.00600221,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001531,
0.00312816,µm^3,Spine,Spine Part Volume,10,4,1,100000001,610000001536,
0.0471,µm^3,Spine,Spine Part Volume,1,1,1,100000002,610000001538,
0.0055928,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000001544,
0.00982605,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000001547,
0.00237737,µm^3,Spine,Spine Part Volume,5,2,1,100000001,610000001556,
0.0606455,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001561,
0.0275867,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001581,
0.00895957,µm^3,Spine,Spine Part Volume,6,2,1,100000000,610000001582,
0.00974254,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000001583,
0.017231,µm^3,Spine,Spine Part Volume,5,2,1,100000000,610000001584,
