
Soma Intensity Max Ch=4 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
145,,Soma,4,Image 1,1,100000000,800000000,
160,,Soma,4,Image 1,1,100000001,800000001,
143,,Soma,4,Image 1,1,100000002,800000002,
