
Spine Neck Max Diameter
 ==================== 
Spine Neck Max Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.243501,µm,Spine,2,3,1,100000002,610000001343,
0.225938,µm,Spine,2,3,1,100000002,610000001354,
0.409441,µm,Spine,1,1,1,100000002,610000001363,
0.162334,µm,Spine,2,3,1,100000002,610000001367,
0.162334,µm,Spine,6,2,1,100000000,610000001371,
0.461903,µm,Spine,6,3,1,100000000,610000001375,
0,µm,Spine,6,2,1,100000000,610000001378,
0.343913,µm,Spine,0,1,1,100000002,610000001381,
0.409441,µm,Spine,1,1,1,100000002,610000001389,
0,µm,Spine,0,1,1,100000001,610000001391,
0.319375,µm,Spine,2,1,1,100000001,610000001395,
0.286206,µm,Spine,1,1,1,100000002,610000001401,
0.413204,µm,Spine,1,1,1,100000000,610000001407,
0.314623,µm,Spine,0,1,1,100000001,610000001412,
0,µm,Spine,1,1,1,100000002,610000001415,
0,µm,Spine,6,2,1,100000000,610000001419,
0,µm,Spine,0,1,1,100000001,610000001423,
0.461703,µm,Spine,6,2,1,100000000,610000001426,
0.249987,µm,Spine,3,1,1,100000000,610000001429,
0,µm,Spine,6,2,1,100000000,610000001431,
0.285346,µm,Spine,2,1,1,100000001,610000001433,
0.445444,µm,Spine,1,1,1,100000000,610000001437,
0.285865,µm,Spine,6,2,1,100000000,610000001439,
0,µm,Spine,1,1,1,100000002,610000001444,
0,µm,Spine,0,1,1,100000001,610000001448,
0.324668,µm,Spine,2,2,1,100000002,610000001450,
0,µm,Spine,0,1,1,100000001,610000001452,
0,µm,Spine,6,2,1,100000000,610000001454,
0,µm,Spine,6,2,1,100000000,610000001456,
0.309449,µm,Spine,1,1,1,100000002,610000001461,
0.235454,µm,Spine,2,3,1,100000002,610000001463,
0,µm,Spine,0,1,1,100000001,610000001466,
0.487002,µm,Spine,3,1,1,100000000,610000001469,
0.197886,µm,Spine,6,3,1,100000001,610000001471,
0.286206,µm,Spine,1,1,1,100000002,610000001475,
0,µm,Spine,6,2,1,100000000,610000001479,
0,µm,Spine,1,1,1,100000000,610000001482,
0,µm,Spine,0,1,1,100000001,610000001485,
0,µm,Spine,0,1,1,100000000,610000001487,
0,µm,Spine,2,1,1,100000000,610000001490,
0,µm,Spine,0,1,1,100000001,610000001493,
0,µm,Spine,0,1,1,100000000,610000001496,
0,µm,Spine,6,2,1,100000000,610000001500,
0,µm,Spine,1,1,1,100000000,610000001505,
0,µm,Spine,8,5,1,100000001,610000001509,
0,µm,Spine,0,1,1,100000001,610000001514,
0,µm,Spine,0,1,1,100000001,610000001516,
0,µm,Spine,1,1,1,100000002,610000001522,
0,µm,Spine,1,1,1,100000002,610000001525,
0,µm,Spine,2,1,1,100000000,610000001527,
0,µm,Spine,0,1,1,100000001,610000001531,
0.259791,µm,Spine,10,4,1,100000001,610000001536,
0,µm,Spine,1,1,1,100000002,610000001538,
0,µm,Spine,0,1,1,100000001,610000001544,
0,µm,Spine,6,3,1,100000000,610000001547,
0,µm,Spine,5,2,1,100000001,610000001556,
0,µm,Spine,6,2,1,100000000,610000001561,
0,µm,Spine,6,2,1,100000000,610000001581,
0,µm,Spine,6,2,1,100000000,610000001582,
0,µm,Spine,5,2,1,100000000,610000001583,
0,µm,Spine,5,2,1,100000000,610000001584,
0,µm,Spine,4,3,1,100000000,610000001585,
0,µm,Spine,4,3,1,100000000,610000001586,
0,µm,Spine,3,1,1,100000000,610000001587,
0,µm,Spine,2,2,1,100000000,610000001588,
0,µm,Spine,0,1,1,100000000,610000001589,
0,µm,Spine,0,1,1,100000000,610000001590,
0,µm,Spine,0,1,1,100000000,610000001591,
0,µm,Spine,0,1,1,100000000,610000001592,
0,µm,Spine,0,1,1,100000000,610000001593,
0,µm,Spine,0,1,1,100000000,610000001594,
0,µm,Spine,9,4,1,100000001,610000001605,
0,µm,Spine,8,4,1,100000001,610000001606,
0,µm,Spine,4,1,1,100000001,610000001607,
0,µm,Spine,7,4,1,100000001,610000001608,
0,µm,Spine,10,4,1,100000001,610000001609,
0,µm,Spine,5,2,1,100000001,610000001610,
0,µm,Spine,5,2,1,100000001,610000001611,
0,µm,Spine,5,3,1,100000001,610000001612,
0,µm,Spine,4,2,1,100000001,610000001613,
0,µm,Spine,3,1,1,100000001,610000001614,
0,µm,Spine,3,1,1,100000001,610000001615,
0,µm,Spine,3,1,1,100000001,610000001616,
0,µm,Spine,3,1,1,100000001,610000001617,
0,µm,Spine,2,1,1,100000001,610000001618,
0,µm,Spine,2,1,1,100000001,610000001619,
0,µm,Spine,0,1,1,100000001,610000001620,
0,µm,Spine,2,3,1,100000002,610000001631,
0,µm,Spine,1,1,1,100000002,610000001640,
0,µm,Spine,1,1,1,100000002,610000001641,
