
Spine Center Number of Voxel Ch=3 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
14,,Spine,3,2,Image 1,3,1,100000002,610000001343,
12,,Spine,3,2,Image 1,3,1,100000002,610000001354,
9,,Spine,3,1,Image 1,1,1,100000002,610000001363,
5,,Spine,3,2,Image 1,3,1,100000002,610000001367,
5,,Spine,3,6,Image 1,2,1,100000000,610000001371,
5,,Spine,3,6,Image 1,3,1,100000000,610000001375,
3,,Spine,3,6,Image 1,2,1,100000000,610000001378,
4,,Spine,3,0,Image 1,1,1,100000002,610000001381,
8,,Spine,3,1,Image 1,1,1,100000002,610000001389,
3,,Spine,3,0,Image 1,1,1,100000001,610000001391,
5,,Spine,3,2,Image 1,1,1,100000001,610000001395,
6,,Spine,3,1,Image 1,1,1,100000002,610000001401,
7,,Spine,3,1,Image 1,1,1,100000000,610000001407,
5,,Spine,3,2,Image 1,1,1,100000001,610000001412,
2,,Spine,3,1,Image 1,1,1,100000002,610000001415,
4,,Spine,3,6,Image 1,2,1,100000000,610000001419,
4,,Spine,3,2,Image 1,1,1,100000001,610000001423,
4,,Spine,3,6,Image 1,2,1,100000000,610000001426,
4,,Spine,3,3,Image 1,1,1,100000000,610000001429,
2,,Spine,3,6,Image 1,2,1,100000000,610000001431,
3,,Spine,3,2,Image 1,1,1,100000001,610000001433,
5,,Spine,3,1,Image 1,1,1,100000000,610000001437,
3,,Spine,3,6,Image 1,2,1,100000000,610000001439,
4,,Spine,3,1,Image 1,1,1,100000002,610000001444,
3,,Spine,3,2,Image 1,1,1,100000001,610000001448,
3,,Spine,3,2,Image 1,2,1,100000002,610000001450,
2,,Spine,3,2,Image 1,1,1,100000001,610000001452,
2,,Spine,3,6,Image 1,2,1,100000000,610000001454,
3,,Spine,3,6,Image 1,2,1,100000000,610000001456,
4,,Spine,3,1,Image 1,1,1,100000002,610000001461,
3,,Spine,3,2,Image 1,3,1,100000002,610000001463,
3,,Spine,3,2,Image 1,1,1,100000001,610000001466,
4,,Spine,3,3,Image 1,1,1,100000000,610000001469,
3,,Spine,3,6,Image 1,3,1,100000001,610000001471,
4,,Spine,3,1,Image 1,1,1,100000002,610000001475,
3,,Spine,3,6,Image 1,2,1,100000000,610000001479,
4,,Spine,3,1,Image 1,1,1,100000000,610000001482,
2,,Spine,3,2,Image 1,1,1,100000001,610000001485,
3,,Spine,3,0,Image 1,1,1,100000000,610000001487,
3,,Spine,3,2,Image 1,1,1,100000000,610000001490,
2,,Spine,3,2,Image 1,1,1,100000001,610000001493,
3,,Spine,3,0,Image 1,1,1,100000000,610000001496,
2,,Spine,3,6,Image 1,2,1,100000000,610000001500,
4,,Spine,3,1,Image 1,1,1,100000000,610000001505,
3,,Spine,3,8,Image 1,5,1,100000001,610000001509,
2,,Spine,3,2,Image 1,1,1,100000001,610000001514,
2,,Spine,3,2,Image 1,1,1,100000001,610000001516,
3,,Spine,3,1,Image 1,1,1,100000002,610000001522,
2,,Spine,3,1,Image 1,1,1,100000002,610000001525,
3,,Spine,3,2,Image 1,1,1,100000000,610000001527,
3,,Spine,3,0,Image 1,1,1,100000001,610000001531,
3,,Spine,3,10,Image 1,4,1,100000001,610000001536,
2,,Spine,3,1,Image 1,1,1,100000002,610000001538,
2,,Spine,3,2,Image 1,1,1,100000001,610000001544,
3,,Spine,3,6,Image 1,3,1,100000000,610000001547,
3,,Spine,3,5,Image 1,2,1,100000001,610000001556,
2,,Spine,3,6,Image 1,2,1,100000000,610000001561,
2,,Spine,3,6,Image 1,2,1,100000000,610000001581,
2,,Spine,3,6,Image 1,2,1,100000000,610000001582,
2,,Spine,3,5,Image 1,2,1,100000000,610000001583,
2,,Spine,3,5,Image 1,2,1,100000000,610000001584,
2,,Spine,3,4,Image 1,3,1,100000000,610000001585,
2,,Spine,3,4,Image 1,3,1,100000000,610000001586,
2,,Spine,3,3,Image 1,1,1,100000000,610000001587,
2,,Spine,3,2,Image 1,2,1,100000000,610000001588,
2,,Spine,3,0,Image 1,1,1,100000000,610000001589,
2,,Spine,3,0,Image 1,1,1,100000000,610000001590,
2,,Spine,3,0,Image 1,1,1,100000000,610000001591,
2,,Spine,3,0,Image 1,1,1,100000000,610000001592,
2,,Spine,3,0,Image 1,1,1,100000000,610000001593,
2,,Spine,3,0,Image 1,1,1,100000000,610000001594,
2,,Spine,3,9,Image 1,4,1,100000001,610000001605,
2,,Spine,3,8,Image 1,4,1,100000001,610000001606,
2,,Spine,3,4,Image 1,1,1,100000001,610000001607,
2,,Spine,3,7,Image 1,4,1,100000001,610000001608,
2,,Spine,3,10,Image 1,4,1,100000001,610000001609,
2,,Spine,3,5,Image 1,2,1,100000001,610000001610,
2,,Spine,3,5,Image 1,2,1,100000001,610000001611,
2,,Spine,3,5,Image 1,3,1,100000001,610000001612,
2,,Spine,3,4,Image 1,2,1,100000001,610000001613,
2,,Spine,3,3,Image 1,1,1,100000001,610000001614,
2,,Spine,3,3,Image 1,1,1,100000001,610000001615,
2,,Spine,3,3,Image 1,1,1,100000001,610000001616,
2,,Spine,3,3,Image 1,1,1,100000001,610000001617,
2,,Spine,3,2,Image 1,1,1,100000001,610000001618,
2,,Spine,3,2,Image 1,1,1,100000001,610000001619,
2,,Spine,3,0,Image 1,1,1,100000001,610000001620,
2,,Spine,3,2,Image 1,3,1,100000002,610000001631,
2,,Spine,3,1,Image 1,1,1,100000002,610000001640,
2,,Spine,3,1,Image 1,1,1,100000002,610000001641,
