
Soma Intensity Mean Ch=5 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
77.4206,,Soma,5,Image 1,1,100000000,800000000,
95.7153,,Soma,5,Image 1,1,100000001,800000001,
