
Spine Center Number of Voxel Ch=5 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
30,,Spine,5,0,Image 1,1,1,100000000,610000001959,
24,,Spine,5,3,Image 1,2,1,100000001,610000001982,
19,,Spine,5,3,Image 1,3,1,100000000,610000002000,
18,,Spine,5,3,Image 1,3,1,100000000,610000002017,
17,,Spine,5,3,Image 1,2,1,100000001,610000002033,
18,,Spine,5,0,Image 1,1,1,100000000,610000002050,
16,,Spine,5,0,Image 1,1,1,100000000,610000002065,
15,,Spine,5,0,Image 1,1,1,100000000,610000002079,
21,,Spine,5,5,Image 1,2,1,100000000,610000002099,
17,,Spine,5,5,Image 1,2,1,100000000,610000002115,
16,,Spine,5,5,Image 1,2,1,100000000,610000002130,
16,,Spine,5,5,Image 1,2,1,100000000,610000002145,
15,,Spine,5,5,Image 1,2,1,100000000,610000002159,
10,,Spine,5,1,Image 1,1,1,100000001,610000002168,
10,,Spine,5,0,Image 1,1,1,100000001,610000002177,
9,,Spine,5,0,Image 1,1,1,100000001,610000002185,
10,,Spine,5,4,Image 1,1,1,100000001,610000002194,
9,,Spine,5,4,Image 1,1,1,100000001,610000002202,
9,,Spine,5,4,Image 1,1,1,100000001,610000002210,
9,,Spine,5,4,Image 1,1,1,100000001,610000002218,
9,,Spine,5,0,Image 1,1,1,100000001,610000002226,
7,,Spine,5,0,Image 1,1,1,100000000,610000002232,
4,,Spine,5,0,Image 1,1,1,100000000,610000002235,
7,,Spine,5,5,Image 1,5,1,100000000,610000002241,
4,,Spine,5,5,Image 1,5,1,100000000,610000002244,
17,,Spine,5,0,Image 1,1,1,100000001,610000002260,
5,,Spine,5,3,Image 1,2,1,100000000,610000002264,
8,,Spine,5,0,Image 1,1,1,100000001,610000002272,
12,,Spine,5,0,Image 1,1,1,100000001,610000002283,
13,,Spine,5,3,Image 1,2,1,100000001,610000002295,
10,,Spine,5,3,Image 1,2,1,100000001,610000002304,
9,,Spine,5,3,Image 1,2,1,100000001,610000002312,
7,,Spine,5,3,Image 1,2,1,100000001,610000002318,
5,,Spine,5,4,Image 1,3,1,100000000,610000002326,
5,,Spine,5,2,Image 1,1,1,100000001,610000002330,
4,,Spine,5,0,Image 1,1,1,100000001,610000002333,
5,,Spine,5,0,Image 1,1,1,100000001,610000002338,
3,,Spine,5,0,Image 1,1,1,100000000,610000002342,
4,,Spine,5,0,Image 1,1,1,100000001,610000002345,
5,,Spine,5,0,Image 1,1,1,100000001,610000002349,
6,,Spine,5,0,Image 1,1,1,100000000,610000002355,
3,,Spine,5,0,Image 1,1,1,100000001,610000002358,
2,,Spine,5,0,Image 1,1,1,100000001,610000002360,
3,,Spine,5,0,Image 1,1,1,100000000,610000002363,
2,,Spine,5,0,Image 1,1,1,100000000,610000002365,
2,,Spine,5,0,Image 1,1,1,100000000,610000002367,
3,,Spine,5,2,Image 1,1,1,100000001,610000002370,
3,,Spine,5,4,Image 1,2,1,100000000,610000002373,
2,,Spine,5,0,Image 1,1,1,100000000,610000002376,
2,,Spine,5,0,Image 1,1,1,100000000,610000002381,
2,,Spine,5,0,Image 1,1,1,100000000,610000002387,
2,,Spine,5,0,Image 1,1,1,100000001,610000002389,
2,,Spine,5,0,Image 1,1,1,100000000,610000002393,
3,,Spine,5,2,Image 1,2,1,100000001,610000002399,
2,,Spine,5,0,Image 1,1,1,100000000,610000002401,
2,,Spine,5,0,Image 1,1,1,100000001,610000002404,
3,,Spine,5,4,Image 1,3,1,100000000,610000002412,
2,,Spine,5,4,Image 1,2,1,100000000,610000002426,
2,,Spine,5,1,Image 1,2,1,100000000,610000002427,
2,,Spine,5,4,Image 1,3,1,100000000,610000002430,
2,,Spine,5,4,Image 1,3,1,100000000,610000002431,
2,,Spine,5,8,Image 1,2,1,100000000,610000002432,
2,,Spine,5,5,Image 1,2,1,100000000,610000002433,
2,,Spine,5,5,Image 1,2,1,100000000,610000002434,
2,,Spine,5,4,Image 1,2,1,100000000,610000002435,
2,,Spine,5,4,Image 1,4,1,100000000,610000002436,
2,,Spine,5,4,Image 1,3,1,100000000,610000002437,
2,,Spine,5,3,Image 1,2,1,100000000,610000002443,
2,,Spine,5,3,Image 1,2,1,100000000,610000002444,
2,,Spine,5,3,Image 1,3,1,100000000,610000002445,
2,,Spine,5,6,Image 1,2,1,100000001,610000002446,
2,,Spine,5,5,Image 1,1,1,100000001,610000002447,
2,,Spine,5,2,Image 1,1,1,100000001,610000002448,
2,,Spine,5,0,Image 1,1,1,100000001,610000002449,
2,,Spine,5,3,Image 1,2,1,100000001,610000002450,
2,,Spine,5,3,Image 1,2,1,100000001,610000002451,
2,,Spine,5,2,Image 1,2,1,100000001,610000002452,
2,,Spine,5,1,Image 1,2,1,100000001,610000002453,
2,,Spine,5,3,Image 1,1,1,100000001,610000002454,
2,,Spine,5,2,Image 1,1,1,100000001,610000002455,
2,,Spine,5,1,Image 1,1,1,100000001,610000002456,
2,,Spine,5,1,Image 1,1,1,100000001,610000002457,
2,,Spine,5,0,Image 1,1,1,100000001,610000002458,
2,,Spine,5,0,Image 1,1,1,100000001,610000002459,
2,,Spine,5,0,Image 1,1,1,100000001,610000002462,
