
Segment Center Intensity Median Ch=6 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0.125,,Segment,6,2,Image 1,2,1,100000000,510000000119,
0.503906,,Segment,6,1,Image 1,1,1,100000000,510000000150,
1.00391,,Segment,6,0,Image 1,1,1,100000000,510000000180,
45,,Segment,6,4,Image 1,3,1,100000000,510000000203,
1.03125,,Segment,6,3,Image 1,2,1,100000000,510000000246,
1.00195,,Segment,6,2,Image 1,2,1,100000000,510000000254,
0.00195312,,Segment,6,1,Image 1,2,1,100000000,510000000292,
0.00195312,,Segment,6,0,Image 1,1,1,100000000,510000000308,
0.00195312,,Segment,6,4,Image 1,3,1,100000000,510000000369,
0.00195312,,Segment,6,2,Image 1,2,1,100000000,510000000394,
1.00391,,Segment,6,1,Image 1,2,1,100000000,510000000452,
0.00195312,,Segment,6,0,Image 1,1,1,100000000,510000000470,
1.00195,,Segment,6,8,Image 1,2,1,100000000,510000000504,
0.500977,,Segment,6,7,Image 1,2,1,100000000,510000000509,
0.00195312,,Segment,6,6,Image 1,2,1,100000000,510000000526,
0.00195312,,Segment,6,5,Image 1,2,1,100000000,510000000547,
0.00195312,,Segment,6,4,Image 1,2,1,100000000,510000000592,
0.00195312,,Segment,6,3,Image 1,3,1,100000000,510000000649,
0.000976562,,Segment,6,6,Image 1,3,1,100000000,510000000659,
0.00195312,,Segment,6,8,Image 1,3,1,100000000,510000000674,
0.500977,,Segment,6,7,Image 1,3,1,100000000,510000000677,
0.00195312,,Segment,6,4,Image 1,4,1,100000000,510000000721,
0,,Segment,6,3,Image 1,3,1,100000000,510000000725,
0.000976562,,Segment,6,2,Image 1,3,1,100000000,510000000733,
0.000976562,,Segment,6,5,Image 1,3,1,100000000,510000000737,
0.0625,,Segment,6,6,Image 1,2,1,100000001,510000000762,
3.5625,,Segment,6,5,Image 1,1,1,100000001,510000000777,
2.00781,,Segment,6,4,Image 1,1,1,100000001,510000000793,
0.00195312,,Segment,6,3,Image 1,1,1,100000001,510000000807,
2.01562,,Segment,6,2,Image 1,1,1,100000001,510000000829,
23.0312,,Segment,6,1,Image 1,1,1,100000001,510000000832,
0.00390625,,Segment,6,0,Image 1,1,1,100000001,510000000884,
0.25,,Segment,6,1,Image 1,1,1,100000000,510000000947,
0.00195312,,Segment,6,2,Image 1,3,1,100000000,510000000956,
2.5625,,Segment,6,4,Image 1,2,1,100000000,510000000969,
0.00195312,,Segment,6,4,Image 1,3,1,100000000,510000000995,
25.0625,,Segment,6,3,Image 1,3,1,100000000,510000001004,
0.125,,Segment,6,0,Image 1,1,1,100000000,510000001066,
1.00781,,Segment,6,4,Image 1,2,1,100000001,510000001085,
0.00195312,,Segment,6,5,Image 1,6,1,100000000,510000001100,
0.00195312,,Segment,6,4,Image 1,5,1,100000000,510000001115,
0.00195312,,Segment,6,3,Image 1,4,1,100000000,510000001136,
0.00195312,,Segment,6,5,Image 1,5,1,100000000,510000001146,
1.00195,,Segment,6,4,Image 1,1,1,100000000,510000001159,
1.00195,,Segment,6,3,Image 1,1,1,100000000,510000001182,
0.000976562,,Segment,6,2,Image 1,1,1,100000000,510000001189,
1.00391,,Segment,6,4,Image 1,2,1,100000000,510000001197,
0.0625,,Segment,6,6,Image 1,1,1,100000001,510000001211,
0.125,,Segment,6,3,Image 1,2,1,100000001,510000001275,
1.00391,,Segment,6,2,Image 1,1,1,100000001,510000001280,
1.00391,,Segment,6,1,Image 1,1,1,100000001,510000001292,
1.50391,,Segment,6,0,Image 1,1,1,100000001,510000001310,
0.000976562,,Segment,6,3,Image 1,2,1,100000000,510000001314,
0.00195312,,Segment,6,4,Image 1,4,1,100000000,510000001319,
186.25,,Segment,6,6,Image 1,3,1,100000001,510000001325,
62.125,,Segment,6,5,Image 1,2,1,100000001,510000001327,
123.125,,Segment,6,6,Image 1,2,1,100000001,510000001331,
0.00390625,,Segment,6,2,Image 1,3,1,100000001,510000001344,
1.01562,,Segment,6,1,Image 1,2,1,100000001,510000001373,
2.00391,,Segment,6,0,Image 1,1,1,100000001,510000001376,
1.0625,,Segment,6,4,Image 1,3,1,100000001,510000001409,
0,,Segment,6,3,Image 1,2,1,100000001,510000001417,
1.125,,Segment,6,4,Image 1,2,1,100000001,510000001425,
0.00390625,,Segment,6,3,Image 1,3,1,100000001,510000001429,
1.00391,,Segment,6,2,Image 1,2,1,100000001,510000001446,
0.503906,,Segment,6,3,Image 1,2,1,100000001,510000001449,
0.125,,Segment,6,3,Image 1,2,1,100000001,510000001458,
0.00390625,,Segment,6,2,Image 1,1,1,100000001,510000001480,
0.00390625,,Segment,6,1,Image 1,1,1,100000001,510000001484,
0.00195312,,Segment,6,1,Image 1,2,1,100000000,510000001499,
0.125,,Segment,6,3,Image 1,3,1,100000001,510000001527,
12.625,,Segment,6,2,Image 1,2,1,100000001,510000001536,
0.015625,,Segment,6,2,Image 1,2,1,100000001,510000001556,
0.00195312,,Segment,6,0,Image 1,1,1,100000000,510000001572,
6.125,,Segment,6,4,Image 1,2,1,100000001,510000001598,
0.00390625,,Segment,6,3,Image 1,1,1,100000001,510000001615,
1.00195,,Segment,6,4,Image 1,1,1,100000001,510000001622,
23.0156,,Segment,6,1,Image 1,2,1,100000001,510000001624,
2.50781,,Segment,6,4,Image 1,3,1,100000001,510000001629,
73.125,,Segment,6,3,Image 1,2,1,100000001,510000001631,
2.00781,,Segment,6,4,Image 1,2,1,100000001,510000001636,
1.50391,,Segment,6,3,Image 1,1,1,100000001,510000001643,
1.00781,,Segment,6,1,Image 1,1,1,100000000,510000001661,
1.00195,,Segment,6,0,Image 1,1,1,100000001,510000001684,
0.00195312,,Segment,6,0,Image 1,1,1,100000000,510000001696,
2.25,,Segment,6,0,Image 1,1,1,100000001,510000001723,
0.00195312,,Segment,6,2,Image 1,2,1,100000001,510000001734,
0.501953,,Segment,6,1,Image 1,2,1,100000001,510000001737,
1.00195,,Segment,6,0,Image 1,1,1,100000001,510000001747,
0.000976562,,Segment,6,0,Image 1,1,1,100000001,510000001765,
1,,Segment,6,2,Image 1,2,1,100000001,510000001768,
0.000976562,,Segment,6,0,Image 1,1,1,100000001,510000001787,
0.500977,,Segment,6,3,Image 1,2,1,100000000,510000001790,
0,,Segment,6,2,Image 1,3,1,100000001,510000001795,
