
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
7.69172,,Surface,3,Image 1,1,0,
8.66099,,Surface,3,Image 1,1,1,
