
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
70.8065,°,Segment,2,2,1,100000000,510000000119,
58.6452,°,Segment,1,1,1,100000000,510000000150,
0,°,Segment,0,1,1,100000000,510000000180,
89.3516,°,Segment,4,3,1,100000000,510000000203,
68.6886,°,Segment,3,2,1,100000000,510000000246,
15.8722,°,Segment,2,2,1,100000000,510000000254,
13.2055,°,Segment,1,2,1,100000000,510000000292,
0,°,Segment,0,1,1,100000000,510000000308,
40.1173,°,Segment,4,3,1,100000000,510000000369,
66.8877,°,Segment,2,2,1,100000000,510000000394,
20.8279,°,Segment,1,2,1,100000000,510000000452,
0,°,Segment,0,1,1,100000000,510000000470,
48.6599,°,Segment,8,2,1,100000000,510000000504,
24.2619,°,Segment,7,2,1,100000000,510000000509,
33.6339,°,Segment,6,2,1,100000000,510000000526,
62.6372,°,Segment,5,2,1,100000000,510000000547,
64.9581,°,Segment,4,2,1,100000000,510000000592,
69.6354,°,Segment,3,3,1,100000000,510000000649,
34.2952,°,Segment,6,3,1,100000000,510000000659,
64.931,°,Segment,8,3,1,100000000,510000000674,
63.1962,°,Segment,7,3,1,100000000,510000000677,
60.2342,°,Segment,4,4,1,100000000,510000000721,
53.5735,°,Segment,3,3,1,100000000,510000000725,
71.4432,°,Segment,2,3,1,100000000,510000000733,
129.596,°,Segment,5,3,1,100000000,510000000737,
37.7371,°,Segment,6,2,1,100000001,510000000762,
43.4311,°,Segment,5,1,1,100000001,510000000777,
67.9867,°,Segment,4,1,1,100000001,510000000793,
56.3274,°,Segment,3,1,1,100000001,510000000807,
52.1934,°,Segment,2,1,1,100000001,510000000829,
37.4197,°,Segment,1,1,1,100000001,510000000832,
0,°,Segment,0,1,1,100000001,510000000884,
28.3056,°,Segment,1,1,1,100000000,510000000947,
85.243,°,Segment,2,3,1,100000000,510000000956,
83.0743,°,Segment,4,2,1,100000000,510000000969,
17.3851,°,Segment,4,3,1,100000000,510000000995,
64.884,°,Segment,3,3,1,100000000,510000001004,
0,°,Segment,0,1,1,100000000,510000001066,
112.548,°,Segment,4,2,1,100000001,510000001085,
28.726,°,Segment,5,6,1,100000000,510000001100,
52.1962,°,Segment,4,5,1,100000000,510000001115,
52.9655,°,Segment,3,4,1,100000000,510000001136,
86.1075,°,Segment,5,5,1,100000000,510000001146,
64.0014,°,Segment,4,1,1,100000000,510000001159,
49.2009,°,Segment,3,1,1,100000000,510000001182,
47.1053,°,Segment,2,1,1,100000000,510000001189,
34.1849,°,Segment,4,2,1,100000000,510000001197,
72.8828,°,Segment,6,1,1,100000001,510000001211,
3.64099,°,Segment,3,2,1,100000001,510000001275,
81.4584,°,Segment,2,1,1,100000001,510000001280,
11.8282,°,Segment,1,1,1,100000001,510000001292,
0,°,Segment,0,1,1,100000001,510000001310,
48.9431,°,Segment,3,2,1,100000000,510000001314,
130.676,°,Segment,4,4,1,100000000,510000001319,
69.7239,°,Segment,6,3,1,100000001,510000001325,
72.8017,°,Segment,5,2,1,100000001,510000001327,
75.6193,°,Segment,6,2,1,100000001,510000001331,
32.0037,°,Segment,2,3,1,100000001,510000001344,
27.3976,°,Segment,1,2,1,100000001,510000001373,
0,°,Segment,0,1,1,100000001,510000001376,
24.6324,°,Segment,4,3,1,100000001,510000001409,
83.454,°,Segment,3,2,1,100000001,510000001417,
78.2431,°,Segment,4,2,1,100000001,510000001425,
69.0521,°,Segment,3,3,1,100000001,510000001429,
73.146,°,Segment,2,2,1,100000001,510000001446,
69.1768,°,Segment,3,2,1,100000001,510000001449,
78.3784,°,Segment,3,2,1,100000001,510000001458,
53.0775,°,Segment,2,1,1,100000001,510000001480,
84.3299,°,Segment,1,1,1,100000001,510000001484,
85.4334,°,Segment,1,2,1,100000000,510000001499,
103.504,°,Segment,3,3,1,100000001,510000001527,
53.2016,°,Segment,2,2,1,100000001,510000001536,
51.755,°,Segment,2,2,1,100000001,510000001556,
0,°,Segment,0,1,1,100000000,510000001572,
120.602,°,Segment,4,2,1,100000001,510000001598,
24.0954,°,Segment,3,1,1,100000001,510000001615,
33.3019,°,Segment,4,1,1,100000001,510000001622,
98.8531,°,Segment,1,2,1,100000001,510000001624,
79.7724,°,Segment,4,3,1,100000001,510000001629,
52.9221,°,Segment,3,2,1,100000001,510000001631,
42.8357,°,Segment,4,2,1,100000001,510000001636,
14.8716,°,Segment,3,1,1,100000001,510000001643,
53.8902,°,Segment,1,1,1,100000000,510000001661,
0,°,Segment,0,1,1,100000001,510000001684,
0,°,Segment,0,1,1,100000000,510000001696,
0,°,Segment,0,1,1,100000001,510000001723,
11.7136,°,Segment,2,2,1,100000001,510000001734,
96.5299,°,Segment,1,2,1,100000001,510000001737,
0,°,Segment,0,1,1,100000001,510000001747,
0,°,Segment,0,1,1,100000001,510000001765,
73.6914,°,Segment,2,2,1,100000001,510000001768,
0,°,Segment,0,1,1,100000001,510000001787,
17.778,°,Segment,3,2,1,100000000,510000001790,
80.732,°,Segment,2,3,1,100000001,510000001795,
