
Intensity Sum of Square Ch=1 Img=1
 ==================== 
Intensity Sum of Square,Unit,Category,Channel,Image,Time,ID,
3.17198e+08,,Surface,1,Image 1,1,0,
2.77165e+08,,Surface,1,Image 1,1,1,
