
Segment Center Number of Voxel Ch=4 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
119,,Segment,4,2,Image 1,2,1,100000000,510000000119,
32,,Segment,4,1,Image 1,1,1,100000000,510000000150,
22,,Segment,4,0,Image 1,1,1,100000000,510000000180,
16,,Segment,4,4,Image 1,3,1,100000000,510000000203,
44,,Segment,4,3,Image 1,2,1,100000000,510000000246,
9,,Segment,4,2,Image 1,2,1,100000000,510000000254,
39,,Segment,4,1,Image 1,2,1,100000000,510000000292,
11,,Segment,4,0,Image 1,1,1,100000000,510000000308,
62,,Segment,4,4,Image 1,3,1,100000000,510000000369,
25,,Segment,4,2,Image 1,2,1,100000000,510000000394,
59,,Segment,4,1,Image 1,2,1,100000000,510000000452,
5,,Segment,4,0,Image 1,1,1,100000000,510000000470,
32,,Segment,4,8,Image 1,2,1,100000000,510000000504,
6,,Segment,4,7,Image 1,2,1,100000000,510000000509,
18,,Segment,4,6,Image 1,2,1,100000000,510000000526,
22,,Segment,4,5,Image 1,2,1,100000000,510000000547,
46,,Segment,4,4,Image 1,2,1,100000000,510000000592,
58,,Segment,4,3,Image 1,3,1,100000000,510000000649,
11,,Segment,4,6,Image 1,3,1,100000000,510000000659,
12,,Segment,4,8,Image 1,3,1,100000000,510000000674,
4,,Segment,4,7,Image 1,3,1,100000000,510000000677,
44,,Segment,4,4,Image 1,4,1,100000000,510000000721,
5,,Segment,4,3,Image 1,3,1,100000000,510000000725,
9,,Segment,4,2,Image 1,3,1,100000000,510000000733,
5,,Segment,4,5,Image 1,3,1,100000000,510000000737,
26,,Segment,4,6,Image 1,2,1,100000001,510000000762,
16,,Segment,4,5,Image 1,1,1,100000001,510000000777,
17,,Segment,4,4,Image 1,1,1,100000001,510000000793,
15,,Segment,4,3,Image 1,1,1,100000001,510000000807,
23,,Segment,4,2,Image 1,1,1,100000001,510000000829,
4,,Segment,4,1,Image 1,1,1,100000001,510000000832,
49,,Segment,4,0,Image 1,1,1,100000001,510000000884,
54,,Segment,4,1,Image 1,1,1,100000000,510000000947,
10,,Segment,4,2,Image 1,3,1,100000000,510000000956,
14,,Segment,4,4,Image 1,2,1,100000000,510000000969,
27,,Segment,4,4,Image 1,3,1,100000000,510000000995,
10,,Segment,4,3,Image 1,3,1,100000000,510000001004,
55,,Segment,4,0,Image 1,1,1,100000000,510000001066,
11,,Segment,4,4,Image 1,2,1,100000001,510000001085,
