
Segment Orientation Angle
 ==================== 
Segment Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-24.4686,°,Segment,2,2,1,100000000,510000000119,
-85.0511,°,Segment,1,1,1,100000000,510000000150,
-88.2541,°,Segment,0,1,1,100000000,510000000180,
-85.8361,°,Segment,4,3,1,100000000,510000000203,
142.343,°,Segment,3,2,1,100000000,510000000246,
122.226,°,Segment,2,2,1,100000000,510000000254,
125.704,°,Segment,1,2,1,100000000,510000000292,
133.618,°,Segment,0,1,1,100000000,510000000308,
-49.5214,°,Segment,4,3,1,100000000,510000000369,
-80.7003,°,Segment,2,2,1,100000000,510000000394,
-23.5527,°,Segment,1,2,1,100000000,510000000452,
-11.0124,°,Segment,0,1,1,100000000,510000000470,
-70.1895,°,Segment,8,2,1,100000000,510000000504,
-55.7845,°,Segment,7,2,1,100000000,510000000509,
-80.5714,°,Segment,6,2,1,100000000,510000000526,
-47.4709,°,Segment,5,2,1,100000000,510000000547,
-17.1536,°,Segment,4,2,1,100000000,510000000592,
-28.9561,°,Segment,3,3,1,100000000,510000000649,
-31.744,°,Segment,6,3,1,100000000,510000000659,
-56.3259,°,Segment,8,3,1,100000000,510000000674,
-121.634,°,Segment,7,3,1,100000000,510000000677,
-67.2526,°,Segment,4,4,1,100000000,510000000721,
80.7607,°,Segment,3,3,1,100000000,510000000725,
44.1177,°,Segment,2,3,1,100000000,510000000733,
-70.642,°,Segment,5,3,1,100000000,510000000737,
-127.039,°,Segment,6,2,1,100000001,510000000762,
-48.0245,°,Segment,5,1,1,100000001,510000000777,
-37.4269,°,Segment,4,1,1,100000001,510000000793,
-66.7247,°,Segment,3,1,1,100000001,510000000807,
-35.2905,°,Segment,2,1,1,100000001,510000000829,
10.244,°,Segment,1,1,1,100000001,510000000832,
-25.9607,°,Segment,0,1,1,100000001,510000000884,
141.55,°,Segment,1,1,1,100000000,510000000947,
49.9801,°,Segment,2,3,1,100000000,510000000956,
121.553,°,Segment,4,2,1,100000000,510000000969,
42.1556,°,Segment,4,3,1,100000000,510000000995,
50.7759,°,Segment,3,3,1,100000000,510000001004,
-92.4913,°,Segment,0,1,1,100000000,510000001066,
-25.1697,°,Segment,4,2,1,100000001,510000001085,
24.6353,°,Segment,5,6,1,100000000,510000001100,
29.5085,°,Segment,4,5,1,100000000,510000001115,
10.4958,°,Segment,3,4,1,100000000,510000001136,
3.46702,°,Segment,5,5,1,100000000,510000001146,
-179.921,°,Segment,4,1,1,100000000,510000001159,
-156.354,°,Segment,3,1,1,100000000,510000001182,
-138.469,°,Segment,2,1,1,100000000,510000001189,
167.737,°,Segment,4,2,1,100000000,510000001197,
82.3645,°,Segment,6,1,1,100000001,510000001211,
166.969,°,Segment,3,2,1,100000001,510000001275,
168.675,°,Segment,2,1,1,100000001,510000001280,
-177.557,°,Segment,1,1,1,100000001,510000001292,
-177.342,°,Segment,0,1,1,100000001,510000001310,
167.945,°,Segment,3,2,1,100000000,510000001314,
152.559,°,Segment,4,4,1,100000000,510000001319,
60.2276,°,Segment,6,3,1,100000001,510000001325,
31.9917,°,Segment,5,2,1,100000001,510000001327,
58.3613,°,Segment,6,2,1,100000001,510000001331,
31.0747,°,Segment,2,3,1,100000001,510000001344,
59.6887,°,Segment,1,2,1,100000001,510000001373,
70.7751,°,Segment,0,1,1,100000001,510000001376,
-160.497,°,Segment,4,3,1,100000001,510000001409,
-114.891,°,Segment,3,2,1,100000001,510000001417,
-174.093,°,Segment,4,2,1,100000001,510000001425,
163.816,°,Segment,3,3,1,100000001,510000001429,
-26.1009,°,Segment,2,2,1,100000001,510000001446,
-5.00715,°,Segment,3,2,1,100000001,510000001449,
-104.572,°,Segment,3,2,1,100000001,510000001458,
107.536,°,Segment,2,1,1,100000001,510000001480,
106.824,°,Segment,1,1,1,100000001,510000001484,
-161.944,°,Segment,1,2,1,100000000,510000001499,
107.434,°,Segment,3,3,1,100000001,510000001527,
112.141,°,Segment,2,2,1,100000001,510000001536,
-51.5912,°,Segment,2,2,1,100000001,510000001556,
108.14,°,Segment,0,1,1,100000000,510000001572,
-9.6651,°,Segment,4,2,1,100000001,510000001598,
105.905,°,Segment,3,1,1,100000001,510000001615,
160.222,°,Segment,4,1,1,100000001,510000001622,
-145.111,°,Segment,1,2,1,100000001,510000001624,
-42.4852,°,Segment,4,3,1,100000001,510000001629,
-63.769,°,Segment,3,2,1,100000001,510000001631,
120.401,°,Segment,4,2,1,100000001,510000001636,
-172.731,°,Segment,3,1,1,100000001,510000001643,
19.7878,°,Segment,1,1,1,100000000,510000001661,
-23.2825,°,Segment,0,1,1,100000001,510000001684,
-167.294,°,Segment,0,1,1,100000000,510000001696,
7.34604,°,Segment,0,1,1,100000001,510000001723,
115.524,°,Segment,2,2,1,100000001,510000001734,
123.775,°,Segment,1,2,1,100000001,510000001737,
-127.505,°,Segment,0,1,1,100000001,510000001747,
95.4989,°,Segment,0,1,1,100000001,510000001765,
128.917,°,Segment,2,2,1,100000001,510000001768,
90.2849,°,Segment,0,1,1,100000001,510000001787,
-84.8978,°,Segment,3,2,1,100000000,510000001790,
3.72534,°,Segment,2,3,1,100000001,510000001795,
