
Spine Orientation Angle
 ==================== 
Spine Orientation Angle,Unit,Category,Depth,Level,Time,FilamentID,ID,
-138.104,°,Spine,0,1,1,100000000,610000001959,
-142.747,°,Spine,3,2,1,100000001,610000001982,
-43.7602,°,Spine,3,3,1,100000000,610000002000,
-33.8517,°,Spine,3,3,1,100000000,610000002017,
-125.408,°,Spine,3,2,1,100000001,610000002033,
-170.002,°,Spine,0,1,1,100000000,610000002050,
-171.538,°,Spine,0,1,1,100000000,610000002065,
-172.343,°,Spine,0,1,1,100000000,610000002079,
19.4004,°,Spine,5,2,1,100000000,610000002099,
24.8959,°,Spine,5,2,1,100000000,610000002115,
12.7603,°,Spine,5,2,1,100000000,610000002130,
22.587,°,Spine,5,2,1,100000000,610000002145,
15.5424,°,Spine,5,2,1,100000000,610000002159,
-18.8252,°,Spine,1,1,1,100000001,610000002168,
169.003,°,Spine,0,1,1,100000001,610000002177,
156.151,°,Spine,0,1,1,100000001,610000002185,
145.713,°,Spine,4,1,1,100000001,610000002194,
141.655,°,Spine,4,1,1,100000001,610000002202,
152.335,°,Spine,4,1,1,100000001,610000002210,
121.768,°,Spine,4,1,1,100000001,610000002218,
-129.1,°,Spine,0,1,1,100000001,610000002226,
68.8362,°,Spine,0,1,1,100000000,610000002232,
59.5333,°,Spine,0,1,1,100000000,610000002235,
118.148,°,Spine,5,5,1,100000000,610000002241,
106.377,°,Spine,5,5,1,100000000,610000002244,
-95.0489,°,Spine,0,1,1,100000001,610000002260,
-12.7005,°,Spine,3,2,1,100000000,610000002264,
-49.5771,°,Spine,0,1,1,100000001,610000002272,
-111.526,°,Spine,0,1,1,100000001,610000002283,
-154.748,°,Spine,3,2,1,100000001,610000002295,
-150.347,°,Spine,3,2,1,100000001,610000002304,
-137.792,°,Spine,3,2,1,100000001,610000002312,
-139.5,°,Spine,3,2,1,100000001,610000002318,
132.108,°,Spine,4,3,1,100000000,610000002326,
18.9994,°,Spine,2,1,1,100000001,610000002330,
-132.876,°,Spine,0,1,1,100000001,610000002333,
-48.4166,°,Spine,0,1,1,100000001,610000002338,
0.664751,°,Spine,0,1,1,100000000,610000002342,
-155.185,°,Spine,0,1,1,100000001,610000002345,
126.526,°,Spine,0,1,1,100000001,610000002349,
-45.619,°,Spine,0,1,1,100000000,610000002355,
-23.4498,°,Spine,0,1,1,100000001,610000002358,
-49.6583,°,Spine,0,1,1,100000001,610000002360,
-15.589,°,Spine,0,1,1,100000000,610000002363,
6.25403,°,Spine,0,1,1,100000000,610000002365,
11.646,°,Spine,0,1,1,100000000,610000002367,
-41.3242,°,Spine,2,1,1,100000001,610000002370,
16.9564,°,Spine,4,2,1,100000000,610000002373,
-36.2159,°,Spine,0,1,1,100000000,610000002376,
68.6063,°,Spine,0,1,1,100000000,610000002381,
75.5432,°,Spine,0,1,1,100000000,610000002387,
174.398,°,Spine,0,1,1,100000001,610000002389,
149.083,°,Spine,0,1,1,100000000,610000002393,
-108.358,°,Spine,2,2,1,100000001,610000002399,
99.6014,°,Spine,0,1,1,100000000,610000002401,
-15.3179,°,Spine,0,1,1,100000001,610000002404,
63.086,°,Spine,4,3,1,100000000,610000002412,
33.3092,°,Spine,4,2,1,100000000,610000002426,
139.835,°,Spine,1,2,1,100000000,610000002427,
-87.312,°,Spine,4,3,1,100000000,610000002430,
11.4142,°,Spine,4,3,1,100000000,610000002431,
-3.67366,°,Spine,8,2,1,100000000,610000002432,
10.3894,°,Spine,5,2,1,100000000,610000002433,
-25.8398,°,Spine,5,2,1,100000000,610000002434,
166.046,°,Spine,4,2,1,100000000,610000002435,
-32.8251,°,Spine,4,4,1,100000000,610000002436,
87.9021,°,Spine,4,3,1,100000000,610000002437,
94.6837,°,Spine,3,2,1,100000000,610000002443,
-146.929,°,Spine,3,2,1,100000000,610000002444,
37.3298,°,Spine,3,3,1,100000000,610000002445,
-34.5388,°,Spine,6,2,1,100000001,610000002446,
-0.360866,°,Spine,5,1,1,100000001,610000002447,
3.88001,°,Spine,2,1,1,100000001,610000002448,
-157.462,°,Spine,0,1,1,100000001,610000002449,
-12.267,°,Spine,3,2,1,100000001,610000002450,
157.406,°,Spine,3,2,1,100000001,610000002451,
-109.147,°,Spine,2,2,1,100000001,610000002452,
41.4949,°,Spine,1,2,1,100000001,610000002453,
132.61,°,Spine,3,1,1,100000001,610000002454,
-18.1292,°,Spine,2,1,1,100000001,610000002455,
82.5232,°,Spine,1,1,1,100000001,610000002456,
175.173,°,Spine,1,1,1,100000001,610000002457,
150.388,°,Spine,0,1,1,100000001,610000002458,
-41.9525,°,Spine,0,1,1,100000001,610000002459,
172.771,°,Spine,0,1,1,100000001,610000002462,
