
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
12.0707,µm^2,Spine,0,1,1,100000000,610000001959,
11.9795,µm^2,Spine,3,2,1,100000001,610000001982,
16.4824,µm^2,Spine,3,3,1,100000000,610000002000,
17.1077,µm^2,Spine,3,3,1,100000000,610000002017,
7.66926,µm^2,Spine,3,2,1,100000001,610000002033,
10.2872,µm^2,Spine,0,1,1,100000000,610000002050,
10.7948,µm^2,Spine,0,1,1,100000000,610000002065,
7.79505,µm^2,Spine,0,1,1,100000000,610000002079,
21.4329,µm^2,Spine,5,2,1,100000000,610000002099,
18.7114,µm^2,Spine,5,2,1,100000000,610000002115,
14.5696,µm^2,Spine,5,2,1,100000000,610000002130,
13.5467,µm^2,Spine,5,2,1,100000000,610000002145,
13.6537,µm^2,Spine,5,2,1,100000000,610000002159,
8.17401,µm^2,Spine,1,1,1,100000001,610000002168,
11.2451,µm^2,Spine,0,1,1,100000001,610000002177,
10.2471,µm^2,Spine,0,1,1,100000001,610000002185,
11.4019,µm^2,Spine,4,1,1,100000001,610000002194,
12.9504,µm^2,Spine,4,1,1,100000001,610000002202,
10.3611,µm^2,Spine,4,1,1,100000001,610000002210,
11.1716,µm^2,Spine,4,1,1,100000001,610000002218,
10.2291,µm^2,Spine,0,1,1,100000001,610000002226,
10.6961,µm^2,Spine,0,1,1,100000000,610000002232,
6.44736,µm^2,Spine,0,1,1,100000000,610000002235,
5.12364,µm^2,Spine,5,5,1,100000000,610000002241,
2.65265,µm^2,Spine,5,5,1,100000000,610000002244,
15.5024,µm^2,Spine,0,1,1,100000001,610000002260,
4.21915,µm^2,Spine,3,2,1,100000000,610000002264,
23.7726,µm^2,Spine,0,1,1,100000001,610000002272,
10.6376,µm^2,Spine,0,1,1,100000001,610000002283,
17.3629,µm^2,Spine,3,2,1,100000001,610000002295,
15.6907,µm^2,Spine,3,2,1,100000001,610000002304,
15.4716,µm^2,Spine,3,2,1,100000001,610000002312,
11.5262,µm^2,Spine,3,2,1,100000001,610000002318,
8.29968,µm^2,Spine,4,3,1,100000000,610000002326,
6.84022,µm^2,Spine,2,1,1,100000001,610000002330,
6.11011,µm^2,Spine,0,1,1,100000001,610000002333,
12.7827,µm^2,Spine,0,1,1,100000001,610000002338,
3.8744,µm^2,Spine,0,1,1,100000000,610000002342,
8.0477,µm^2,Spine,0,1,1,100000001,610000002345,
5.64459,µm^2,Spine,0,1,1,100000001,610000002349,
7.85216,µm^2,Spine,0,1,1,100000000,610000002355,
2.85095,µm^2,Spine,0,1,1,100000001,610000002358,
5.68433,µm^2,Spine,0,1,1,100000001,610000002360,
7.01337,µm^2,Spine,0,1,1,100000000,610000002363,
0.843057,µm^2,Spine,0,1,1,100000000,610000002365,
2.1284,µm^2,Spine,0,1,1,100000000,610000002367,
5.7287,µm^2,Spine,2,1,1,100000001,610000002370,
4.05034,µm^2,Spine,4,2,1,100000000,610000002373,
7.80657,µm^2,Spine,0,1,1,100000000,610000002376,
5.08474,µm^2,Spine,0,1,1,100000000,610000002381,
0.730444,µm^2,Spine,0,1,1,100000000,610000002387,
2.95128,µm^2,Spine,0,1,1,100000001,610000002389,
5.47853,µm^2,Spine,0,1,1,100000000,610000002393,
2.43275,µm^2,Spine,2,2,1,100000001,610000002399,
3.12243,µm^2,Spine,0,1,1,100000000,610000002401,
2.47449,µm^2,Spine,0,1,1,100000001,610000002404,
6.44666,µm^2,Spine,4,3,1,100000000,610000002412,
2.28668,µm^2,Spine,4,2,1,100000000,610000002426,
2.3117,µm^2,Spine,1,2,1,100000000,610000002427,
3.60366,µm^2,Spine,4,3,1,100000000,610000002430,
4.34789,µm^2,Spine,4,3,1,100000000,610000002431,
1.86523,µm^2,Spine,8,2,1,100000000,610000002432,
1.76772,µm^2,Spine,5,2,1,100000000,610000002433,
1.00586,µm^2,Spine,5,2,1,100000000,610000002434,
1.69618,µm^2,Spine,4,2,1,100000000,610000002435,
5.86999,µm^2,Spine,4,4,1,100000000,610000002436,
6.46328,µm^2,Spine,4,3,1,100000000,610000002437,
1.07995,µm^2,Spine,3,2,1,100000000,610000002443,
1.96939,µm^2,Spine,3,2,1,100000000,610000002444,
2.75182,µm^2,Spine,3,3,1,100000000,610000002445,
1.94251,µm^2,Spine,6,2,1,100000001,610000002446,
2.66136,µm^2,Spine,5,1,1,100000001,610000002447,
1.76248,µm^2,Spine,2,1,1,100000001,610000002448,
2.0625,µm^2,Spine,0,1,1,100000001,610000002449,
3.14818,µm^2,Spine,3,2,1,100000001,610000002450,
2.7555,µm^2,Spine,3,2,1,100000001,610000002451,
1.48107,µm^2,Spine,2,2,1,100000001,610000002452,
3.39003,µm^2,Spine,1,2,1,100000001,610000002453,
1.07765,µm^2,Spine,3,1,1,100000001,610000002454,
4.14639,µm^2,Spine,2,1,1,100000001,610000002455,
6.1251,µm^2,Spine,1,1,1,100000001,610000002456,
3.13721,µm^2,Spine,1,1,1,100000001,610000002457,
3.3255,µm^2,Spine,0,1,1,100000001,610000002458,
1.92587,µm^2,Spine,0,1,1,100000001,610000002459,
2.7418,µm^2,Spine,0,1,1,100000001,610000002462,
