
Spine Number of Voxel Ch=1 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
166,,Spine,1,0,Image 1,1,1,100000000,610000001959,
192,,Spine,1,3,Image 1,2,1,100000001,610000001982,
287,,Spine,1,3,Image 1,3,1,100000000,610000002000,
303,,Spine,1,3,Image 1,3,1,100000000,610000002017,
142,,Spine,1,3,Image 1,2,1,100000001,610000002033,
176,,Spine,1,0,Image 1,1,1,100000000,610000002050,
183,,Spine,1,0,Image 1,1,1,100000000,610000002065,
120,,Spine,1,0,Image 1,1,1,100000000,610000002079,
609,,Spine,1,5,Image 1,2,1,100000000,610000002099,
521,,Spine,1,5,Image 1,2,1,100000000,610000002115,
415,,Spine,1,5,Image 1,2,1,100000000,610000002130,
392,,Spine,1,5,Image 1,2,1,100000000,610000002145,
418,,Spine,1,5,Image 1,2,1,100000000,610000002159,
182,,Spine,1,1,Image 1,1,1,100000001,610000002168,
288,,Spine,1,0,Image 1,1,1,100000001,610000002177,
274,,Spine,1,0,Image 1,1,1,100000001,610000002185,
427,,Spine,1,4,Image 1,1,1,100000001,610000002194,
491,,Spine,1,4,Image 1,1,1,100000001,610000002202,
404,,Spine,1,4,Image 1,1,1,100000001,610000002210,
420,,Spine,1,4,Image 1,1,1,100000001,610000002218,
262,,Spine,1,0,Image 1,1,1,100000001,610000002226,
228,,Spine,1,0,Image 1,1,1,100000000,610000002232,
163,,Spine,1,0,Image 1,1,1,100000000,610000002235,
91,,Spine,1,5,Image 1,5,1,100000000,610000002241,
58,,Spine,1,5,Image 1,5,1,100000000,610000002244,
335,,Spine,1,0,Image 1,1,1,100000001,610000002260,
89,,Spine,1,3,Image 1,2,1,100000000,610000002264,
1214,,Spine,1,0,Image 1,1,1,100000001,610000002272,
255,,Spine,1,0,Image 1,1,1,100000001,610000002283,
521,,Spine,1,3,Image 1,2,1,100000001,610000002295,
476,,Spine,1,3,Image 1,2,1,100000001,610000002304,
469,,Spine,1,3,Image 1,2,1,100000001,610000002312,
330,,Spine,1,3,Image 1,2,1,100000001,610000002318,
198,,Spine,1,4,Image 1,3,1,100000000,610000002326,
190,,Spine,1,2,Image 1,1,1,100000001,610000002330,
205,,Spine,1,0,Image 1,1,1,100000001,610000002333,
236,,Spine,1,0,Image 1,1,1,100000001,610000002338,
137,,Spine,1,0,Image 1,1,1,100000000,610000002342,
118,,Spine,1,0,Image 1,1,1,100000001,610000002345,
77,,Spine,1,0,Image 1,1,1,100000001,610000002349,
253,,Spine,1,0,Image 1,1,1,100000000,610000002355,
30,,Spine,1,0,Image 1,1,1,100000001,610000002358,
106,,Spine,1,0,Image 1,1,1,100000001,610000002360,
231,,Spine,1,0,Image 1,1,1,100000000,610000002363,
28,,Spine,1,0,Image 1,1,1,100000000,610000002365,
163,,Spine,1,0,Image 1,1,1,100000000,610000002367,
139,,Spine,1,2,Image 1,1,1,100000001,610000002370,
75,,Spine,1,4,Image 1,2,1,100000000,610000002373,
401,,Spine,1,0,Image 1,1,1,100000000,610000002376,
184,,Spine,1,0,Image 1,1,1,100000000,610000002381,
58,,Spine,1,0,Image 1,1,1,100000000,610000002387,
215,,Spine,1,0,Image 1,1,1,100000001,610000002389,
176,,Spine,1,0,Image 1,1,1,100000000,610000002393,
138,,Spine,1,2,Image 1,2,1,100000001,610000002399,
133,,Spine,1,0,Image 1,1,1,100000000,610000002401,
93,,Spine,1,0,Image 1,1,1,100000001,610000002404,
205,,Spine,1,4,Image 1,3,1,100000000,610000002412,
41,,Spine,1,4,Image 1,2,1,100000000,610000002426,
54,,Spine,1,1,Image 1,2,1,100000000,610000002427,
301,,Spine,1,4,Image 1,3,1,100000000,610000002430,
327,,Spine,1,4,Image 1,3,1,100000000,610000002431,
70,,Spine,1,8,Image 1,2,1,100000000,610000002432,
105,,Spine,1,5,Image 1,2,1,100000000,610000002433,
60,,Spine,1,5,Image 1,2,1,100000000,610000002434,
219,,Spine,1,4,Image 1,2,1,100000000,610000002435,
160,,Spine,1,4,Image 1,4,1,100000000,610000002436,
181,,Spine,1,4,Image 1,3,1,100000000,610000002437,
19,,Spine,1,3,Image 1,2,1,100000000,610000002443,
63,,Spine,1,3,Image 1,2,1,100000000,610000002444,
62,,Spine,1,3,Image 1,3,1,100000000,610000002445,
40,,Spine,1,6,Image 1,2,1,100000001,610000002446,
291,,Spine,1,5,Image 1,1,1,100000001,610000002447,
172,,Spine,1,2,Image 1,1,1,100000001,610000002448,
164,,Spine,1,0,Image 1,1,1,100000001,610000002449,
65,,Spine,1,3,Image 1,2,1,100000001,610000002450,
110,,Spine,1,3,Image 1,2,1,100000001,610000002451,
117,,Spine,1,2,Image 1,2,1,100000001,610000002452,
389,,Spine,1,1,Image 1,2,1,100000001,610000002453,
48,,Spine,1,3,Image 1,1,1,100000001,610000002454,
116,,Spine,1,2,Image 1,1,1,100000001,610000002455,
208,,Spine,1,1,Image 1,1,1,100000001,610000002456,
167,,Spine,1,1,Image 1,1,1,100000001,610000002457,
411,,Spine,1,0,Image 1,1,1,100000001,610000002458,
74,,Spine,1,0,Image 1,1,1,100000001,610000002459,
289,,Spine,1,0,Image 1,1,1,100000001,610000002462,
