
Spine Part Length Head
 ==================== 
Spine Part Length Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2.46566,µm,Spine,Spine Part Length,0,1,1,100000000,610000001959,
1.95005,µm,Spine,Spine Part Length,3,2,1,100000001,610000001982,
1.61297,µm,Spine,Spine Part Length,3,3,1,100000000,610000002000,
1.9632,µm,Spine,Spine Part Length,3,3,1,100000000,610000002017,
1.13666,µm,Spine,Spine Part Length,3,2,1,100000001,610000002033,
1.57206,µm,Spine,Spine Part Length,0,1,1,100000000,610000002050,
1.67472,µm,Spine,Spine Part Length,0,1,1,100000000,610000002065,
1.19848,µm,Spine,Spine Part Length,0,1,1,100000000,610000002079,
1.91282,µm,Spine,Spine Part Length,5,2,1,100000000,610000002099,
2.12507,µm,Spine,Spine Part Length,5,2,1,100000000,610000002115,
1.38077,µm,Spine,Spine Part Length,5,2,1,100000000,610000002130,
1.18948,µm,Spine,Spine Part Length,5,2,1,100000000,610000002145,
1.40549,µm,Spine,Spine Part Length,5,2,1,100000000,610000002159,
1.35514,µm,Spine,Spine Part Length,1,1,1,100000001,610000002168,
1.4625,µm,Spine,Spine Part Length,0,1,1,100000001,610000002177,
1.51519,µm,Spine,Spine Part Length,0,1,1,100000001,610000002185,
1.26136,µm,Spine,Spine Part Length,4,1,1,100000001,610000002194,
1.609,µm,Spine,Spine Part Length,4,1,1,100000001,610000002202,
1.50076,µm,Spine,Spine Part Length,4,1,1,100000001,610000002210,
1.57022,µm,Spine,Spine Part Length,4,1,1,100000001,610000002218,
1.41391,µm,Spine,Spine Part Length,0,1,1,100000001,610000002226,
0.99749,µm,Spine,Spine Part Length,0,1,1,100000000,610000002232,
0.473609,µm,Spine,Spine Part Length,0,1,1,100000000,610000002235,
0.730354,µm,Spine,Spine Part Length,5,5,1,100000000,610000002241,
0.300906,µm,Spine,Spine Part Length,5,5,1,100000000,610000002244,
1.97872,µm,Spine,Spine Part Length,0,1,1,100000001,610000002260,
0.857592,µm,Spine,Spine Part Length,3,2,1,100000000,610000002264,
1.25658,µm,Spine,Spine Part Length,0,1,1,100000001,610000002272,
0.781245,µm,Spine,Spine Part Length,0,1,1,100000001,610000002283,
1.24343,µm,Spine,Spine Part Length,3,2,1,100000001,610000002295,
1.15338,µm,Spine,Spine Part Length,3,2,1,100000001,610000002304,
1.26598,µm,Spine,Spine Part Length,3,2,1,100000001,610000002312,
0.936228,µm,Spine,Spine Part Length,3,2,1,100000001,610000002318,
0.869299,µm,Spine,Spine Part Length,4,3,1,100000000,610000002326,
0.88758,µm,Spine,Spine Part Length,2,1,1,100000001,610000002330,
0.3125,µm,Spine,Spine Part Length,0,1,1,100000001,610000002333,
1.52007,µm,Spine,Spine Part Length,0,1,1,100000001,610000002338,
0.392253,µm,Spine,Spine Part Length,0,1,1,100000000,610000002342,
0.592735,µm,Spine,Spine Part Length,0,1,1,100000001,610000002345,
0.787486,µm,Spine,Spine Part Length,0,1,1,100000001,610000002349,
1.12421,µm,Spine,Spine Part Length,0,1,1,100000000,610000002355,
0.221778,µm,Spine,Spine Part Length,0,1,1,100000001,610000002358,
0.66846,µm,Spine,Spine Part Length,0,1,1,100000001,610000002360,
0.777596,µm,Spine,Spine Part Length,0,1,1,100000000,610000002363,
0.272363,µm,Spine,Spine Part Length,0,1,1,100000000,610000002365,
0.572917,µm,Spine,Spine Part Length,0,1,1,100000000,610000002367,
0.416667,µm,Spine,Spine Part Length,2,1,1,100000001,610000002370,
0.308797,µm,Spine,Spine Part Length,4,2,1,100000000,610000002373,
1.10038,µm,Spine,Spine Part Length,0,1,1,100000000,610000002376,
0.833041,µm,Spine,Spine Part Length,0,1,1,100000000,610000002381,
0.34096,µm,Spine,Spine Part Length,0,1,1,100000000,610000002387,
0.685355,µm,Spine,Spine Part Length,0,1,1,100000001,610000002389,
0.833333,µm,Spine,Spine Part Length,0,1,1,100000000,610000002393,
0.269947,µm,Spine,Spine Part Length,2,2,1,100000001,610000002399,
0.704947,µm,Spine,Spine Part Length,0,1,1,100000000,610000002401,
0.627557,µm,Spine,Spine Part Length,0,1,1,100000001,610000002404,
0.630124,µm,Spine,Spine Part Length,4,3,1,100000000,610000002412,
0.421528,µm,Spine,Spine Part Length,4,2,1,100000000,610000002426,
0.391613,µm,Spine,Spine Part Length,1,2,1,100000000,610000002427,
0.672481,µm,Spine,Spine Part Length,4,3,1,100000000,610000002430,
0.699855,µm,Spine,Spine Part Length,4,3,1,100000000,610000002431,
0.432943,µm,Spine,Spine Part Length,8,2,1,100000000,610000002432,
0.403646,µm,Spine,Spine Part Length,5,2,1,100000000,610000002433,
0.247396,µm,Spine,Spine Part Length,5,2,1,100000000,610000002434,
0.424631,µm,Spine,Spine Part Length,4,2,1,100000000,610000002435,
0.615165,µm,Spine,Spine Part Length,4,4,1,100000000,610000002436,
0.660844,µm,Spine,Spine Part Length,4,3,1,100000000,610000002437,
0.208333,µm,Spine,Spine Part Length,3,2,1,100000000,610000002443,
0.389303,µm,Spine,Spine Part Length,3,2,1,100000000,610000002444,
0.452726,µm,Spine,Spine Part Length,3,3,1,100000000,610000002445,
0.234375,µm,Spine,Spine Part Length,6,2,1,100000001,610000002446,
0.632126,µm,Spine,Spine Part Length,5,1,1,100000001,610000002447,
0.450625,µm,Spine,Spine Part Length,2,1,1,100000001,610000002448,
0.508677,µm,Spine,Spine Part Length,0,1,1,100000001,610000002449,
0.456704,µm,Spine,Spine Part Length,3,2,1,100000001,610000002450,
0.504196,µm,Spine,Spine Part Length,3,2,1,100000001,610000002451,
0.367956,µm,Spine,Spine Part Length,2,2,1,100000001,610000002452,
0.580825,µm,Spine,Spine Part Length,1,2,1,100000001,610000002453,
0.260417,µm,Spine,Spine Part Length,3,1,1,100000001,610000002454,
0.635951,µm,Spine,Spine Part Length,2,1,1,100000001,610000002455,
0.658784,µm,Spine,Spine Part Length,1,1,1,100000001,610000002456,
0.559772,µm,Spine,Spine Part Length,1,1,1,100000001,610000002457,
0.713594,µm,Spine,Spine Part Length,0,1,1,100000001,610000002458,
0.3125,µm,Spine,Spine Part Length,0,1,1,100000001,610000002459,
0.52069,µm,Spine,Spine Part Length,0,1,1,100000001,610000002462,
