
Intensity Sum Ch=5 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.51007e+06,,Surface,5,Image 1,1,0,
2.86634e+06,,Surface,5,Image 1,1,1,
