
Soma Intensity Median Ch=1 Img=1
 ==================== 
Soma Intensity Median,Unit,Category,Channel,Image,Time,FilamentID,ID,
76.0625,,Soma,1,Image 1,1,100000000,800000000,
93.0625,,Soma,1,Image 1,1,100000001,800000001,
