
Spine Center Number of Voxel Ch=3 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
15,,Spine,3,14,Image 1,6,1,100000001,610000003319,
11,,Spine,3,14,Image 1,6,1,100000001,610000003329,
5,,Spine,3,14,Image 1,6,1,100000001,610000003333,
14,,Spine,3,3,Image 1,2,1,100000000,610000003346,
4,,Spine,3,3,Image 1,2,1,100000000,610000003350,
3,,Spine,3,4,Image 1,1,1,100000001,610000003353,
5,,Spine,3,0,Image 1,1,1,100000001,610000003357,
3,,Spine,3,4,Image 1,4,1,100000000,610000003359,
3,,Spine,3,9,Image 1,5,1,100000000,610000003361,
10,,Spine,3,2,Image 1,3,1,100000001,610000003370,
8,,Spine,3,2,Image 1,1,1,100000000,610000003377,
10,,Spine,3,2,Image 1,1,1,100000000,610000003386,
4,,Spine,3,2,Image 1,2,1,100000000,610000003389,
4,,Spine,3,3,Image 1,1,1,100000000,610000003392,
5,,Spine,3,4,Image 1,3,1,100000001,610000003396,
3,,Spine,3,4,Image 1,3,1,100000001,610000003398,
3,,Spine,3,2,Image 1,2,1,100000001,610000003400,
4,,Spine,3,1,Image 1,1,1,100000001,610000003403,
3,,Spine,3,2,Image 1,1,1,100000001,610000003405,
3,,Spine,3,7,Image 1,5,1,100000000,610000003407,
4,,Spine,3,4,Image 1,1,1,100000001,610000003410,
3,,Spine,3,8,Image 1,3,1,100000000,610000003412,
3,,Spine,3,7,Image 1,1,1,100000001,610000003414,
10,,Spine,3,2,Image 1,2,1,100000000,610000003423,
3,,Spine,3,6,Image 1,3,1,100000000,610000003425,
4,,Spine,3,0,Image 1,1,1,100000001,610000003428,
3,,Spine,3,7,Image 1,4,1,100000000,610000003430,
3,,Spine,3,7,Image 1,4,1,100000000,610000003432,
3,,Spine,3,14,Image 1,6,1,100000001,610000003434,
3,,Spine,3,7,Image 1,2,1,100000001,610000003437,
3,,Spine,3,5,Image 1,4,1,100000001,610000003439,
4,,Spine,3,3,Image 1,3,1,100000001,610000003442,
3,,Spine,3,3,Image 1,2,1,100000000,610000003445,
10,,Spine,3,2,Image 1,2,1,100000000,610000003454,
3,,Spine,3,1,Image 1,2,1,100000000,610000003457,
3,,Spine,3,8,Image 1,4,1,100000000,610000003459,
4,,Spine,3,0,Image 1,1,1,100000000,610000003462,
3,,Spine,3,9,Image 1,5,1,100000000,610000003464,
6,,Spine,3,2,Image 1,1,1,100000000,610000003470,
3,,Spine,3,4,Image 1,3,1,100000000,610000003472,
5,,Spine,3,3,Image 1,2,1,100000000,610000003476,
3,,Spine,3,0,Image 1,1,1,100000001,610000003479,
3,,Spine,3,0,Image 1,1,1,100000001,610000003481,
4,,Spine,3,4,Image 1,3,1,100000001,610000003484,
4,,Spine,3,5,Image 1,4,1,100000001,610000003488,
6,,Spine,3,2,Image 1,3,1,100000001,610000003494,
3,,Spine,3,3,Image 1,2,1,100000001,610000003496,
4,,Spine,3,5,Image 1,2,1,100000000,610000003501,
3,,Spine,3,6,Image 1,3,1,100000000,610000003503,
4,,Spine,3,0,Image 1,1,1,100000000,610000003507,
3,,Spine,3,3,Image 1,2,1,100000000,610000003510,
9,,Spine,3,2,Image 1,2,1,100000000,610000003518,
3,,Spine,3,5,Image 1,3,1,100000000,610000003520,
4,,Spine,3,3,Image 1,3,1,100000001,610000003523,
3,,Spine,3,6,Image 1,3,1,100000001,610000003525,
3,,Spine,3,1,Image 1,1,1,100000000,610000003527,
3,,Spine,3,1,Image 1,1,1,100000000,610000003529,
3,,Spine,3,8,Image 1,2,1,100000001,610000003531,
4,,Spine,3,1,Image 1,2,1,100000000,610000003536,
3,,Spine,3,5,Image 1,2,1,100000000,610000003542,
3,,Spine,3,3,Image 1,1,1,100000000,610000003549,
3,,Spine,3,5,Image 1,2,1,100000000,610000003555,
2,,Spine,3,1,Image 1,2,1,100000000,610000003557,
4,,Spine,3,6,Image 1,2,1,100000000,610000003560,
3,,Spine,3,3,Image 1,2,1,100000000,610000003562,
3,,Spine,3,0,Image 1,1,1,100000001,610000003567,
4,,Spine,3,1,Image 1,1,1,100000000,610000003573,
3,,Spine,3,0,Image 1,1,1,100000001,610000003576,
3,,Spine,3,6,Image 1,2,1,100000001,610000003579,
3,,Spine,3,1,Image 1,1,1,100000000,610000003581,
3,,Spine,3,4,Image 1,3,1,100000001,610000003584,
2,,Spine,3,0,Image 1,1,1,100000001,610000003586,
3,,Spine,3,5,Image 1,2,1,100000000,610000003590,
3,,Spine,3,5,Image 1,3,1,100000000,610000003595,
3,,Spine,3,0,Image 1,1,1,100000001,610000003597,
4,,Spine,3,3,Image 1,2,1,100000000,610000003600,
3,,Spine,3,5,Image 1,3,1,100000000,610000003603,
3,,Spine,3,2,Image 1,3,1,100000001,610000003605,
3,,Spine,3,5,Image 1,2,1,100000001,610000003607,
3,,Spine,3,1,Image 1,2,1,100000000,610000003610,
3,,Spine,3,2,Image 1,2,1,100000000,610000003613,
4,,Spine,3,4,Image 1,2,1,100000000,610000003617,
2,,Spine,3,1,Image 1,2,1,100000000,610000003623,
2,,Spine,3,0,Image 1,1,1,100000001,610000003630,
3,,Spine,3,1,Image 1,1,1,100000001,610000003632,
3,,Spine,3,1,Image 1,2,1,100000000,610000003637,
2,,Spine,3,1,Image 1,2,1,100000000,610000003641,
4,,Spine,3,3,Image 1,2,1,100000000,610000003646,
2,,Spine,3,1,Image 1,2,1,100000000,610000003648,
