
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1473.15,µm,Segment,Segment Position,9,5,1,100000000,510000000022,
1472.78,µm,Segment,Segment Position,8,5,1,100000000,510000000061,
1472.36,µm,Segment,Segment Position,7,5,1,100000000,510000000070,
1473.35,µm,Segment,Segment Position,6,5,1,100000000,510000000099,
1472.97,µm,Segment,Segment Position,5,4,1,100000000,510000000186,
1471.51,µm,Segment,Segment Position,4,3,1,100000000,510000000229,
1471.48,µm,Segment,Segment Position,3,3,1,100000000,510000000233,
1471.88,µm,Segment,Segment Position,2,2,1,100000000,510000000255,
1471.84,µm,Segment,Segment Position,1,1,1,100000000,510000000257,
1471.77,µm,Segment,Segment Position,0,1,1,100000000,510000000288,
1472.7,µm,Segment,Segment Position,9,6,1,100000000,510000000299,
1472.76,µm,Segment,Segment Position,8,6,1,100000000,510000000316,
1472.37,µm,Segment,Segment Position,7,6,1,100000000,510000000319,
1472.28,µm,Segment,Segment Position,8,7,1,100000000,510000000322,
1472.4,µm,Segment,Segment Position,8,6,1,100000000,510000000329,
1471.09,µm,Segment,Segment Position,8,4,1,100000000,510000000345,
1471.85,µm,Segment,Segment Position,7,4,1,100000000,510000000350,
1472.38,µm,Segment,Segment Position,6,3,1,100000000,510000000362,
1472.02,µm,Segment,Segment Position,5,3,1,100000000,510000000427,
1473.28,µm,Segment,Segment Position,4,2,1,100000000,510000000439,
1473.03,µm,Segment,Segment Position,3,2,1,100000000,510000000497,
1471.96,µm,Segment,Segment Position,7,3,1,100000000,510000000500,
1472.66,µm,Segment,Segment Position,6,4,1,100000000,510000000504,
1472.58,µm,Segment,Segment Position,11,5,1,100000000,510000000508,
1472.11,µm,Segment,Segment Position,10,5,1,100000000,510000000514,
1472.35,µm,Segment,Segment Position,9,5,1,100000000,510000000530,
1472.35,µm,Segment,Segment Position,8,4,1,100000000,510000000540,
1472.87,µm,Segment,Segment Position,7,4,1,100000000,510000000552,
1473.03,µm,Segment,Segment Position,6,3,1,100000000,510000000571,
1472.2,µm,Segment,Segment Position,4,2,1,100000000,510000000596,
1471.7,µm,Segment,Segment Position,3,1,1,100000000,510000000598,
1471.78,µm,Segment,Segment Position,2,1,1,100000000,510000000601,
1471.23,µm,Segment,Segment Position,10,6,1,100000000,510000000622,
1472.42,µm,Segment,Segment Position,11,6,1,100000000,510000000626,
1472.76,µm,Segment,Segment Position,9,4,1,100000000,510000000632,
1472.17,µm,Segment,Segment Position,8,5,1,100000000,510000000636,
1471.04,µm,Segment,Segment Position,6,1,1,100000000,510000000651,
1470.95,µm,Segment,Segment Position,5,1,1,100000000,510000000657,
1470.59,µm,Segment,Segment Position,4,1,1,100000000,510000000666,
1470.43,µm,Segment,Segment Position,3,1,1,100000000,510000000695,
