
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,0,1,1,100000001,510000001442,
8,,Segment,8,4,1,100000000,510000001471,
7,,Segment,7,2,1,100000001,510000001495,
6,,Segment,6,1,1,100000001,510000001509,
5,,Segment,5,1,1,100000001,510000001517,
4,,Segment,4,1,1,100000001,510000001558,
3,,Segment,3,1,1,100000001,510000001567,
2,,Segment,2,1,1,100000001,510000001584,
1,,Segment,1,1,1,100000001,510000001599,
9,,Segment,9,2,1,100000001,510000001609,
7,,Segment,7,1,1,100000001,510000001618,
9,,Segment,9,5,1,100000000,510000001640,
8,,Segment,8,4,1,100000000,510000001660,
7,,Segment,7,4,1,100000000,510000001665,
6,,Segment,6,4,1,100000000,510000001668,
9,,Segment,9,3,1,100000001,510000001677,
14,,Segment,14,5,1,100000001,510000001684,
9,,Segment,9,4,1,100000000,510000001696,
8,,Segment,8,1,1,100000001,510000001700,
13,,Segment,13,4,1,100000001,510000001702,
7,,Segment,7,4,1,100000000,510000001707,
5,,Segment,5,2,1,100000000,510000001783,
4,,Segment,4,2,1,100000000,510000001788,
3,,Segment,3,2,1,100000000,510000001795,
2,,Segment,2,2,1,100000000,510000001822,
1,,Segment,1,1,1,100000000,510000001858,
0,,Segment,0,1,1,100000000,510000001863,
12,,Segment,12,3,1,100000001,510000001866,
6,,Segment,6,4,1,100000001,510000001874,
5,,Segment,5,4,1,100000001,510000001881,
4,,Segment,4,4,1,100000001,510000001884,
3,,Segment,3,3,1,100000001,510000001888,
2,,Segment,2,2,1,100000001,510000001908,
1,,Segment,1,1,1,100000001,510000001922,
0,,Segment,0,1,1,100000001,510000001935,
8,,Segment,8,3,1,100000001,510000001965,
7,,Segment,7,3,1,100000001,510000001967,
5,,Segment,5,4,1,100000001,510000001984,
4,,Segment,4,3,1,100000001,510000002002,
3,,Segment,3,3,1,100000001,510000002018,
6,,Segment,6,3,1,100000001,510000002025,
5,,Segment,5,3,1,100000001,510000002032,
4,,Segment,4,3,1,100000001,510000002035,
5,,Segment,5,3,1,100000001,510000002061,
5,,Segment,5,5,1,100000001,510000002068,
6,,Segment,6,5,1,100000001,510000002070,
7,,Segment,7,2,1,100000001,510000002077,
6,,Segment,6,2,1,100000001,510000002080,
6,,Segment,6,4,1,100000001,510000002082,
5,,Segment,5,4,1,100000001,510000002088,
7,,Segment,7,3,1,100000001,510000002093,
11,,Segment,11,4,1,100000001,510000002101,
5,,Segment,5,4,1,100000000,510000002116,
8,,Segment,8,5,1,100000000,510000002119,
6,,Segment,6,3,1,100000001,510000002141,
5,,Segment,5,2,1,100000001,510000002148,
8,,Segment,8,2,1,100000001,510000002152,
7,,Segment,7,5,1,100000000,510000002163,
10,,Segment,10,4,1,100000001,510000002165,
9,,Segment,9,4,1,100000001,510000002167,
8,,Segment,8,4,1,100000001,510000002171,
5,,Segment,5,1,1,100000001,510000002187,
4,,Segment,4,1,1,100000001,510000002194,
3,,Segment,3,1,1,100000001,510000002211,
2,,Segment,2,1,1,100000001,510000002220,
1,,Segment,1,1,1,100000001,510000002225,
0,,Segment,0,1,1,100000001,510000002245,
5,,Segment,5,2,1,100000001,510000002249,
3,,Segment,3,2,1,100000001,510000002251,
4,,Segment,4,2,1,100000001,510000002255,
2,,Segment,2,1,1,100000001,510000002265,
4,,Segment,4,2,1,100000001,510000002273,
2,,Segment,2,2,1,100000001,510000002294,
1,,Segment,1,2,1,100000001,510000002318,
0,,Segment,0,1,1,100000001,510000002345,
5,,Segment,5,3,1,100000001,510000002357,
5,,Segment,5,3,1,100000001,510000002369,
4,,Segment,4,3,1,100000001,510000002382,
4,,Segment,4,4,1,100000001,510000002388,
5,,Segment,5,4,1,100000001,510000002399,
2,,Segment,2,2,1,100000001,510000002415,
4,,Segment,4,3,1,100000000,510000002467,
3,,Segment,3,3,1,100000000,510000002471,
2,,Segment,2,2,1,100000000,510000002477,
1,,Segment,1,2,1,100000000,510000002488,
0,,Segment,0,1,1,100000000,510000002498,
3,,Segment,3,2,1,100000001,510000002530,
4,,Segment,4,4,1,100000000,510000002535,
3,,Segment,3,2,1,100000001,510000002540,
6,,Segment,6,2,1,100000000,510000002544,
5,,Segment,5,2,1,100000000,510000002570,
4,,Segment,4,2,1,100000000,510000002574,
3,,Segment,3,2,1,100000000,510000002580,
2,,Segment,2,3,1,100000001,510000002589,
3,,Segment,3,2,1,100000001,510000002594,
6,,Segment,6,3,1,100000000,510000002603,
3,,Segment,3,3,1,100000001,510000002606,
4,,Segment,4,4,1,100000000,510000002615,
4,,Segment,4,3,1,100000000,510000002619,
3,,Segment,3,2,1,100000000,510000002631,
1,,Segment,1,2,1,100000001,510000002634,
2,,Segment,2,2,1,100000001,510000002636,
1,,Segment,1,2,1,100000001,510000002642,
5,,Segment,5,3,1,100000000,510000002645,
3,,Segment,3,3,1,100000000,510000002651,
2,,Segment,2,2,1,100000000,510000002661,
1,,Segment,1,2,1,100000000,510000002683,
0,,Segment,0,1,1,100000000,510000002694,
3,,Segment,3,2,1,100000000,510000002698,
4,,Segment,4,3,1,100000000,510000002704,
2,,Segment,2,3,1,100000001,510000002711,
2,,Segment,2,3,1,100000000,510000002714,
3,,Segment,3,2,1,100000000,510000002721,
2,,Segment,2,1,1,100000000,510000002737,
1,,Segment,1,1,1,100000000,510000002747,
5,,Segment,5,3,1,100000000,510000002752,
3,,Segment,3,3,1,100000000,510000002757,
0,,Segment,0,1,1,100000001,510000002774,
2,,Segment,2,3,1,100000000,510000002782,
1,,Segment,1,2,1,100000000,510000002794,
2,,Segment,2,1,1,100000000,510000002796,
2,,Segment,2,2,1,100000000,510000002799,
3,,Segment,3,2,1,100000000,510000002807,
1,,Segment,1,1,1,100000000,510000002822,
0,,Segment,0,1,1,100000001,510000002834,
0,,Segment,0,1,1,100000001,510000002875,
4,,Segment,4,1,1,100000000,510000002878,
0,,Segment,0,1,1,100000000,510000002895,
2,,Segment,2,1,1,100000000,510000002924,
1,,Segment,1,1,1,100000000,510000002936,
0,,Segment,0,1,1,100000000,510000002944,
1,,Segment,1,2,1,100000000,510000002947,
2,,Segment,2,2,1,100000000,510000002970,
1,,Segment,1,2,1,100000000,510000002977,
1,,Segment,1,2,1,100000000,510000002995,
8,,Segment,8,5,1,100000000,510000003005,
5,,Segment,5,2,1,100000000,510000003006,
1,,Segment,1,2,1,100000001,510000003012,
8,,Segment,8,3,1,100000001,510000003013,
9,,Segment,9,3,1,100000001,510000003014,
8,,Segment,8,2,1,100000001,510000003018,
1,,Segment,1,1,1,100000001,510000003020,
