
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
41.2384,°,Segment,5,3,1,100000000,510000000922,
41.0587,°,Segment,6,3,1,100000000,510000000951,
80.2729,°,Segment,8,5,1,100000000,510000000954,
73.0271,°,Segment,7,5,1,100000000,510000000965,
63.0761,°,Segment,5,2,1,100000000,510000000973,
121.309,°,Segment,4,3,1,100000000,510000001000,
80.709,°,Segment,4,4,1,100000000,510000001015,
17.7292,°,Segment,7,3,1,100000000,510000001027,
32.4822,°,Segment,6,3,1,100000000,510000001043,
41.87,°,Segment,5,3,1,100000000,510000001046,
56.0055,°,Segment,6,4,1,100000000,510000001049,
69.1607,°,Segment,6,2,1,100000000,510000001051,
16.3451,°,Segment,8,3,1,100000000,510000001069,
86.9281,°,Segment,7,3,1,100000000,510000001075,
66.4154,°,Segment,6,3,1,100000000,510000001101,
52.0701,°,Segment,5,3,1,100000000,510000001104,
81.7057,°,Segment,4,3,1,100000000,510000001119,
19.0514,°,Segment,3,3,1,100000000,510000001145,
15.6867,°,Segment,2,2,1,100000000,510000001160,
94.2012,°,Segment,2,3,1,100000001,510000001170,
11.1022,°,Segment,1,2,1,100000001,510000001186,
0,°,Segment,0,1,1,100000001,510000001203,
79.4754,°,Segment,1,1,1,100000001,510000001248,
49.8834,°,Segment,3,3,1,100000001,510000001255,
29.5153,°,Segment,2,2,1,100000001,510000001258,
42.5248,°,Segment,3,2,1,100000001,510000001263,
77.2774,°,Segment,14,6,1,100000001,510000001308,
59.5043,°,Segment,13,5,1,100000001,510000001327,
17.37,°,Segment,12,4,1,100000001,510000001342,
21.877,°,Segment,11,3,1,100000001,510000001361,
5.70056,°,Segment,10,3,1,100000001,510000001370,
3.31434,°,Segment,7,2,1,100000001,510000001389,
44.7477,°,Segment,6,2,1,100000001,510000001400,
42.8605,°,Segment,5,2,1,100000001,510000001411,
11.4884,°,Segment,4,2,1,100000001,510000001413,
38.6446,°,Segment,3,2,1,100000001,510000001416,
8.8116,°,Segment,2,2,1,100000001,510000001422,
0,°,Segment,0,1,1,100000001,510000001442,
70.5409,°,Segment,8,4,1,100000000,510000001471,
13.5382,°,Segment,7,2,1,100000001,510000001495,
38.3525,°,Segment,6,1,1,100000001,510000001509,
43.491,°,Segment,5,1,1,100000001,510000001517,
23.0079,°,Segment,4,1,1,100000001,510000001558,
17.4752,°,Segment,3,1,1,100000001,510000001567,
30.8911,°,Segment,2,1,1,100000001,510000001584,
46.6935,°,Segment,1,1,1,100000001,510000001599,
46.3775,°,Segment,9,2,1,100000001,510000001609,
33.3027,°,Segment,7,1,1,100000001,510000001618,
69.7035,°,Segment,9,5,1,100000000,510000001640,
23.6099,°,Segment,8,4,1,100000000,510000001660,
50.2081,°,Segment,7,4,1,100000000,510000001665,
54.9638,°,Segment,6,4,1,100000000,510000001668,
70.9043,°,Segment,9,3,1,100000001,510000001677,
36.099,°,Segment,14,5,1,100000001,510000001684,
58.4054,°,Segment,9,4,1,100000000,510000001696,
122.358,°,Segment,8,1,1,100000001,510000001700,
83.648,°,Segment,13,4,1,100000001,510000001702,
87.4729,°,Segment,7,4,1,100000000,510000001707,
53.9595,°,Segment,5,2,1,100000000,510000001783,
25.7864,°,Segment,4,2,1,100000000,510000001788,
13.2203,°,Segment,3,2,1,100000000,510000001795,
38.9231,°,Segment,2,2,1,100000000,510000001822,
44.7588,°,Segment,1,1,1,100000000,510000001858,
0,°,Segment,0,1,1,100000000,510000001863,
63.31,°,Segment,12,3,1,100000001,510000001866,
47.5098,°,Segment,6,4,1,100000001,510000001874,
61.1252,°,Segment,5,4,1,100000001,510000001881,
37.675,°,Segment,4,4,1,100000001,510000001884,
29.2376,°,Segment,3,3,1,100000001,510000001888,
28.6323,°,Segment,2,2,1,100000001,510000001908,
46.5175,°,Segment,1,1,1,100000001,510000001922,
0,°,Segment,0,1,1,100000001,510000001935,
53.1088,°,Segment,8,3,1,100000001,510000001965,
64.3346,°,Segment,7,3,1,100000001,510000001967,
64.825,°,Segment,5,4,1,100000001,510000001984,
116.559,°,Segment,4,3,1,100000001,510000002002,
50.9639,°,Segment,3,3,1,100000001,510000002018,
26.8841,°,Segment,6,3,1,100000001,510000002025,
26.9105,°,Segment,5,3,1,100000001,510000002032,
47.5899,°,Segment,4,3,1,100000001,510000002035,
66.8136,°,Segment,5,3,1,100000001,510000002061,
109.164,°,Segment,5,5,1,100000001,510000002068,
56.1727,°,Segment,6,5,1,100000001,510000002070,
23.9752,°,Segment,7,2,1,100000001,510000002077,
58.6938,°,Segment,6,2,1,100000001,510000002080,
62.3239,°,Segment,6,4,1,100000001,510000002082,
65.8627,°,Segment,5,4,1,100000001,510000002088,
68.4159,°,Segment,7,3,1,100000001,510000002093,
27.4058,°,Segment,11,4,1,100000001,510000002101,
30.5122,°,Segment,5,4,1,100000000,510000002116,
68.7738,°,Segment,8,5,1,100000000,510000002119,
112.763,°,Segment,6,3,1,100000001,510000002141,
63.3009,°,Segment,5,2,1,100000001,510000002148,
119.98,°,Segment,8,2,1,100000001,510000002152,
39.8266,°,Segment,7,5,1,100000000,510000002163,
53.0618,°,Segment,10,4,1,100000001,510000002165,
86.9614,°,Segment,9,4,1,100000001,510000002167,
34.8663,°,Segment,8,4,1,100000001,510000002171,
46.5344,°,Segment,5,1,1,100000001,510000002187,
1.1309,°,Segment,4,1,1,100000001,510000002194,
9.19255,°,Segment,3,1,1,100000001,510000002211,
24.3057,°,Segment,2,1,1,100000001,510000002220,
41.7438,°,Segment,1,1,1,100000001,510000002225,
0,°,Segment,0,1,1,100000001,510000002245,
85.0885,°,Segment,5,2,1,100000001,510000002249,
57.3471,°,Segment,3,2,1,100000001,510000002251,
88.9966,°,Segment,4,2,1,100000001,510000002255,
102.811,°,Segment,2,1,1,100000001,510000002265,
122.488,°,Segment,4,2,1,100000001,510000002273,
55.8412,°,Segment,2,2,1,100000001,510000002294,
21.5519,°,Segment,1,2,1,100000001,510000002318,
0,°,Segment,0,1,1,100000001,510000002345,
81.373,°,Segment,5,3,1,100000001,510000002357,
74.8168,°,Segment,5,3,1,100000001,510000002369,
91.8758,°,Segment,4,3,1,100000001,510000002382,
31.7069,°,Segment,4,4,1,100000001,510000002388,
30.5425,°,Segment,5,4,1,100000001,510000002399,
31.1744,°,Segment,2,2,1,100000001,510000002415,
20.5155,°,Segment,4,3,1,100000000,510000002467,
43.9188,°,Segment,3,3,1,100000000,510000002471,
3.97188,°,Segment,2,2,1,100000000,510000002477,
24.727,°,Segment,1,2,1,100000000,510000002488,
0,°,Segment,0,1,1,100000000,510000002498,
58.0645,°,Segment,3,2,1,100000001,510000002530,
37.7469,°,Segment,4,4,1,100000000,510000002535,
99.4753,°,Segment,3,2,1,100000001,510000002540,
99.4995,°,Segment,6,2,1,100000000,510000002544,
14.7493,°,Segment,5,2,1,100000000,510000002570,
7.59773,°,Segment,4,2,1,100000000,510000002574,
29.3645,°,Segment,3,2,1,100000000,510000002580,
46.0027,°,Segment,2,3,1,100000001,510000002589,
86.5479,°,Segment,3,2,1,100000001,510000002594,
8.18017,°,Segment,6,3,1,100000000,510000002603,
62.8389,°,Segment,3,3,1,100000001,510000002606,
94.3188,°,Segment,4,4,1,100000000,510000002615,
85.002,°,Segment,4,3,1,100000000,510000002619,
86.7668,°,Segment,3,2,1,100000000,510000002631,
68.5178,°,Segment,1,2,1,100000001,510000002634,
88.7842,°,Segment,2,2,1,100000001,510000002636,
48.254,°,Segment,1,2,1,100000001,510000002642,
68.5056,°,Segment,5,3,1,100000000,510000002645,
49.4312,°,Segment,3,3,1,100000000,510000002651,
60.3302,°,Segment,2,2,1,100000000,510000002661,
46.114,°,Segment,1,2,1,100000000,510000002683,
0,°,Segment,0,1,1,100000000,510000002694,
36.5969,°,Segment,3,2,1,100000000,510000002698,
69.1154,°,Segment,4,3,1,100000000,510000002704,
86.6887,°,Segment,2,3,1,100000001,510000002711,
92.0275,°,Segment,2,3,1,100000000,510000002714,
43.4721,°,Segment,3,2,1,100000000,510000002721,
75.3447,°,Segment,2,1,1,100000000,510000002737,
87.0296,°,Segment,1,1,1,100000000,510000002747,
60.0561,°,Segment,5,3,1,100000000,510000002752,
54.9281,°,Segment,3,3,1,100000000,510000002757,
0,°,Segment,0,1,1,100000001,510000002774,
71.8321,°,Segment,2,3,1,100000000,510000002782,
123.447,°,Segment,1,2,1,100000000,510000002794,
78.0335,°,Segment,2,1,1,100000000,510000002796,
50.8111,°,Segment,2,2,1,100000000,510000002799,
26.6548,°,Segment,3,2,1,100000000,510000002807,
49.2207,°,Segment,1,1,1,100000000,510000002822,
0,°,Segment,0,1,1,100000001,510000002834,
0,°,Segment,0,1,1,100000001,510000002875,
49.9194,°,Segment,4,1,1,100000000,510000002878,
0,°,Segment,0,1,1,100000000,510000002895,
53.3897,°,Segment,2,1,1,100000000,510000002924,
12.6883,°,Segment,1,1,1,100000000,510000002936,
0,°,Segment,0,1,1,100000000,510000002944,
91.5892,°,Segment,1,2,1,100000000,510000002947,
39.5175,°,Segment,2,2,1,100000000,510000002970,
101.91,°,Segment,1,2,1,100000000,510000002977,
39.6944,°,Segment,1,2,1,100000000,510000002995,
79.5293,°,Segment,8,5,1,100000000,510000003005,
47.3988,°,Segment,5,2,1,100000000,510000003006,
44.1471,°,Segment,1,2,1,100000001,510000003012,
22.3201,°,Segment,8,3,1,100000001,510000003013,
6.24714,°,Segment,9,3,1,100000001,510000003014,
17.6009,°,Segment,8,2,1,100000001,510000003018,
46.8001,°,Segment,1,1,1,100000001,510000003020,
