
Segment Number of Voxel Ch=4 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
268,,Segment,4,9,Image 1,5,1,100000000,510000000022,
498,,Segment,4,8,Image 1,5,1,100000000,510000000061,
135,,Segment,4,7,Image 1,5,1,100000000,510000000070,
264,,Segment,4,6,Image 1,5,1,100000000,510000000099,
1101,,Segment,4,5,Image 1,4,1,100000000,510000000186,
639,,Segment,4,4,Image 1,3,1,100000000,510000000229,
178,,Segment,4,3,Image 1,3,1,100000000,510000000233,
541,,Segment,4,2,Image 1,2,1,100000000,510000000255,
154,,Segment,4,1,Image 1,1,1,100000000,510000000257,
250,,Segment,4,0,Image 1,1,1,100000000,510000000288,
155,,Segment,4,9,Image 1,6,1,100000000,510000000299,
275,,Segment,4,8,Image 1,6,1,100000000,510000000316,
79,,Segment,4,7,Image 1,6,1,100000000,510000000319,
75,,Segment,4,8,Image 1,7,1,100000000,510000000322,
103,,Segment,4,8,Image 1,6,1,100000000,510000000329,
223,,Segment,4,8,Image 1,4,1,100000000,510000000345,
79,,Segment,4,7,Image 1,4,1,100000000,510000000350,
332,,Segment,4,6,Image 1,3,1,100000000,510000000362,
867,,Segment,4,5,Image 1,3,1,100000000,510000000427,
261,,Segment,4,4,Image 1,2,1,100000000,510000000439,
1772,,Segment,4,3,Image 1,2,1,100000000,510000000497,
96,,Segment,4,7,Image 1,3,1,100000000,510000000500,
112,,Segment,4,6,Image 1,4,1,100000000,510000000504,
194,,Segment,4,11,Image 1,5,1,100000000,510000000508,
211,,Segment,4,10,Image 1,5,1,100000000,510000000514,
278,,Segment,4,9,Image 1,5,1,100000000,510000000530,
215,,Segment,4,8,Image 1,4,1,100000000,510000000540,
98,,Segment,4,7,Image 1,4,1,100000000,510000000552,
310,,Segment,4,6,Image 1,3,1,100000000,510000000571,
1183,,Segment,4,4,Image 1,2,1,100000000,510000000596,
580,,Segment,4,3,Image 1,1,1,100000000,510000000598,
919,,Segment,4,2,Image 1,1,1,100000000,510000000601,
274,,Segment,4,10,Image 1,6,1,100000000,510000000622,
141,,Segment,4,11,Image 1,6,1,100000000,510000000626,
167,,Segment,4,9,Image 1,4,1,100000000,510000000632,
81,,Segment,4,8,Image 1,5,1,100000000,510000000636,
367,,Segment,4,6,Image 1,1,1,100000000,510000000651,
200,,Segment,4,5,Image 1,1,1,100000000,510000000657,
195,,Segment,4,4,Image 1,1,1,100000000,510000000666,
668,,Segment,4,3,Image 1,1,1,100000000,510000000695,
168,,Segment,4,2,Image 1,1,1,100000000,510000000701,
221,,Segment,4,1,Image 1,1,1,100000000,510000000705,
1150,,Segment,4,0,Image 1,1,1,100000000,510000000746,
247,,Segment,4,6,Image 1,3,1,100000000,510000000792,
359,,Segment,4,5,Image 1,2,1,100000000,510000000800,
427,,Segment,4,6,Image 1,2,1,100000000,510000000811,
141,,Segment,4,6,Image 1,2,1,100000000,510000000819,
183,,Segment,4,4,Image 1,2,1,100000000,510000000831,
161,,Segment,4,6,Image 1,4,1,100000000,510000000839,
102,,Segment,4,8,Image 1,4,1,100000000,510000000850,
451,,Segment,4,7,Image 1,4,1,100000000,510000000862,
84,,Segment,4,6,Image 1,4,1,100000000,510000000869,
889,,Segment,4,5,Image 1,3,1,100000000,510000000922,
298,,Segment,4,6,Image 1,3,1,100000000,510000000951,
55,,Segment,4,8,Image 1,5,1,100000000,510000000954,
53,,Segment,4,7,Image 1,5,1,100000000,510000000965,
203,,Segment,4,5,Image 1,2,1,100000000,510000000973,
471,,Segment,4,4,Image 1,3,1,100000000,510000001000,
248,,Segment,4,4,Image 1,4,1,100000000,510000001015,
217,,Segment,4,7,Image 1,3,1,100000000,510000001027,
212,,Segment,4,6,Image 1,3,1,100000000,510000001043,
53,,Segment,4,5,Image 1,3,1,100000000,510000001046,
44,,Segment,4,6,Image 1,4,1,100000000,510000001049,
103,,Segment,4,6,Image 1,2,1,100000000,510000001051,
255,,Segment,4,8,Image 1,3,1,100000000,510000001069,
186,,Segment,4,7,Image 1,3,1,100000000,510000001075,
503,,Segment,4,6,Image 1,3,1,100000000,510000001101,
105,,Segment,4,5,Image 1,3,1,100000000,510000001104,
303,,Segment,4,4,Image 1,3,1,100000000,510000001119,
94,,Segment,4,3,Image 1,3,1,100000000,510000001145,
142,,Segment,4,2,Image 1,2,1,100000000,510000001160,
242,,Segment,4,2,Image 1,3,1,100000001,510000001170,
413,,Segment,4,1,Image 1,2,1,100000001,510000001186,
186,,Segment,4,0,Image 1,1,1,100000001,510000001203,
684,,Segment,4,1,Image 1,1,1,100000001,510000001248,
181,,Segment,4,3,Image 1,3,1,100000001,510000001255,
269,,Segment,4,2,Image 1,2,1,100000001,510000001258,
343,,Segment,4,3,Image 1,2,1,100000001,510000001263,
811,,Segment,4,14,Image 1,6,1,100000001,510000001308,
