
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.966459,,Segment,9,5,1,100000000,510000000022,
0.963448,,Segment,8,5,1,100000000,510000000061,
0.97137,,Segment,7,5,1,100000000,510000000070,
0.827974,,Segment,6,5,1,100000000,510000000099,
0.915172,,Segment,5,4,1,100000000,510000000186,
0.947843,,Segment,4,3,1,100000000,510000000229,
0.919163,,Segment,3,3,1,100000000,510000000233,
0.939413,,Segment,2,2,1,100000000,510000000255,
0.983414,,Segment,1,1,1,100000000,510000000257,
0.982727,,Segment,0,1,1,100000000,510000000288,
0.987709,,Segment,9,6,1,100000000,510000000299,
0.959028,,Segment,8,6,1,100000000,510000000316,
0.94632,,Segment,7,6,1,100000000,510000000319,
0.997469,,Segment,8,7,1,100000000,510000000322,
0.980017,,Segment,8,6,1,100000000,510000000329,
0.690953,,Segment,8,4,1,100000000,510000000345,
0.993772,,Segment,7,4,1,100000000,510000000350,
0.899974,,Segment,6,3,1,100000000,510000000362,
0.655536,,Segment,5,3,1,100000000,510000000427,
0.946327,,Segment,4,2,1,100000000,510000000439,
0.744757,,Segment,3,2,1,100000000,510000000497,
0.993285,,Segment,7,3,1,100000000,510000000500,
0.977108,,Segment,6,4,1,100000000,510000000504,
0.973395,,Segment,11,5,1,100000000,510000000508,
0.980586,,Segment,10,5,1,100000000,510000000514,
0.883145,,Segment,9,5,1,100000000,510000000530,
0.939995,,Segment,8,4,1,100000000,510000000540,
0.97683,,Segment,7,4,1,100000000,510000000552,
0.939344,,Segment,6,3,1,100000000,510000000571,
0.820808,,Segment,4,2,1,100000000,510000000596,
0.988526,,Segment,3,1,1,100000000,510000000598,
0.915824,,Segment,2,1,1,100000000,510000000601,
0.962578,,Segment,10,6,1,100000000,510000000622,
0.946151,,Segment,11,6,1,100000000,510000000626,
0.959927,,Segment,9,4,1,100000000,510000000632,
0.985065,,Segment,8,5,1,100000000,510000000636,
0.904969,,Segment,6,1,1,100000000,510000000651,
0.981299,,Segment,5,1,1,100000000,510000000657,
0.988532,,Segment,4,1,1,100000000,510000000666,
0.95591,,Segment,3,1,1,100000000,510000000695,
0.96072,,Segment,2,1,1,100000000,510000000701,
0.990693,,Segment,1,1,1,100000000,510000000705,
0.917958,,Segment,0,1,1,100000000,510000000746,
0.796138,,Segment,6,3,1,100000000,510000000792,
0.987034,,Segment,5,2,1,100000000,510000000800,
0.767221,,Segment,6,2,1,100000000,510000000811,
0.97679,,Segment,6,2,1,100000000,510000000819,
0.872699,,Segment,4,2,1,100000000,510000000831,
0.938833,,Segment,6,4,1,100000000,510000000839,
0.980709,,Segment,8,4,1,100000000,510000000850,
0.814862,,Segment,7,4,1,100000000,510000000862,
0.950776,,Segment,6,4,1,100000000,510000000869,
0.902746,,Segment,5,3,1,100000000,510000000922,
0.752774,,Segment,6,3,1,100000000,510000000951,
0.96871,,Segment,8,5,1,100000000,510000000954,
0.978587,,Segment,7,5,1,100000000,510000000965,
0.973474,,Segment,5,2,1,100000000,510000000973,
0.90253,,Segment,4,3,1,100000000,510000001000,
0.951833,,Segment,4,4,1,100000000,510000001015,
0.962893,,Segment,7,3,1,100000000,510000001027,
0.876597,,Segment,6,3,1,100000000,510000001043,
0.992285,,Segment,5,3,1,100000000,510000001046,
0.993527,,Segment,6,4,1,100000000,510000001049,
0.997362,,Segment,6,2,1,100000000,510000001051,
0.907754,,Segment,8,3,1,100000000,510000001069,
0.952115,,Segment,7,3,1,100000000,510000001075,
0.870451,,Segment,6,3,1,100000000,510000001101,
0.970214,,Segment,5,3,1,100000000,510000001104,
0.954161,,Segment,4,3,1,100000000,510000001119,
0.974838,,Segment,3,3,1,100000000,510000001145,
0.936914,,Segment,2,2,1,100000000,510000001160,
0.923832,,Segment,2,3,1,100000001,510000001170,
0.972319,,Segment,1,2,1,100000001,510000001186,
0.898332,,Segment,0,1,1,100000001,510000001203,
0.830777,,Segment,1,1,1,100000001,510000001248,
0.99569,,Segment,3,3,1,100000001,510000001255,
0.914747,,Segment,2,2,1,100000001,510000001258,
0.983081,,Segment,3,2,1,100000001,510000001263,
0.843251,,Segment,14,6,1,100000001,510000001308,
0.831993,,Segment,13,5,1,100000001,510000001327,
0.988965,,Segment,12,4,1,100000001,510000001342,
0.992256,,Segment,11,3,1,100000001,510000001361,
0.989897,,Segment,10,3,1,100000001,510000001370,
0.925035,,Segment,7,2,1,100000001,510000001389,
0.973442,,Segment,6,2,1,100000001,510000001400,
0.966321,,Segment,5,2,1,100000001,510000001411,
0.98995,,Segment,4,2,1,100000001,510000001413,
0.999475,,Segment,3,2,1,100000001,510000001416,
0.958283,,Segment,2,2,1,100000001,510000001422,
0.917267,,Segment,0,1,1,100000001,510000001442,
0.981681,,Segment,8,4,1,100000000,510000001471,
0.783165,,Segment,7,2,1,100000001,510000001495,
0.953362,,Segment,6,1,1,100000001,510000001509,
0.983075,,Segment,5,1,1,100000001,510000001517,
0.974493,,Segment,4,1,1,100000001,510000001558,
