
Spine Part Min Diameter
 ==================== 
Spine Part Min Diameter Ground,Spine Part Min Diameter Head,Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.24375,0.187973,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003357,
0.314149,0.256976,0.24375,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003428,
0.409893,0.234456,0.363052,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003462,
0.196061,0.631079,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003479,
0.29514,0.182412,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003481,
0.32902,0.208193,0.290676,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003507,
0.318707,0.223608,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003567,
0.270314,0.1625,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003576,
0.213281,0.24375,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003586,
0.242833,0.167578,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003597,
0.296644,0.540716,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003630,
0.244381,0.1625,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003669,
0.232289,0.232289,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003769,
0.244381,0.244381,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003770,
0.22236,0.22236,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003771,
0.266922,0.373117,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003772,
0.237311,0.301725,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003773,
0.364409,0.364409,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000003779,
0.253271,0.253271,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003791,
0.201269,0.201269,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003793,
0.330078,0.41264,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003794,
0.314149,0.460982,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003795,
0.186289,0.186289,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003801,
0.356719,0.356719,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003830,
0.241775,0.241775,0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000003832,
0.329602,0.205664,0.290088,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003403,
0.32086,0.229071,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003527,
0.267374,0.246335,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003529,
0.545441,0.337574,0.550114,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003573,
0.318287,0.248828,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003581,
0.365343,0.260582,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003632,
0.341593,0.380368,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003768,
0.292055,0.292055,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003785,
0.393313,0.417637,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003787,
0.23035,0.23035,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000003788,
0.365343,0.365343,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003790,
0.27007,0.27007,0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000003829,
0.29852,0.311781,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003637,
0.275588,0.370703,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003777,
0.319175,0.319175,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003778,
0.1625,0.1625,0,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000003782,
0.34784,0.34784,0,µm,Spine,Spine Part Min Diameter,11,3,1,100000001,610000003804,
0.365625,0.365625,0,µm,Spine,Spine Part Min Diameter,11,3,1,100000001,610000003805,
0.361904,0.210722,0,µm,Spine,Spine Part Min Diameter,13,5,1,100000001,610000003650,
0.1625,0.1625,0.1625,µm,Spine,Spine Part Min Diameter,14,6,1,100000001,610000003319,
0.181904,0.182,0.1625,µm,Spine,Spine Part Min Diameter,14,6,1,100000001,610000003329,
0.189845,0.176109,0,µm,Spine,Spine Part Min Diameter,14,6,1,100000001,610000003333,
0.230369,0.178854,0,µm,Spine,Spine Part Min Diameter,14,6,1,100000001,610000003434,
0.298302,0.3034,0.282485,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003377,
0.282485,0.186949,0.191903,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003386,
0.293826,0.210941,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000003405,
0.24375,0.265971,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003457,
0.298302,0.3009,0.282485,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003470,
0.1625,0.409246,0.1625,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003536,
0.244863,0.435873,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003557,
0.279795,0.642204,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003610,
0.1625,0.484646,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003623,
0.325,0.426186,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003641,
0.24375,0.409246,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003648,
0.762037,0.251385,0.356876,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003658,
0.663271,0.396757,0.490096,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003676,
0.728711,0.454945,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003683,
0.318868,0.318868,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003763,
0.212598,0.358992,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003774,
0.1625,0.1625,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003775,
0.358867,0.368405,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003776,
0.234105,0.234105,0,µm,Spine,Spine Part Min Diameter,2,1,1,100000000,610000003783,
