
Spine Neck Min Diameter
 ==================== 
Spine Neck Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,14,6,1,100000001,610000003319,
0.1625,µm,Spine,14,6,1,100000001,610000003329,
0.181904,µm,Spine,14,6,1,100000001,610000003333,
0.1625,µm,Spine,3,2,1,100000000,610000003346,
0.307965,µm,Spine,3,2,1,100000000,610000003350,
0.303787,µm,Spine,4,1,1,100000001,610000003353,
0.218276,µm,Spine,0,1,1,100000001,610000003357,
0.194336,µm,Spine,4,4,1,100000000,610000003359,
0.233871,µm,Spine,9,5,1,100000000,610000003361,
0.305891,µm,Spine,2,3,1,100000001,610000003370,
0.282485,µm,Spine,2,1,1,100000000,610000003377,
0.191903,µm,Spine,2,1,1,100000000,610000003386,
0.295954,µm,Spine,2,2,1,100000000,610000003389,
0.180272,µm,Spine,3,1,1,100000000,610000003392,
0.181543,µm,Spine,4,3,1,100000001,610000003396,
0.185395,µm,Spine,4,3,1,100000001,610000003398,
0.203125,µm,Spine,2,2,1,100000001,610000003400,
0.290088,µm,Spine,1,1,1,100000001,610000003403,
0.293826,µm,Spine,2,1,1,100000001,610000003405,
0.238139,µm,Spine,7,5,1,100000000,610000003407,
0.204013,µm,Spine,4,1,1,100000001,610000003410,
0.24375,µm,Spine,8,3,1,100000000,610000003412,
0.1625,µm,Spine,7,1,1,100000001,610000003414,
0.185352,µm,Spine,2,2,1,100000000,610000003423,
0.1625,µm,Spine,6,3,1,100000000,610000003425,
0.24375,µm,Spine,0,1,1,100000001,610000003428,
0.300524,µm,Spine,7,4,1,100000000,610000003430,
0,µm,Spine,7,4,1,100000000,610000003432,
0.230369,µm,Spine,14,6,1,100000001,610000003434,
0.1625,µm,Spine,7,2,1,100000001,610000003437,
0.306662,µm,Spine,5,4,1,100000001,610000003439,
0.24375,µm,Spine,3,3,1,100000001,610000003442,
0.411328,µm,Spine,3,2,1,100000000,610000003445,
0.185352,µm,Spine,2,2,1,100000000,610000003454,
0.390703,µm,Spine,2,1,1,100000000,610000003457,
0.262039,µm,Spine,8,4,1,100000000,610000003459,
0,µm,Spine,0,1,1,100000000,610000003462,
0.289974,µm,Spine,9,5,1,100000000,610000003464,
0.282485,µm,Spine,2,1,1,100000000,610000003470,
0.252464,µm,Spine,4,3,1,100000000,610000003472,
0.1625,µm,Spine,3,2,1,100000000,610000003476,
0,µm,Spine,0,1,1,100000001,610000003479,
0.29514,µm,Spine,0,1,1,100000001,610000003481,
0.218359,µm,Spine,4,3,1,100000001,610000003484,
0.303676,µm,Spine,5,4,1,100000001,610000003488,
0.336204,µm,Spine,2,3,1,100000001,610000003494,
