
Segment Intensity Min Ch=2 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,2,9,Image 1,5,1,100000000,510000000022,
0,,Segment,2,8,Image 1,5,1,100000000,510000000061,
0,,Segment,2,7,Image 1,5,1,100000000,510000000070,
0,,Segment,2,6,Image 1,5,1,100000000,510000000099,
0,,Segment,2,5,Image 1,4,1,100000000,510000000186,
0,,Segment,2,4,Image 1,3,1,100000000,510000000229,
0,,Segment,2,3,Image 1,3,1,100000000,510000000233,
0,,Segment,2,2,Image 1,2,1,100000000,510000000255,
0,,Segment,2,1,Image 1,1,1,100000000,510000000257,
0,,Segment,2,0,Image 1,1,1,100000000,510000000288,
0,,Segment,2,9,Image 1,6,1,100000000,510000000299,
0,,Segment,2,8,Image 1,6,1,100000000,510000000316,
0,,Segment,2,7,Image 1,6,1,100000000,510000000319,
0,,Segment,2,8,Image 1,7,1,100000000,510000000322,
0,,Segment,2,8,Image 1,6,1,100000000,510000000329,
0,,Segment,2,8,Image 1,4,1,100000000,510000000345,
0,,Segment,2,7,Image 1,4,1,100000000,510000000350,
0,,Segment,2,6,Image 1,3,1,100000000,510000000362,
0,,Segment,2,5,Image 1,3,1,100000000,510000000427,
0,,Segment,2,4,Image 1,2,1,100000000,510000000439,
0,,Segment,2,3,Image 1,2,1,100000000,510000000497,
0,,Segment,2,7,Image 1,3,1,100000000,510000000500,
0,,Segment,2,6,Image 1,4,1,100000000,510000000504,
0,,Segment,2,11,Image 1,5,1,100000000,510000000508,
0,,Segment,2,10,Image 1,5,1,100000000,510000000514,
0,,Segment,2,9,Image 1,5,1,100000000,510000000530,
0,,Segment,2,8,Image 1,4,1,100000000,510000000540,
0,,Segment,2,7,Image 1,4,1,100000000,510000000552,
0,,Segment,2,6,Image 1,3,1,100000000,510000000571,
0,,Segment,2,4,Image 1,2,1,100000000,510000000596,
0,,Segment,2,3,Image 1,1,1,100000000,510000000598,
0,,Segment,2,2,Image 1,1,1,100000000,510000000601,
0,,Segment,2,10,Image 1,6,1,100000000,510000000622,
0,,Segment,2,11,Image 1,6,1,100000000,510000000626,
0,,Segment,2,9,Image 1,4,1,100000000,510000000632,
0,,Segment,2,8,Image 1,5,1,100000000,510000000636,
0,,Segment,2,6,Image 1,1,1,100000000,510000000651,
0,,Segment,2,5,Image 1,1,1,100000000,510000000657,
0,,Segment,2,4,Image 1,1,1,100000000,510000000666,
0,,Segment,2,3,Image 1,1,1,100000000,510000000695,
0,,Segment,2,2,Image 1,1,1,100000000,510000000701,
0,,Segment,2,1,Image 1,1,1,100000000,510000000705,
0,,Segment,2,0,Image 1,1,1,100000000,510000000746,
0,,Segment,2,6,Image 1,3,1,100000000,510000000792,
0,,Segment,2,5,Image 1,2,1,100000000,510000000800,
0,,Segment,2,6,Image 1,2,1,100000000,510000000811,
0,,Segment,2,6,Image 1,2,1,100000000,510000000819,
