
Spine Mean Diameter
 ==================== 
Spine Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.189071,µm,Spine,14,6,1,100000001,610000003319,
0.193076,µm,Spine,14,6,1,100000001,610000003329,
0.207797,µm,Spine,14,6,1,100000001,610000003333,
0.206859,µm,Spine,3,2,1,100000000,610000003346,
0.331828,µm,Spine,3,2,1,100000000,610000003350,
0.274169,µm,Spine,4,1,1,100000001,610000003353,
0.231313,µm,Spine,0,1,1,100000001,610000003357,
0.196425,µm,Spine,4,4,1,100000000,610000003359,
0.233969,µm,Spine,9,5,1,100000000,610000003361,
0.323718,µm,Spine,2,3,1,100000001,610000003370,
0.331092,µm,Spine,2,1,1,100000000,610000003377,
0.274311,µm,Spine,2,1,1,100000000,610000003386,
0.311325,µm,Spine,2,2,1,100000000,610000003389,
0.238896,µm,Spine,3,1,1,100000000,610000003392,
0.236864,µm,Spine,4,3,1,100000001,610000003396,
0.223804,µm,Spine,4,3,1,100000001,610000003398,
0.234519,µm,Spine,2,2,1,100000001,610000003400,
0.31226,µm,Spine,1,1,1,100000001,610000003403,
0.326659,µm,Spine,2,1,1,100000001,610000003405,
0.215631,µm,Spine,7,5,1,100000000,610000003407,
0.230878,µm,Spine,4,1,1,100000001,610000003410,
0.218643,µm,Spine,8,3,1,100000000,610000003412,
0.192321,µm,Spine,7,1,1,100000001,610000003414,
0.239953,µm,Spine,2,2,1,100000000,610000003423,
0.213041,µm,Spine,6,3,1,100000000,610000003425,
0.318964,µm,Spine,0,1,1,100000001,610000003428,
0.263398,µm,Spine,7,4,1,100000000,610000003430,
0.325994,µm,Spine,7,4,1,100000000,610000003432,
0.243276,µm,Spine,14,6,1,100000001,610000003434,
0.204247,µm,Spine,7,2,1,100000001,610000003437,
0.25799,µm,Spine,5,4,1,100000001,610000003439,
0.258026,µm,Spine,3,3,1,100000001,610000003442,
0.371963,µm,Spine,3,2,1,100000000,610000003445,
0.234685,µm,Spine,2,2,1,100000000,610000003454,
0.300141,µm,Spine,2,1,1,100000000,610000003457,
0.256533,µm,Spine,8,4,1,100000000,610000003459,
0.364637,µm,Spine,0,1,1,100000000,610000003462,
0.251343,µm,Spine,9,5,1,100000000,610000003464,
0.31943,µm,Spine,2,1,1,100000000,610000003470,
0.251746,µm,Spine,4,3,1,100000000,610000003472,
0.191456,µm,Spine,3,2,1,100000000,610000003476,
0.495738,µm,Spine,0,1,1,100000001,610000003479,
0.266962,µm,Spine,0,1,1,100000001,610000003481,
0.255455,µm,Spine,4,3,1,100000001,610000003484,
0.295599,µm,Spine,5,4,1,100000001,610000003488,
0.337298,µm,Spine,2,3,1,100000001,610000003494,
0.363012,µm,Spine,3,2,1,100000001,610000003496,
0.335797,µm,Spine,5,2,1,100000000,610000003501,
0.233597,µm,Spine,6,3,1,100000000,610000003503,
0.302434,µm,Spine,0,1,1,100000000,610000003507,
0.283406,µm,Spine,3,2,1,100000000,610000003510,
0.241788,µm,Spine,2,2,1,100000000,610000003518,
0.251979,µm,Spine,5,3,1,100000000,610000003520,
0.256106,µm,Spine,3,3,1,100000001,610000003523,
0.172337,µm,Spine,6,3,1,100000001,610000003525,
0.294688,µm,Spine,1,1,1,100000000,610000003527,
0.294138,µm,Spine,1,1,1,100000000,610000003529,
0.255932,µm,Spine,8,2,1,100000001,610000003531,
0.224187,µm,Spine,2,1,1,100000000,610000003536,
0.36332,µm,Spine,5,2,1,100000000,610000003542,
0.377212,µm,Spine,3,1,1,100000000,610000003549,
0.253516,µm,Spine,5,2,1,100000000,610000003555,
0.340368,µm,Spine,2,1,1,100000000,610000003557,
0.323746,µm,Spine,6,2,1,100000000,610000003560,
0.403755,µm,Spine,3,2,1,100000000,610000003562,
0.290798,µm,Spine,0,1,1,100000001,610000003567,
0.496435,µm,Spine,1,1,1,100000000,610000003573,
0.245834,µm,Spine,0,1,1,100000001,610000003576,
0.302525,µm,Spine,6,2,1,100000001,610000003579,
0.304686,µm,Spine,1,1,1,100000000,610000003581,
0.280092,µm,Spine,4,3,1,100000001,610000003584,
0.228516,µm,Spine,0,1,1,100000001,610000003586,
0.297209,µm,Spine,5,2,1,100000000,610000003590,
0.380443,µm,Spine,5,3,1,100000000,610000003595,
0.250472,µm,Spine,0,1,1,100000001,610000003597,
0.412571,µm,Spine,3,2,1,100000000,610000003600,
0.235793,µm,Spine,5,3,1,100000000,610000003603,
0.31806,µm,Spine,2,3,1,100000001,610000003605,
0.227827,µm,Spine,5,2,1,100000001,610000003607,
0.454991,µm,Spine,2,1,1,100000000,610000003610,
0.386407,µm,Spine,2,2,1,100000000,610000003613,
0.43631,µm,Spine,4,2,1,100000000,610000003617,
0.323573,µm,Spine,2,1,1,100000000,610000003623,
0.41868,µm,Spine,0,1,1,100000001,610000003630,
0.352308,µm,Spine,1,1,1,100000001,610000003632,
0.314947,µm,Spine,1,2,1,100000000,610000003637,
0.375593,µm,Spine,2,1,1,100000000,610000003641,
0.501652,µm,Spine,3,2,1,100000000,610000003646,
0.326498,µm,Spine,2,1,1,100000000,610000003648,
0.317129,µm,Spine,13,5,1,100000001,610000003650,
0.508546,µm,Spine,2,2,1,100000000,610000003655,
0.555515,µm,Spine,2,1,1,100000000,610000003658,
0.437154,µm,Spine,3,2,1,100000000,610000003665,
0.254291,µm,Spine,0,1,1,100000000,610000003669,
0.259701,µm,Spine,2,2,1,100000000,610000003673,
0.600471,µm,Spine,2,1,1,100000000,610000003676,
0.678473,µm,Spine,2,1,1,100000000,610000003683,
0.369823,µm,Spine,6,2,1,100000000,610000003686,
0.221223,µm,Spine,8,6,1,100000000,610000003724,
0.246183,µm,Spine,6,5,1,100000000,610000003725,
0.25912,µm,Spine,6,4,1,100000000,610000003726,
0.246928,µm,Spine,5,4,1,100000000,610000003727,
0.272956,µm,Spine,5,4,1,100000000,610000003728,
0.248619,µm,Spine,7,4,1,100000000,610000003729,
0.363352,µm,Spine,7,4,1,100000000,610000003730,
0.239839,µm,Spine,7,4,1,100000000,610000003731,
0.172503,µm,Spine,6,3,1,100000000,610000003732,
0.246228,µm,Spine,6,3,1,100000000,610000003733,
0.398086,µm,Spine,5,3,1,100000000,610000003734,
0.314032,µm,Spine,5,3,1,100000000,610000003735,
0.269928,µm,Spine,4,3,1,100000000,610000003736,
0.298113,µm,Spine,4,3,1,100000000,610000003737,
0.203702,µm,Spine,8,4,1,100000000,610000003738,
0.234239,µm,Spine,8,4,1,100000000,610000003739,
0.261523,µm,Spine,8,4,1,100000000,610000003740,
0.271026,µm,Spine,6,3,1,100000000,610000003741,
0.266328,µm,Spine,6,3,1,100000000,610000003742,
0.337572,µm,Spine,6,3,1,100000000,610000003743,
0.267322,µm,Spine,5,3,1,100000000,610000003744,
0.305377,µm,Spine,5,3,1,100000000,610000003745,
0.287901,µm,Spine,5,3,1,100000000,610000003746,
0.365757,µm,Spine,3,2,1,100000000,610000003747,
0.356599,µm,Spine,3,2,1,100000000,610000003748,
0.509746,µm,Spine,3,2,1,100000000,610000003749,
0.312495,µm,Spine,2,2,1,100000000,610000003750,
0.467721,µm,Spine,2,2,1,100000000,610000003751,
