
Soma Intensity Sum Ch=2 Img=1
 ==================== 
Soma Intensity Sum,Unit,Category,Channel,Image,Time,FilamentID,ID,
29989,,Soma,2,Image 1,1,100000000,800000000,
28439,,Soma,2,Image 1,1,100000001,800000001,
