
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.35329e+07,,Surface,2,Image 1,1,0,
4.98122e+06,,Surface,2,Image 1,1,1,
