
Spine Intensity StdDev Ch=3 Img=1
 ==================== 
Spine Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
16.2946,,Spine,3,14,Image 1,6,1,100000001,610000003319,
17.2885,,Spine,3,14,Image 1,6,1,100000001,610000003329,
15.6808,,Spine,3,14,Image 1,6,1,100000001,610000003333,
24.6402,,Spine,3,3,Image 1,2,1,100000000,610000003346,
30.9541,,Spine,3,3,Image 1,2,1,100000000,610000003350,
16.4322,,Spine,3,4,Image 1,1,1,100000001,610000003353,
19.614,,Spine,3,0,Image 1,1,1,100000001,610000003357,
18.5624,,Spine,3,4,Image 1,4,1,100000000,610000003359,
27.4836,,Spine,3,9,Image 1,5,1,100000000,610000003361,
25.0374,,Spine,3,2,Image 1,3,1,100000001,610000003370,
36.0705,,Spine,3,2,Image 1,1,1,100000000,610000003377,
29.69,,Spine,3,2,Image 1,1,1,100000000,610000003386,
27.1797,,Spine,3,2,Image 1,2,1,100000000,610000003389,
44.1837,,Spine,3,3,Image 1,1,1,100000000,610000003392,
34.1936,,Spine,3,4,Image 1,3,1,100000001,610000003396,
20.4603,,Spine,3,4,Image 1,3,1,100000001,610000003398,
22.3548,,Spine,3,2,Image 1,2,1,100000001,610000003400,
11.012,,Spine,3,1,Image 1,1,1,100000001,610000003403,
9.73905,,Spine,3,2,Image 1,1,1,100000001,610000003405,
18.5995,,Spine,3,7,Image 1,5,1,100000000,610000003407,
18.6466,,Spine,3,4,Image 1,1,1,100000001,610000003410,
19.9247,,Spine,3,8,Image 1,3,1,100000000,610000003412,
31.4013,,Spine,3,7,Image 1,1,1,100000001,610000003414,
33.079,,Spine,3,2,Image 1,2,1,100000000,610000003423,
29.6907,,Spine,3,6,Image 1,3,1,100000000,610000003425,
20.4092,,Spine,3,0,Image 1,1,1,100000001,610000003428,
17.0445,,Spine,3,7,Image 1,4,1,100000000,610000003430,
13.8834,,Spine,3,7,Image 1,4,1,100000000,610000003432,
13.7455,,Spine,3,14,Image 1,6,1,100000001,610000003434,
22.9483,,Spine,3,7,Image 1,2,1,100000001,610000003437,
14.3482,,Spine,3,5,Image 1,4,1,100000001,610000003439,
19.8738,,Spine,3,3,Image 1,3,1,100000001,610000003442,
23.8025,,Spine,3,3,Image 1,2,1,100000000,610000003445,
29.2507,,Spine,3,2,Image 1,2,1,100000000,610000003454,
24.0498,,Spine,3,1,Image 1,2,1,100000000,610000003457,
19.2491,,Spine,3,8,Image 1,4,1,100000000,610000003459,
27.003,,Spine,3,0,Image 1,1,1,100000000,610000003462,
20.573,,Spine,3,9,Image 1,5,1,100000000,610000003464,
23.2887,,Spine,3,2,Image 1,1,1,100000000,610000003470,
20.659,,Spine,3,4,Image 1,3,1,100000000,610000003472,
24.0761,,Spine,3,3,Image 1,2,1,100000000,610000003476,
23.2109,,Spine,3,0,Image 1,1,1,100000001,610000003479,
45.861,,Spine,3,0,Image 1,1,1,100000001,610000003481,
