
Spine Attachment Pt Position
 ==================== 
Spine Attachment Pt Position X,Spine Attachment Pt Position Y,Spine Attachment Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
2434.74,20033.3,1473.81,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003357,
2440.63,20070.3,1470.42,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003462,
2435.35,20033.2,1471.09,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003481,
2438.3,20065.4,1470.95,µm,Spine,Spine Attachment Pt Position,0,1,1,100000000,610000003507,
2435.3,20033.7,1473.49,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003576,
2435.98,20033.4,1470.66,µm,Spine,Spine Attachment Pt Position,0,1,1,100000001,610000003597,
2435.05,20034.4,1474.02,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003834,
2431.07,20033.7,1472.55,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003837,
2432.88,20035.1,1474.19,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003864,
2440.94,20070.5,1470.42,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003865,
2440.94,20070.6,1470.38,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003866,
2434.83,20033.3,1473.79,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003873,
2434.93,20033.3,1473.76,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003874,
2435.1,20033.4,1473.69,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003875,
2439.24,20068.9,1470.72,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003888,
2439.39,20068.8,1470.65,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003889,
2439.57,20068.7,1470.56,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003890,
2438.79,20069.7,1470.59,µm,Spine,Spine Attachment Pt Position,0,1,1,,610000003891,
2435.17,20035.6,1473.08,µm,Spine,Spine Attachment Pt Position,1,1,1,100000001,610000003403,
2437.16,20069.2,1472.28,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003527,
2437.75,20070.7,1472.35,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003529,
2438.68,20070.5,1470.33,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003573,
2437.76,20069.6,1472.17,µm,Spine,Spine Attachment Pt Position,1,1,1,100000000,610000003581,
2435.27,20034.6,1473.37,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003835,
2430.36,20035.1,1472.59,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003848,
2441.58,20071.5,1470.16,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003867,
2437.63,20065.1,1470.91,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003883,
2435.94,20065.6,1472.22,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003886,
2436.41,20065.6,1472.24,µm,Spine,Spine Attachment Pt Position,1,1,1,,610000003887,
2436.68,20068.8,1472.61,µm,Spine,Spine Attachment Pt Position,1,2,1,100000000,610000003637,
2438.51,20065,1470.91,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003884,
2439.2,20070,1470.3,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003892,
2439.07,20070.2,1470.31,µm,Spine,Spine Attachment Pt Position,1,2,1,,610000003893,
2424.77,20034.1,1470.46,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000003862,
2424.26,20034.2,1470.53,µm,Spine,Spine Attachment Pt Position,11,3,1,,610000003863,
2421.78,20036.5,1470.88,µm,Spine,Spine Attachment Pt Position,13,5,1,100000001,610000003650,
2424.95,20038.5,1469.97,µm,Spine,Spine Attachment Pt Position,14,6,1,100000001,610000003333,
2424.79,20038.7,1470.12,µm,Spine,Spine Attachment Pt Position,14,6,1,100000001,610000003434,
2432.5,20036.7,1473.81,µm,Spine,Spine Attachment Pt Position,2,1,1,100000001,610000003405,
2435.42,20066.6,1471.68,µm,Spine,Spine Attachment Pt Position,2,1,1,100000000,610000003683,
2435.68,20031.1,1473.05,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000003869,
2441.95,20071.8,1470.22,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000003872,
2437.19,20063.7,1470.46,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000003881,
2437.32,20063.9,1470.3,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000003882,
2438.44,20071.8,1469.81,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000003894,
2437.33,20072.3,1469.81,µm,Spine,Spine Attachment Pt Position,2,1,1,,610000003896,
2429.76,20035.6,1473.11,µm,Spine,Spine Attachment Pt Position,2,2,1,100000001,610000003400,
2434.91,20067.1,1471.99,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000003613,
2435.3,20067,1471.94,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000003655,
2441.98,20071.7,1469.82,µm,Spine,Spine Attachment Pt Position,2,2,1,100000000,610000003673,
2436.8,20035,1473.42,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003836,
2435.08,20067.1,1471.99,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003837,
2434.62,20067.2,1471.94,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003838,
2429.44,20035.9,1473.14,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003847,
2433.78,20037.2,1472.64,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003865,
2430.19,20028.3,1471.47,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003872,
2437.84,20072.2,1472.47,µm,Spine,Spine Attachment Pt Position,2,2,1,,610000003878,
2430.5,20028.3,1470.63,µm,Spine,Spine Attachment Pt Position,2,3,1,100000001,610000003605,
2440.93,20074,1470.48,µm,Spine,Spine Attachment Pt Position,3,1,1,100000000,610000003392,
2430.19,20037.2,1471.91,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000003844,
2430.35,20036.8,1472.12,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000003845,
2441.29,20073,1470.43,µm,Spine,Spine Attachment Pt Position,3,1,1,,610000003873,
