
Spine Branchings
 ==================== 
Spine Branchings,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Spine,14,6,1,100000001,610000003319,
0,,Spine,14,6,1,100000001,610000003329,
0,,Spine,14,6,1,100000001,610000003333,
0,,Spine,3,2,1,100000000,610000003346,
0,,Spine,3,2,1,100000000,610000003350,
0,,Spine,4,1,1,100000001,610000003353,
0,,Spine,0,1,1,100000001,610000003357,
0,,Spine,4,4,1,100000000,610000003359,
0,,Spine,9,5,1,100000000,610000003361,
0,,Spine,2,3,1,100000001,610000003370,
0,,Spine,2,1,1,100000000,610000003377,
0,,Spine,2,1,1,100000000,610000003386,
0,,Spine,2,2,1,100000000,610000003389,
0,,Spine,3,1,1,100000000,610000003392,
0,,Spine,4,3,1,100000001,610000003396,
0,,Spine,4,3,1,100000001,610000003398,
0,,Spine,2,2,1,100000001,610000003400,
0,,Spine,1,1,1,100000001,610000003403,
0,,Spine,2,1,1,100000001,610000003405,
0,,Spine,7,5,1,100000000,610000003407,
0,,Spine,4,1,1,100000001,610000003410,
0,,Spine,8,3,1,100000000,610000003412,
0,,Spine,7,1,1,100000001,610000003414,
0,,Spine,2,2,1,100000000,610000003423,
0,,Spine,6,3,1,100000000,610000003425,
0,,Spine,0,1,1,100000001,610000003428,
0,,Spine,7,4,1,100000000,610000003430,
0,,Spine,7,4,1,100000000,610000003432,
0,,Spine,14,6,1,100000001,610000003434,
0,,Spine,7,2,1,100000001,610000003437,
0,,Spine,5,4,1,100000001,610000003439,
0,,Spine,3,3,1,100000001,610000003442,
0,,Spine,3,2,1,100000000,610000003445,
0,,Spine,2,2,1,100000000,610000003454,
0,,Spine,2,1,1,100000000,610000003457,
0,,Spine,8,4,1,100000000,610000003459,
0,,Spine,0,1,1,100000000,610000003462,
0,,Spine,9,5,1,100000000,610000003464,
0,,Spine,2,1,1,100000000,610000003470,
0,,Spine,4,3,1,100000000,610000003472,
0,,Spine,3,2,1,100000000,610000003476,
