
Spine Part Mean Diameter Neck
 ==================== 
Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.183078,µm,Spine,Spine Part Mean Diameter,14,6,1,100000001,610000003319,
0.168884,µm,Spine,Spine Part Mean Diameter,14,6,1,100000001,610000003329,
0,µm,Spine,Spine Part Mean Diameter,14,6,1,100000001,610000003333,
0.244204,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003346,
0.307965,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003350,
0,µm,Spine,Spine Part Mean Diameter,4,1,1,100000001,610000003353,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003357,
0,µm,Spine,Spine Part Mean Diameter,4,4,1,100000000,610000003359,
0,µm,Spine,Spine Part Mean Diameter,9,5,1,100000000,610000003361,
0.33161,µm,Spine,Spine Part Mean Diameter,2,3,1,100000001,610000003370,
0.297002,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003377,
0.266808,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003386,
0.295954,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003389,
0.180272,µm,Spine,Spine Part Mean Diameter,3,1,1,100000000,610000003392,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000003396,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000003398,
0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000003400,
0.290088,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003403,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000003405,
0,µm,Spine,Spine Part Mean Diameter,7,5,1,100000000,610000003407,
0.204013,µm,Spine,Spine Part Mean Diameter,4,1,1,100000001,610000003410,
0,µm,Spine,Spine Part Mean Diameter,8,3,1,100000000,610000003412,
0,µm,Spine,Spine Part Mean Diameter,7,1,1,100000001,610000003414,
0.252161,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003423,
0,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000003425,
0.24375,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003428,
0,µm,Spine,Spine Part Mean Diameter,7,4,1,100000000,610000003430,
0,µm,Spine,Spine Part Mean Diameter,7,4,1,100000000,610000003432,
0,µm,Spine,Spine Part Mean Diameter,14,6,1,100000001,610000003434,
0,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000003437,
0,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000003439,
0.24375,µm,Spine,Spine Part Mean Diameter,3,3,1,100000001,610000003442,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003445,
0.252161,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003454,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003457,
0,µm,Spine,Spine Part Mean Diameter,8,4,1,100000000,610000003459,
0.363052,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003462,
0,µm,Spine,Spine Part Mean Diameter,9,5,1,100000000,610000003464,
0.282485,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003470,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000003472,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003476,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003479,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003481,
0.218359,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000003484,
0.303676,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000003488,
0.374445,µm,Spine,Spine Part Mean Diameter,2,3,1,100000001,610000003494,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000003496,
0.266299,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000003501,
0,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000003503,
0.290676,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003507,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003510,
0.256367,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003518,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000003520,
0.237925,µm,Spine,Spine Part Mean Diameter,3,3,1,100000001,610000003523,
0,µm,Spine,Spine Part Mean Diameter,6,3,1,100000001,610000003525,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003527,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003529,
0,µm,Spine,Spine Part Mean Diameter,8,2,1,100000001,610000003531,
0.1625,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003536,
0,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000003542,
0,µm,Spine,Spine Part Mean Diameter,3,1,1,100000000,610000003549,
0.24375,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000003555,
0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003557,
0.265556,µm,Spine,Spine Part Mean Diameter,6,2,1,100000000,610000003560,
0,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003562,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003567,
0.550114,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003573,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003576,
0,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000003579,
0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003581,
0,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000003584,
0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003586,
0,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000003590,
0,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000003595,
