
Segment Mean Diameter
 ==================== 
Segment Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.282872,µm,Segment,9,5,1,100000000,510000000022,
0.28205,µm,Segment,8,5,1,100000000,510000000061,
0.262762,µm,Segment,7,5,1,100000000,510000000070,
0.232284,µm,Segment,6,5,1,100000000,510000000099,
0.283709,µm,Segment,5,4,1,100000000,510000000186,
0.295631,µm,Segment,4,3,1,100000000,510000000229,
0.369195,µm,Segment,3,3,1,100000000,510000000233,
0.353187,µm,Segment,2,2,1,100000000,510000000255,
0.406778,µm,Segment,1,1,1,100000000,510000000257,
0.351333,µm,Segment,0,1,1,100000000,510000000288,
0.273559,µm,Segment,9,6,1,100000000,510000000299,
0.272881,µm,Segment,8,6,1,100000000,510000000316,
0.261178,µm,Segment,7,6,1,100000000,510000000319,
0.244567,µm,Segment,8,7,1,100000000,510000000322,
0.255834,µm,Segment,8,6,1,100000000,510000000329,
0.26471,µm,Segment,8,4,1,100000000,510000000345,
0.245101,µm,Segment,7,4,1,100000000,510000000350,
0.343101,µm,Segment,6,3,1,100000000,510000000362,
0.263215,µm,Segment,5,3,1,100000000,510000000427,
0.310687,µm,Segment,4,2,1,100000000,510000000439,
0.382694,µm,Segment,3,2,1,100000000,510000000497,
0.276184,µm,Segment,7,3,1,100000000,510000000500,
0.275276,µm,Segment,6,4,1,100000000,510000000504,
0.35104,µm,Segment,11,5,1,100000000,510000000508,
0.313821,µm,Segment,10,5,1,100000000,510000000514,
0.271653,µm,Segment,9,5,1,100000000,510000000530,
0.300884,µm,Segment,8,4,1,100000000,510000000540,
0.189715,µm,Segment,7,4,1,100000000,510000000552,
0.288383,µm,Segment,6,3,1,100000000,510000000571,
0.361963,µm,Segment,4,2,1,100000000,510000000596,
0.633043,µm,Segment,3,1,1,100000000,510000000598,
0.634805,µm,Segment,2,1,1,100000000,510000000601,
0.248713,µm,Segment,10,6,1,100000000,510000000622,
0.292886,µm,Segment,11,6,1,100000000,510000000626,
0.292345,µm,Segment,9,4,1,100000000,510000000632,
0.255967,µm,Segment,8,5,1,100000000,510000000636,
0.335718,µm,Segment,6,1,1,100000000,510000000651,
0.389326,µm,Segment,5,1,1,100000000,510000000657,
0.309777,µm,Segment,4,1,1,100000000,510000000666,
0.311959,µm,Segment,3,1,1,100000000,510000000695,
0.282699,µm,Segment,2,1,1,100000000,510000000701,
0.367699,µm,Segment,1,1,1,100000000,510000000705,
0.405256,µm,Segment,0,1,1,100000000,510000000746,
0.24819,µm,Segment,6,3,1,100000000,510000000792,
0.334174,µm,Segment,5,2,1,100000000,510000000800,
0.315257,µm,Segment,6,2,1,100000000,510000000811,
0.266267,µm,Segment,6,2,1,100000000,510000000819,
0.255456,µm,Segment,4,2,1,100000000,510000000831,
0.271137,µm,Segment,6,4,1,100000000,510000000839,
0.224266,µm,Segment,8,4,1,100000000,510000000850,
0.368976,µm,Segment,7,4,1,100000000,510000000862,
0.231318,µm,Segment,6,4,1,100000000,510000000869,
0.313809,µm,Segment,5,3,1,100000000,510000000922,
0.24295,µm,Segment,6,3,1,100000000,510000000951,
0.219438,µm,Segment,8,5,1,100000000,510000000954,
0.217707,µm,Segment,7,5,1,100000000,510000000965,
0.300653,µm,Segment,5,2,1,100000000,510000000973,
0.302521,µm,Segment,4,3,1,100000000,510000001000,
0.263444,µm,Segment,4,4,1,100000000,510000001015,
0.296062,µm,Segment,7,3,1,100000000,510000001027,
0.243911,µm,Segment,6,3,1,100000000,510000001043,
0.219086,µm,Segment,5,3,1,100000000,510000001046,
0.20671,µm,Segment,6,4,1,100000000,510000001049,
0.299503,µm,Segment,6,2,1,100000000,510000001051,
0.278133,µm,Segment,8,3,1,100000000,510000001069,
0.329288,µm,Segment,7,3,1,100000000,510000001075,
0.301926,µm,Segment,6,3,1,100000000,510000001101,
0.320964,µm,Segment,5,3,1,100000000,510000001104,
0.288085,µm,Segment,4,3,1,100000000,510000001119,
0.210519,µm,Segment,3,3,1,100000000,510000001145,
0.229405,µm,Segment,2,2,1,100000000,510000001160,
0.312909,µm,Segment,2,3,1,100000001,510000001170,
0.355349,µm,Segment,1,2,1,100000001,510000001186,
0.279397,µm,Segment,0,1,1,100000001,510000001203,
0.411021,µm,Segment,1,1,1,100000001,510000001248,
0.254418,µm,Segment,3,3,1,100000001,510000001255,
0.434108,µm,Segment,2,2,1,100000001,510000001258,
0.430362,µm,Segment,3,2,1,100000001,510000001263,
0.313698,µm,Segment,14,6,1,100000001,510000001308,
0.372317,µm,Segment,13,5,1,100000001,510000001327,
0.358004,µm,Segment,12,4,1,100000001,510000001342,
0.378448,µm,Segment,11,3,1,100000001,510000001361,
0.390925,µm,Segment,10,3,1,100000001,510000001370,
0.359649,µm,Segment,7,2,1,100000001,510000001389,
0.38375,µm,Segment,6,2,1,100000001,510000001400,
0.41622,µm,Segment,5,2,1,100000001,510000001411,
0.448713,µm,Segment,4,2,1,100000001,510000001413,
0.45905,µm,Segment,3,2,1,100000001,510000001416,
0.378205,µm,Segment,2,2,1,100000001,510000001422,
0.379017,µm,Segment,0,1,1,100000001,510000001442,
0.273313,µm,Segment,8,4,1,100000000,510000001471,
0.226395,µm,Segment,7,2,1,100000001,510000001495,
0.294398,µm,Segment,6,1,1,100000001,510000001509,
0.292069,µm,Segment,5,1,1,100000001,510000001517,
0.329397,µm,Segment,4,1,1,100000001,510000001558,
0.344609,µm,Segment,3,1,1,100000001,510000001567,
0.340158,µm,Segment,2,1,1,100000001,510000001584,
0.302647,µm,Segment,1,1,1,100000001,510000001599,
0.355842,µm,Segment,9,2,1,100000001,510000001609,
0.256995,µm,Segment,7,1,1,100000001,510000001618,
0.285468,µm,Segment,9,5,1,100000000,510000001640,
0.258645,µm,Segment,8,4,1,100000000,510000001660,
0.271688,µm,Segment,7,4,1,100000000,510000001665,
0.300876,µm,Segment,6,4,1,100000000,510000001668,
0.263423,µm,Segment,9,3,1,100000001,510000001677,
