
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.409246,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003648,
0.210722,µm,Spine,Spine Part Mean Diameter,13,5,1,100000001,610000003650,
0.411395,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003655,
0.251385,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003658,
0.411079,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003665,
0.1625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003669,
0.267163,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003673,
0.396757,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003676,
0.454945,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003683,
0.265556,µm,Spine,Spine Part Mean Diameter,6,2,1,100000000,610000003686,
0.1625,µm,Spine,Spine Part Mean Diameter,8,6,1,100000000,610000003724,
0.233149,µm,Spine,Spine Part Mean Diameter,6,5,1,100000000,610000003725,
0.233067,µm,Spine,Spine Part Mean Diameter,6,4,1,100000000,610000003726,
0.170359,µm,Spine,Spine Part Mean Diameter,5,4,1,100000000,610000003727,
0.265769,µm,Spine,Spine Part Mean Diameter,5,4,1,100000000,610000003728,
0.178061,µm,Spine,Spine Part Mean Diameter,7,4,1,100000000,610000003729,
0.207177,µm,Spine,Spine Part Mean Diameter,7,4,1,100000000,610000003730,
0.233757,µm,Spine,Spine Part Mean Diameter,7,4,1,100000000,610000003731,
0.182506,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000003732,
0.233594,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000003733,
0.381232,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000003734,
0.296138,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000003735,
0.200711,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000003736,
0.242854,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000003737,
0.184241,µm,Spine,Spine Part Mean Diameter,8,4,1,100000000,610000003738,
0.252342,µm,Spine,Spine Part Mean Diameter,8,4,1,100000000,610000003739,
0.279297,µm,Spine,Spine Part Mean Diameter,8,4,1,100000000,610000003740,
0.282417,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000003741,
0.268553,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000003742,
0.245867,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000003743,
0.241671,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000003744,
0.297735,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000003745,
0.253906,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000003746,
0.350901,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003747,
0.261287,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003748,
0.603549,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000003749,
0.207231,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003750,
0.519918,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003751,
0.165492,µm,Spine,Spine Part Mean Diameter,9,5,1,100000000,610000003752,
0.197436,µm,Spine,Spine Part Mean Diameter,8,4,1,100000000,610000003753,
0.290657,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000003754,
0.29607,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000003755,
0.369189,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000003756,
0.264248,µm,Spine,Spine Part Mean Diameter,2,2,1,100000000,610000003757,
0.186621,µm,Spine,Spine Part Mean Diameter,6,1,1,100000000,610000003758,
0.238929,µm,Spine,Spine Part Mean Diameter,6,1,1,100000000,610000003759,
0.275757,µm,Spine,Spine Part Mean Diameter,5,2,1,100000000,610000003760,
0.32585,µm,Spine,Spine Part Mean Diameter,3,1,1,100000000,610000003761,
0.34495,µm,Spine,Spine Part Mean Diameter,3,1,1,100000000,610000003762,
0.318868,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003763,
0.192969,µm,Spine,Spine Part Mean Diameter,8,4,1,100000000,610000003764,
0.216841,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000003765,
0.236491,µm,Spine,Spine Part Mean Diameter,9,5,1,100000000,610000003766,
0.231055,µm,Spine,Spine Part Mean Diameter,5,4,1,100000000,610000003767,
0.380368,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003768,
0.232289,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003769,
0.244381,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003770,
0.22236,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003771,
0.373117,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003772,
0.301725,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003773,
0.358992,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003774,
0.1625,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003775,
0.368405,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003776,
0.370703,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003777,
0.319175,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003778,
0.364409,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000003779,
0.238634,µm,Spine,Spine Part Mean Diameter,4,3,1,100000000,610000003781,
0.1625,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000003782,
0.234105,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003783,
0.241862,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000003784,
0.292055,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003785,
0.417637,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003787,
0.23035,µm,Spine,Spine Part Mean Diameter,1,1,1,100000000,610000003788,
0.315866,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000003789,
0.365343,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003790,
0.253271,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003791,
0.201269,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003793,
0.41264,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003794,
0.460982,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003795,
0.204395,µm,Spine,Spine Part Mean Diameter,6,4,1,100000001,610000003797,
0.1625,µm,Spine,Spine Part Mean Diameter,6,4,1,100000001,610000003798,
0.230751,µm,Spine,Spine Part Mean Diameter,5,3,1,100000001,610000003799,
0.186196,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000003800,
0.186289,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003801,
0.225354,µm,Spine,Spine Part Mean Diameter,4,1,1,100000001,610000003802,
0.325,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000003803,
0.34784,µm,Spine,Spine Part Mean Diameter,11,3,1,100000001,610000003804,
0.365625,µm,Spine,Spine Part Mean Diameter,11,3,1,100000001,610000003805,
0.589108,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000003806,
0.38067,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000003807,
0.327179,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000003808,
0.440253,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000003809,
0.273392,µm,Spine,Spine Part Mean Diameter,8,3,1,100000001,610000003810,
0.368863,µm,Spine,Spine Part Mean Diameter,8,3,1,100000001,610000003811,
0.365625,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000003812,
0.1625,µm,Spine,Spine Part Mean Diameter,6,2,1,100000001,610000003813,
0.1625,µm,Spine,Spine Part Mean Diameter,6,3,1,100000001,610000003814,
0.172735,µm,Spine,Spine Part Mean Diameter,6,3,1,100000001,610000003815,
0.303676,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000003816,
0.268234,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000003817,
0.306662,µm,Spine,Spine Part Mean Diameter,5,4,1,100000001,610000003818,
0.186125,µm,Spine,Spine Part Mean Diameter,7,2,1,100000001,610000003819,
0.1625,µm,Spine,Spine Part Mean Diameter,9,2,1,100000001,610000003820,
0.185579,µm,Spine,Spine Part Mean Diameter,9,2,1,100000001,610000003821,
0.257664,µm,Spine,Spine Part Mean Diameter,8,1,1,100000001,610000003822,
0.211926,µm,Spine,Spine Part Mean Diameter,4,1,1,100000001,610000003823,
0.185428,µm,Spine,Spine Part Mean Diameter,4,2,1,100000001,610000003824,
0.307227,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000003825,
0.365625,µm,Spine,Spine Part Mean Diameter,3,1,1,100000001,610000003826,
0.303574,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000003827,
0.328046,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000003828,
0.27007,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000003829,
0.356719,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003830,
0.296455,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000003831,
0.241775,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000003832,
