
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1469.84,µm,Spine,Spine Position,14,6,1,100000001,610000003319,
1469.85,µm,Spine,Spine Position,14,6,1,100000001,610000003329,
1469.93,µm,Spine,Spine Position,14,6,1,100000001,610000003333,
1469.8,µm,Spine,Spine Position,3,2,1,100000000,610000003346,
1473.51,µm,Spine,Spine Position,3,2,1,100000000,610000003350,
1471.75,µm,Spine,Spine Position,4,1,1,100000001,610000003353,
1473.48,µm,Spine,Spine Position,0,1,1,100000001,610000003357,
1470.29,µm,Spine,Spine Position,4,4,1,100000000,610000003359,
1470.69,µm,Spine,Spine Position,9,5,1,100000000,610000003361,
1470.33,µm,Spine,Spine Position,2,3,1,100000001,610000003370,
1469.85,µm,Spine,Spine Position,2,1,1,100000000,610000003377,
1469.8,µm,Spine,Spine Position,2,1,1,100000000,610000003386,
1472.43,µm,Spine,Spine Position,2,2,1,100000000,610000003389,
1470.31,µm,Spine,Spine Position,3,1,1,100000000,610000003392,
1471.06,µm,Spine,Spine Position,4,3,1,100000001,610000003396,
1473.72,µm,Spine,Spine Position,4,3,1,100000001,610000003398,
1473.03,µm,Spine,Spine Position,2,2,1,100000001,610000003400,
1473.13,µm,Spine,Spine Position,1,1,1,100000001,610000003403,
1473.85,µm,Spine,Spine Position,2,1,1,100000001,610000003405,
1471.7,µm,Spine,Spine Position,7,5,1,100000000,610000003407,
1473.03,µm,Spine,Spine Position,4,1,1,100000001,610000003410,
1473.01,µm,Spine,Spine Position,8,3,1,100000000,610000003412,
1470.47,µm,Spine,Spine Position,7,1,1,100000001,610000003414,
1469.83,µm,Spine,Spine Position,2,2,1,100000000,610000003423,
1472.42,µm,Spine,Spine Position,6,3,1,100000000,610000003425,
1473.63,µm,Spine,Spine Position,0,1,1,100000001,610000003428,
1469.82,µm,Spine,Spine Position,7,4,1,100000000,610000003430,
1470.33,µm,Spine,Spine Position,7,4,1,100000000,610000003432,
1470.14,µm,Spine,Spine Position,14,6,1,100000001,610000003434,
1469.87,µm,Spine,Spine Position,7,2,1,100000001,610000003437,
1473.44,µm,Spine,Spine Position,5,4,1,100000001,610000003439,
1472.79,µm,Spine,Spine Position,3,3,1,100000001,610000003442,
1472.42,µm,Spine,Spine Position,3,2,1,100000000,610000003445,
1469.8,µm,Spine,Spine Position,2,2,1,100000000,610000003454,
1472.01,µm,Spine,Spine Position,2,1,1,100000000,610000003457,
1473.5,µm,Spine,Spine Position,8,4,1,100000000,610000003459,
1470.34,µm,Spine,Spine Position,0,1,1,100000000,610000003462,
1470.97,µm,Spine,Spine Position,9,5,1,100000000,610000003464,
1469.8,µm,Spine,Spine Position,2,1,1,100000000,610000003470,
1472.9,µm,Spine,Spine Position,4,3,1,100000000,610000003472,
1469.81,µm,Spine,Spine Position,3,2,1,100000000,610000003476,
1473.43,µm,Spine,Spine Position,0,1,1,100000001,610000003479,
1471.01,µm,Spine,Spine Position,0,1,1,100000001,610000003481,
1471.02,µm,Spine,Spine Position,4,3,1,100000001,610000003484,
1470.39,µm,Spine,Spine Position,5,4,1,100000001,610000003488,
1470.44,µm,Spine,Spine Position,2,3,1,100000001,610000003494,
1471.92,µm,Spine,Spine Position,3,2,1,100000001,610000003496,
1472.96,µm,Spine,Spine Position,5,2,1,100000000,610000003501,
1472.28,µm,Spine,Spine Position,6,3,1,100000000,610000003503,
1470.83,µm,Spine,Spine Position,0,1,1,100000000,610000003507,
1470.79,µm,Spine,Spine Position,3,2,1,100000000,610000003510,
1469.81,µm,Spine,Spine Position,2,2,1,100000000,610000003518,
1472.12,µm,Spine,Spine Position,5,3,1,100000000,610000003520,
1472.78,µm,Spine,Spine Position,3,3,1,100000001,610000003523,
1469.95,µm,Spine,Spine Position,6,3,1,100000001,610000003525,
1472.36,µm,Spine,Spine Position,1,1,1,100000000,610000003527,
1472.45,µm,Spine,Spine Position,1,1,1,100000000,610000003529,
1470.78,µm,Spine,Spine Position,8,2,1,100000001,610000003531,
1470.51,µm,Spine,Spine Position,2,1,1,100000000,610000003536,
1473.41,µm,Spine,Spine Position,5,2,1,100000000,610000003542,
1470.46,µm,Spine,Spine Position,3,1,1,100000000,610000003549,
1474.1,µm,Spine,Spine Position,5,2,1,100000000,610000003555,
1471.96,µm,Spine,Spine Position,2,1,1,100000000,610000003557,
1471.26,µm,Spine,Spine Position,6,2,1,100000000,610000003560,
1472.54,µm,Spine,Spine Position,3,2,1,100000000,610000003562,
1473.74,µm,Spine,Spine Position,0,1,1,100000001,610000003567,
1470.39,µm,Spine,Spine Position,1,1,1,100000000,610000003573,
1473.44,µm,Spine,Spine Position,0,1,1,100000001,610000003576,
1470.83,µm,Spine,Spine Position,6,2,1,100000001,610000003579,
1472.08,µm,Spine,Spine Position,1,1,1,100000000,610000003581,
1470.98,µm,Spine,Spine Position,4,3,1,100000001,610000003584,
1472.66,µm,Spine,Spine Position,0,1,1,100000001,610000003586,
1472.7,µm,Spine,Spine Position,5,2,1,100000000,610000003590,
1471.3,µm,Spine,Spine Position,5,3,1,100000000,610000003595,
1470.66,µm,Spine,Spine Position,0,1,1,100000001,610000003597,
1472.39,µm,Spine,Spine Position,3,2,1,100000000,610000003600,
1471.77,µm,Spine,Spine Position,5,3,1,100000000,610000003603,
1470.59,µm,Spine,Spine Position,2,3,1,100000001,610000003605,
1473.37,µm,Spine,Spine Position,5,2,1,100000001,610000003607,
1471,µm,Spine,Spine Position,2,1,1,100000000,610000003610,
1471.98,µm,Spine,Spine Position,2,2,1,100000000,610000003613,
1471.95,µm,Spine,Spine Position,4,2,1,100000000,610000003617,
1470.86,µm,Spine,Spine Position,2,1,1,100000000,610000003623,
1473.86,µm,Spine,Spine Position,0,1,1,100000001,610000003630,
1473.37,µm,Spine,Spine Position,1,1,1,100000001,610000003632,
1472.64,µm,Spine,Spine Position,1,2,1,100000000,610000003637,
1471.76,µm,Spine,Spine Position,2,1,1,100000000,610000003641,
1472.41,µm,Spine,Spine Position,3,2,1,100000000,610000003646,
1470.46,µm,Spine,Spine Position,2,1,1,100000000,610000003648,
1470.9,µm,Spine,Spine Position,13,5,1,100000001,610000003650,
1472.01,µm,Spine,Spine Position,2,2,1,100000000,610000003655,
1471.57,µm,Spine,Spine Position,2,1,1,100000000,610000003658,
1472.37,µm,Spine,Spine Position,3,2,1,100000000,610000003665,
1470.44,µm,Spine,Spine Position,0,1,1,100000000,610000003669,
1469.83,µm,Spine,Spine Position,2,2,1,100000000,610000003673,
1471.57,µm,Spine,Spine Position,2,1,1,100000000,610000003676,
1471.6,µm,Spine,Spine Position,2,1,1,100000000,610000003683,
1471.21,µm,Spine,Spine Position,6,2,1,100000000,610000003686,
1472.97,µm,Spine,Spine Position,8,6,1,100000000,610000003724,
1473.62,µm,Spine,Spine Position,6,5,1,100000000,610000003725,
1473.34,µm,Spine,Spine Position,6,4,1,100000000,610000003726,
1472.82,µm,Spine,Spine Position,5,4,1,100000000,610000003727,
1472.59,µm,Spine,Spine Position,5,4,1,100000000,610000003728,
1470.21,µm,Spine,Spine Position,7,4,1,100000000,610000003729,
1470.21,µm,Spine,Spine Position,7,4,1,100000000,610000003730,
1469.82,µm,Spine,Spine Position,7,4,1,100000000,610000003731,
1469.97,µm,Spine,Spine Position,6,3,1,100000000,610000003732,
1470.1,µm,Spine,Spine Position,6,3,1,100000000,610000003733,
1471.22,µm,Spine,Spine Position,5,3,1,100000000,610000003734,
1471.46,µm,Spine,Spine Position,5,3,1,100000000,610000003735,
1471.48,µm,Spine,Spine Position,4,3,1,100000000,610000003736,
1471.44,µm,Spine,Spine Position,4,3,1,100000000,610000003737,
1470.84,µm,Spine,Spine Position,8,4,1,100000000,610000003738,
1470.86,µm,Spine,Spine Position,8,4,1,100000000,610000003739,
1471.39,µm,Spine,Spine Position,8,4,1,100000000,610000003740,
1472.15,µm,Spine,Spine Position,6,3,1,100000000,610000003741,
1472.23,µm,Spine,Spine Position,6,3,1,100000000,610000003742,
1472.41,µm,Spine,Spine Position,6,3,1,100000000,610000003743,
1472.35,µm,Spine,Spine Position,5,3,1,100000000,610000003744,
1472.25,µm,Spine,Spine Position,5,3,1,100000000,610000003745,
1471.34,µm,Spine,Spine Position,5,3,1,100000000,610000003746,
1473.09,µm,Spine,Spine Position,3,2,1,100000000,610000003747,
1472.79,µm,Spine,Spine Position,3,2,1,100000000,610000003748,
1472.34,µm,Spine,Spine Position,3,2,1,100000000,610000003749,
1471.94,µm,Spine,Spine Position,2,2,1,100000000,610000003750,
1471.99,µm,Spine,Spine Position,2,2,1,100000000,610000003751,
1472.44,µm,Spine,Spine Position,9,5,1,100000000,610000003752,
1472.26,µm,Spine,Spine Position,8,4,1,100000000,610000003753,
1472.7,µm,Spine,Spine Position,6,3,1,100000000,610000003754,
1473.93,µm,Spine,Spine Position,5,2,1,100000000,610000003755,
1473.52,µm,Spine,Spine Position,5,2,1,100000000,610000003756,
1472.47,µm,Spine,Spine Position,2,2,1,100000000,610000003757,
1470.98,µm,Spine,Spine Position,6,1,1,100000000,610000003758,
1471.01,µm,Spine,Spine Position,6,1,1,100000000,610000003759,
1470.63,µm,Spine,Spine Position,5,2,1,100000000,610000003760,
1470.49,µm,Spine,Spine Position,3,1,1,100000000,610000003761,
1470.43,µm,Spine,Spine Position,3,1,1,100000000,610000003762,
1470.22,µm,Spine,Spine Position,2,1,1,100000000,610000003763,
1473.49,µm,Spine,Spine Position,8,4,1,100000000,610000003764,
1471.49,µm,Spine,Spine Position,6,3,1,100000000,610000003765,
1470.56,µm,Spine,Spine Position,9,5,1,100000000,610000003766,
1471.96,µm,Spine,Spine Position,5,4,1,100000000,610000003767,
1470.16,µm,Spine,Spine Position,1,1,1,100000000,610000003768,
1470.38,µm,Spine,Spine Position,0,1,1,100000000,610000003769,
1470.42,µm,Spine,Spine Position,0,1,1,100000000,610000003770,
1470.56,µm,Spine,Spine Position,0,1,1,100000000,610000003771,
1470.65,µm,Spine,Spine Position,0,1,1,100000000,610000003772,
1470.72,µm,Spine,Spine Position,0,1,1,100000000,610000003773,
1469.81,µm,Spine,Spine Position,2,1,1,100000000,610000003774,
1469.81,µm,Spine,Spine Position,2,1,1,100000000,610000003775,
1469.81,µm,Spine,Spine Position,2,1,1,100000000,610000003776,
1470.3,µm,Spine,Spine Position,1,2,1,100000000,610000003777,
1470.31,µm,Spine,Spine Position,1,2,1,100000000,610000003778,
1470.59,µm,Spine,Spine Position,0,1,1,100000000,610000003779,
1470.03,µm,Spine,Spine Position,4,3,1,100000000,610000003781,
1470.91,µm,Spine,Spine Position,1,2,1,100000000,610000003782,
1470.46,µm,Spine,Spine Position,2,1,1,100000000,610000003783,
1470.3,µm,Spine,Spine Position,2,1,1,100000000,610000003784,
1470.91,µm,Spine,Spine Position,1,1,1,100000000,610000003785,
1472.22,µm,Spine,Spine Position,1,1,1,100000000,610000003787,
1472.24,µm,Spine,Spine Position,1,1,1,100000000,610000003788,
1473.42,µm,Spine,Spine Position,2,2,1,100000001,610000003789,
1473.37,µm,Spine,Spine Position,1,1,1,100000001,610000003790,
1474.02,µm,Spine,Spine Position,0,1,1,100000001,610000003791,
1473.69,µm,Spine,Spine Position,0,1,1,100000001,610000003793,
1473.76,µm,Spine,Spine Position,0,1,1,100000001,610000003794,
1473.79,µm,Spine,Spine Position,0,1,1,100000001,610000003795,
1470.39,µm,Spine,Spine Position,6,4,1,100000001,610000003797,
1470.88,µm,Spine,Spine Position,6,4,1,100000001,610000003798,
1471.22,µm,Spine,Spine Position,5,3,1,100000001,610000003799,
1472.64,µm,Spine,Spine Position,2,2,1,100000001,610000003800,
1474.19,µm,Spine,Spine Position,0,1,1,100000001,610000003801,
1473.07,µm,Spine,Spine Position,4,1,1,100000001,610000003802,
1473.05,µm,Spine,Spine Position,2,1,1,100000001,610000003803,
1470.53,µm,Spine,Spine Position,11,3,1,100000001,610000003804,
1470.46,µm,Spine,Spine Position,11,3,1,100000001,610000003805,
1470.83,µm,Spine,Spine Position,7,2,1,100000001,610000003806,
1470.9,µm,Spine,Spine Position,7,2,1,100000001,610000003807,
1470.91,µm,Spine,Spine Position,7,2,1,100000001,610000003808,
1470.9,µm,Spine,Spine Position,7,2,1,100000001,610000003809,
1470.34,µm,Spine,Spine Position,8,3,1,100000001,610000003810,
1470.65,µm,Spine,Spine Position,8,3,1,100000001,610000003811,
1471.07,µm,Spine,Spine Position,6,2,1,100000001,610000003812,
1471.16,µm,Spine,Spine Position,6,2,1,100000001,610000003813,
1469.98,µm,Spine,Spine Position,6,3,1,100000001,610000003814,
1470.35,µm,Spine,Spine Position,6,3,1,100000001,610000003815,
1470.4,µm,Spine,Spine Position,5,4,1,100000001,610000003816,
1473.51,µm,Spine,Spine Position,5,4,1,100000001,610000003817,
1473.5,µm,Spine,Spine Position,5,4,1,100000001,610000003818,
1469.82,µm,Spine,Spine Position,7,2,1,100000001,610000003819,
1471.31,µm,Spine,Spine Position,9,2,1,100000001,610000003820,
1470.79,µm,Spine,Spine Position,9,2,1,100000001,610000003821,
1470.65,µm,Spine,Spine Position,8,1,1,100000001,610000003822,
1471.46,µm,Spine,Spine Position,4,1,1,100000001,610000003823,
1471.83,µm,Spine,Spine Position,4,2,1,100000001,610000003824,
1471.91,µm,Spine,Spine Position,3,1,1,100000001,610000003825,
1472.12,µm,Spine,Spine Position,3,1,1,100000001,610000003826,
1471.9,µm,Spine,Spine Position,3,2,1,100000001,610000003827,
1473.14,µm,Spine,Spine Position,2,2,1,100000001,610000003828,
1472.59,µm,Spine,Spine Position,1,1,1,100000001,610000003829,
1472.55,µm,Spine,Spine Position,0,1,1,100000001,610000003830,
1471.47,µm,Spine,Spine Position,2,2,1,100000001,610000003831,
1472.39,µm,Spine,Spine Position,0,1,1,100000001,610000003832,
