
Intensity Sum Ch=3 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
2.82239e+06,,Surface,3,Image 1,1,0,
2.94569e+06,,Surface,3,Image 1,1,1,
5.88442e+06,,Surface,3,Image 1,1,2,
5.1328e+06,,Surface,3,Image 1,1,3,
