
Intensity Max Ch=1 Img=1
 ==================== 
Intensity Max,Unit,Category,Channel,Image,Time,ID,
95,,Surface,1,Image 1,1,0,
106,,Surface,1,Image 1,1,1,
83,,Surface,1,Image 1,1,2,
145,,Surface,1,Image 1,1,3,
