
Spine Center Intensity Max Ch=1 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
2,,Spine,1,0,Image 1,1,1,100000001,610000005064,
2,,Spine,1,0,Image 1,1,1,100000001,610000005082,
2,,Spine,1,0,Image 1,1,1,100000001,610000005095,
6,,Spine,1,4,Image 1,3,1,100000001,610000005100,
6,,Spine,1,0,Image 1,1,1,100000001,610000005112,
6,,Spine,1,4,Image 1,3,1,100000001,610000005117,
7,,Spine,1,1,Image 1,1,1,100000001,610000005121,
6,,Spine,1,4,Image 1,3,1,100000001,610000005124,
9,,Spine,1,2,Image 1,2,1,100000003,610000005131,
9,,Spine,1,2,Image 1,2,1,100000003,610000005137,
3,,Spine,1,0,Image 1,1,1,100000002,610000005144,
2,,Spine,1,0,Image 1,1,1,100000001,610000005150,
5,,Spine,1,4,Image 1,2,1,100000002,610000005153,
7,,Spine,1,5,Image 1,2,1,100000003,610000005156,
4,,Spine,1,7,Image 1,1,1,100000003,610000005158,
3,,Spine,1,0,Image 1,1,1,100000000,610000005166,
3,,Spine,1,2,Image 1,2,1,100000001,610000005169,
2,,Spine,1,6,Image 1,3,1,100000002,610000005172,
4,,Spine,1,7,Image 1,4,1,100000000,610000005175,
5,,Spine,1,11,Image 1,5,1,100000002,610000005177,
7,,Spine,1,1,Image 1,1,1,100000003,610000005181,
8,,Spine,1,3,Image 1,2,1,100000001,610000005187,
4,,Spine,1,0,Image 1,1,1,100000000,610000005191,
6,,Spine,1,0,Image 1,1,1,100000002,610000005195,
3,,Spine,1,0,Image 1,1,1,100000001,610000005197,
5,,Spine,1,1,Image 1,2,1,100000000,610000005200,
6,,Spine,1,4,Image 1,1,1,100000003,610000005206,
5,,Spine,1,2,Image 1,2,1,100000002,610000005209,
7,,Spine,1,5,Image 1,2,1,100000003,610000005215,
5,,Spine,1,5,Image 1,1,1,100000003,610000005217,
10,,Spine,1,5,Image 1,1,1,100000003,610000005220,
3,,Spine,1,0,Image 1,1,1,100000000,610000005222,
4,,Spine,1,0,Image 1,1,1,100000000,610000005226,
5,,Spine,1,7,Image 1,3,1,100000002,610000005229,
7,,Spine,1,2,Image 1,1,1,100000003,610000005233,
4,,Spine,1,5,Image 1,3,1,100000001,610000005236,
9,,Spine,1,8,Image 1,3,1,100000002,610000005239,
5,,Spine,1,4,Image 1,3,1,100000002,610000005243,
5,,Spine,1,7,Image 1,3,1,100000002,610000005245,
4,,Spine,1,4,Image 1,3,1,100000001,610000005247,
2,,Spine,1,3,Image 1,1,1,100000001,610000005251,
7,,Spine,1,0,Image 1,1,1,100000000,610000005255,
4,,Spine,1,2,Image 1,1,1,100000003,610000005257,
5,,Spine,1,0,Image 1,1,1,100000000,610000005259,
8,,Spine,1,6,Image 1,3,1,100000001,610000005261,
4,,Spine,1,0,Image 1,1,1,100000000,610000005266,
3,,Spine,1,0,Image 1,1,1,100000003,610000005268,
5,,Spine,1,1,Image 1,2,1,100000000,610000005270,
8,,Spine,1,7,Image 1,3,1,100000002,610000005272,
5,,Spine,1,7,Image 1,3,1,100000002,610000005274,
8,,Spine,1,4,Image 1,2,1,100000001,610000005276,
7,,Spine,1,4,Image 1,2,1,100000000,610000005278,
3,,Spine,1,5,Image 1,2,1,100000001,610000005282,
5,,Spine,1,3,Image 1,2,1,100000001,610000005286,
3,,Spine,1,0,Image 1,1,1,100000001,610000005288,
8,,Spine,1,3,Image 1,1,1,100000003,610000005290,
6,,Spine,1,0,Image 1,1,1,100000000,610000005300,
6,,Spine,1,4,Image 1,1,1,100000003,610000005304,
2,,Spine,1,0,Image 1,1,1,100000001,610000005306,
3,,Spine,1,0,Image 1,1,1,100000002,610000005308,
4,,Spine,1,2,Image 1,1,1,100000001,610000005310,
5,,Spine,1,1,Image 1,2,1,100000002,610000005312,
14,,Spine,1,4,Image 1,2,1,100000002,610000005316,
5,,Spine,1,3,Image 1,1,1,100000003,610000005319,
4,,Spine,1,0,Image 1,1,1,100000000,610000005321,
6,,Spine,1,8,Image 1,4,1,100000002,610000005324,
8,,Spine,1,1,Image 1,1,1,100000003,610000005327,
6,,Spine,1,3,Image 1,1,1,100000003,610000005331,
3,,Spine,1,1,Image 1,1,1,100000000,610000005333,
7,,Spine,1,3,Image 1,2,1,100000001,610000005336,
6,,Spine,1,0,Image 1,1,1,100000001,610000005340,
3,,Spine,1,5,Image 1,2,1,100000003,610000005342,
5,,Spine,1,0,Image 1,1,1,100000000,610000005344,
5,,Spine,1,6,Image 1,1,1,100000003,610000005346,
5,,Spine,1,0,Image 1,1,1,100000000,610000005349,
10,,Spine,1,2,Image 1,2,1,100000001,610000005352,
9,,Spine,1,3,Image 1,1,1,100000002,610000005357,
6,,Spine,1,3,Image 1,2,1,100000002,610000005359,
3,,Spine,1,0,Image 1,1,1,100000001,610000005361,
3,,Spine,1,0,Image 1,1,1,100000002,610000005363,
7,,Spine,1,5,Image 1,2,1,100000003,610000005366,
3,,Spine,1,6,Image 1,1,1,100000003,610000005370,
6,,Spine,1,5,Image 1,2,1,100000001,610000005372,
6,,Spine,1,3,Image 1,2,1,100000001,610000005374,
8,,Spine,1,3,Image 1,3,1,100000001,610000005376,
6,,Spine,1,4,Image 1,1,1,100000003,610000005379,
4,,Spine,1,5,Image 1,2,1,100000003,610000005382,
7,,Spine,1,0,Image 1,1,1,100000001,610000005384,
6,,Spine,1,5,Image 1,3,1,100000003,610000005389,
4,,Spine,1,8,Image 1,3,1,100000000,610000005392,
10,,Spine,1,0,Image 1,1,1,100000001,610000005394,
25,,Spine,1,0,Image 1,1,1,100000000,610000005398,
4,,Spine,1,5,Image 1,3,1,100000003,610000005400,
5,,Spine,1,5,Image 1,2,1,100000003,610000005402,
7,,Spine,1,0,Image 1,1,1,100000000,610000005410,
5,,Spine,1,4,Image 1,3,1,100000001,610000005412,
3,,Spine,1,0,Image 1,1,1,100000000,610000005421,
5,,Spine,1,0,Image 1,1,1,100000000,610000005425,
4,,Spine,1,0,Image 1,1,1,100000001,610000005427,
7,,Spine,1,5,Image 1,1,1,100000003,610000005434,
7,,Spine,1,3,Image 1,1,1,100000002,610000005438,
2,,Spine,1,0,Image 1,1,1,100000001,610000005445,
7,,Spine,1,0,Image 1,1,1,100000000,610000005447,
2,,Spine,1,0,Image 1,1,1,100000000,610000005451,
7,,Spine,1,0,Image 1,1,1,100000000,610000005455,
3,,Spine,1,2,Image 1,1,1,100000003,610000005464,
6,,Spine,1,0,Image 1,1,1,100000001,610000005472,
4,,Spine,1,5,Image 1,3,1,100000003,610000005476,
2,,Spine,1,5,Image 1,2,1,100000002,610000005481,
3,,Spine,1,8,Image 1,3,1,100000000,610000005529,
4,,Spine,1,8,Image 1,3,1,100000000,610000005530,
4,,Spine,1,8,Image 1,3,1,100000000,610000005531,
2,,Spine,1,7,Image 1,4,1,100000000,610000005532,
5,,Spine,1,0,Image 1,1,1,100000000,610000005533,
7,,Spine,1,1,Image 1,2,1,100000000,610000005536,
5,,Spine,1,0,Image 1,1,1,100000000,610000005537,
5,,Spine,1,0,Image 1,1,1,100000000,610000005539,
7,,Spine,1,0,Image 1,1,1,100000000,610000005540,
2,,Spine,1,0,Image 1,1,1,100000000,610000005541,
5,,Spine,1,6,Image 1,3,1,100000001,610000005542,
1,,Spine,1,5,Image 1,2,1,100000001,610000005543,
5,,Spine,1,2,Image 1,2,1,100000001,610000005544,
5,,Spine,1,2,Image 1,2,1,100000001,610000005545,
4,,Spine,1,2,Image 1,2,1,100000001,610000005546,
8,,Spine,1,2,Image 1,2,1,100000001,610000005547,
2,,Spine,1,6,Image 1,3,1,100000001,610000005548,
8,,Spine,1,5,Image 1,3,1,100000001,610000005549,
5,,Spine,1,4,Image 1,2,1,100000001,610000005550,
3,,Spine,1,3,Image 1,2,1,100000001,610000005551,
3,,Spine,1,3,Image 1,2,1,100000001,610000005552,
4,,Spine,1,3,Image 1,2,1,100000001,610000005553,
4,,Spine,1,3,Image 1,3,1,100000001,610000005554,
